Region;Year;Month;Mean Mesozooplankton abundance #m^3;mean CCS mm
B6;1965;8;87.08333333;2.547826087
B6;1965;9;68.98611111;2.53673913
B6;1965;10;51.44444444;2.142380952
B6;1965;11;6.222222222;2.2675
B6;1965;12;;
B6;1966;1;0.619047619;2.722
B6;1966;2;1.435897436;1.88
B6;1966;3;4.106666667;2.645
B6;1966;4;18.51587302;2.622439024
B6;1966;5;152.3680556;2.420930233
B6;1966;6;62.3;2.568823529
B6;1966;7;15.03703704;2.5325
B6;1966;8;160.4761905;2.8005
B6;1966;9;3;3.78
B6;1966;10;89.51851852;1.961333333
B6;1966;11;26.69105691;1.59
B6;1966;12;3.176470588;2.037142857
B6;1967;1;0.873563218;2.49
B6;1967;2;0.277777778;2.485
B6;1967;3;0.808080808;2.528
B6;1967;4;3.691358025;2.841794872
B6;1967;5;62.6875;2.778125
B6;1967;6;78.04301075;2.864782609
B6;1967;7;133.6814815;2.6275
B6;1967;8;31.7962963;2.562777778
B6;1967;9;28.26666667;2.414
B6;1967;10;76.29166667;2.15625
B6;1967;11;9.615384615;1.728333333
B6;1967;12;2.291666667;1.4
B6;1968;1;0.533333333;2.7
B6;1968;2;1.777777778;2.55
B6;1968;3;3.206896552;2.376666667
B6;1968;4;35.86206897;2.465357143
B6;1968;5;63.84552846;2.232682927
B6;1968;6;70.1025641;3.062272727
B6;1968;7;65;3.944166667
B6;1968;8;39.78666667;3.241
B6;1968;9;37.58823529;4.255
B6;1968;10;17.99242424;2.428484848
B6;1968;11;4.857142857;2.797272727
B6;1968;12;1.636363636;3.233333333
B6;1969;1;;
B6;1969;2;0.274509804;2.623333333
B6;1969;3;4.103030303;2.486875
B6;1969;4;12.64646465;2.710434783
B6;1969;5;26.71111111;2.715333333
B6;1969;6;52.00952381;2.533214286
B6;1969;7;37.55072464;3.905714286
B6;1969;8;29.90740741;3.386153846
B6;1969;9;69.23529412;2.987142857
B6;1969;10;64.46666667;1.81173913
B6;1969;11;10.85897436;2.925
B6;1969;12;0.185185185;2.27
B6;1970;1;1.196078431;2.218
B6;1970;2;1.294117647;2.076666667
B6;1970;3;3.310344828;2.505
B6;1970;4;12.82222222;2.591666667
B6;1970;5;32.96;2.6568
B6;1970;6;131.6666667;2.64137931
B6;1970;7;84.62222222;2.394
B6;1970;8;26.51282051;2.859473684
B6;1970;9;23.2;3.28826087
B6;1970;10;13.94202899;3.137727273
B6;1970;11;2.952380952;3.832222222
B6;1970;12;1.805555556;2.043333333
B6;1971;1;;
B6;1971;2;1.94047619;2.7
B6;1971;3;4.745098039;2.432857143
B6;1971;4;12.84057971;2.560454545
B6;1971;5;107.6888889;2.732333333
B6;1971;6;167.8888889;2.868666667
B6;1971;7;30;3.814
B6;1971;8;57.13095238;3.115
B6;1971;9;33.875;2.925714286
B6;1971;10;51.80555556;2.875
B6;1971;11;12.62962963;2.954375
B6;1971;12;1.156862745;4.133333333
B6;1972;1;0.555555556;
B6;1972;2;0.511111111;2.756
B6;1972;3;5.239583333;2.674117647
B6;1972;4;16.84375;2.639375
B6;1972;5;67.02222222;3.013333333
B6;1972;6;26.35714286;2.648888889
B6;1972;7;16.02564103;4.048461538
B6;1972;8;42.90196078;2.501538462
B6;1972;9;56.25641026;3.3792
B6;1972;10;34.74509804;2.924117647
B6;1972;11;3.411347518;2.976111111
B6;1972;12;0.403508772;3.161428571
B6;1973;1;;
B6;1973;2;;
B6;1973;3;6.244444444;2.470909091
B6;1973;4;;
B6;1973;5;21.04761905;2.7
B6;1973;6;52.7962963;2.544444444
B6;1973;7;47.92982456;3.91375
B6;1973;8;22.31531532;3.7976
B6;1973;9;16.83333333;4.641
B6;1973;10;20.17647059;3.6625
B6;1973;11;4.488888889;2.702727273
B6;1973;12;0.476190476;2.708
B6;1974;1;2.19047619;2.355
B6;1974;2;0.212121212;2.614
B6;1974;3;4.420289855;2.57
B6;1974;4;50.49019608;2.705294118
B6;1974;5;40.15;2.6625
B6;1974;6;302.6428571;2.446296296
B6;1974;7;200.4333333;2.578275862
B6;1974;8;99.24691358;2.576296296
B6;1974;9;59.93333333;2.848
B6;1974;10;19.24242424;2.941818182
B6;1974;11;8.694444444;2.768
B6;1974;12;;
B6;1975;1;1.5;1.883333333
B6;1975;2;1.102564103;2.148333333
B6;1975;3;6.291666667;2.743333333
B6;1975;4;34.22222222;2.7
B6;1975;5;;
B6;1975;6;69.95061728;2.9904
B6;1975;7;110;4.13
B6;1975;8;30.26190476;2.75625
B6;1975;9;34.84722222;3.164347826
B6;1975;10;53.47058824;2.829285714
B6;1975;11;33.62820513;2.688
B6;1975;12;5.228070175;2.876
B6;1976;1;6.055555556;1.934
B6;1976;2;1.240740741;2.48
B6;1976;3;;
B6;1976;4;17.85858586;2.76969697
B6;1976;5;33.55555556;2.64
B6;1976;6;199.0344828;2.475862069
B6;1976;7;12.53333333;1.69
B6;1976;8;71.95454545;2.95625
B6;1976;9;54.43589744;2.6228
B6;1976;10;49.95238095;2.183157895
B6;1976;11;9.805555556;2.957058824
B6;1976;12;2.367816092;2.604444444
B6;1977;1;3.551724138;1.6725
B6;1977;2;1.411764706;2.093333333
B6;1977;3;8.142857143;2.7
B6;1977;4;20.86666667;2.717931034
B6;1977;5;101.5555556;2.620555556
B6;1977;6;216.6875;2.615625
B6;1977;7;;
B6;1977;8;123.5686275;3.152941176
B6;1977;9;21.44444444;3.01
B6;1977;10;193.5925926;1.437058824
B6;1977;11;19.04878049;2.530625
B6;1977;12;2.066666667;2.1425
B6;1978;1;;
B6;1978;2;3.785714286;2.653333333
B6;1978;3;;
B6;1978;4;2.137254902;2.7
B6;1978;5;;
B6;1978;6;;
B6;1978;7;162.4871795;2.856818182
B6;1978;8;13.20833333;3.8075
B6;1978;9;11.97916667;3.322727273
B6;1978;10;2.575757576;2.056666667
B6;1978;11;6.4375;1.662
B6;1978;12;0.229166667;2.413333333
B6;1979;1;0.083333333;2.27
B6;1979;2;1.05;1.69
B6;1979;3;3.933333333;2.7
B6;1979;4;6.849462366;2.615384615
B6;1979;5;25.14285714;2.699285714
B6;1979;6;357.4901961;2.429411765
B6;1979;7;73.68;1.643529412
B6;1979;8;73.33333333;2.197619048
B6;1979;9;10.23809524;2.74
B6;1979;10;50.55284553;2.528235294
B6;1979;11;3.972222222;2.606923077
B6;1979;12;1.375;3.364444444
B6;1980;1;;
B6;1980;2;0.052631579;2.27
B6;1980;3;2.166666667;2.2025
B6;1980;4;10.72619048;2.694782609
B6;1980;5;35.72727273;2.626818182
B6;1980;6;343.4;2.832
B6;1980;7;102.9259259;1.521875
B6;1980;8;62.4375;2.793571429
B6;1980;9;20.31666667;2.861176471
B6;1980;10;5.727272727;5.208888889
B6;1980;11;15.49019608;2.513076923
B6;1980;12;1.4375;2.211428571
B6;1981;1;;
B6;1981;2;;
B6;1981;3;1.295238095;2.332222222
B6;1981;4;10.78787879;2.7
B6;1981;5;115.0416667;2.536956522
B6;1981;6;359.6111111;2.6125
B6;1981;7;58;2.25
B6;1981;8;;
B6;1981;9;24.11111111;2.13
B6;1981;10;;
B6;1981;11;3.481481481;3.1775
B6;1981;12;;
B6;1982;1;2.235294118;2.3
B6;1982;2;;
B6;1982;3;2.529411765;2.58625
B6;1982;4;4.137254902;2.667058824
B6;1982;5;11.16666667;2.7
B6;1982;6;397.1818182;1.506363636
B6;1982;7;282.9298246;2.392352941
B6;1982;8;151.537037;1.626111111
B6;1982;9;30.54166667;2.05375
B6;1982;10;;
B6;1982;11;36.55072464;2.056923077
B6;1982;12;0.666666667;3.13
B6;1983;1;4.388888889;2.506
B6;1983;2;;
B6;1983;3;2.783333333;2.634166667
B6;1983;4;2;2.7
B6;1983;5;13.85185185;2.73
B6;1983;6;;
B6;1983;7;244.7901235;2.28
B6;1983;8;37.95238095;2.6445
B6;1983;9;;
B6;1983;10;10.20289855;3.054615385
B6;1983;11;0.395833333;3.522
B6;1983;12;;
B6;1984;1;;
B6;1984;2;;
B6;1984;3;4.047619048;2.514
B6;1984;4;3.757575758;2.410666667
B6;1984;5;16;2.698888889
B6;1984;6;181.691358;1.816296296
B6;1984;7;27.88888889;1.71875
B6;1984;8;10.48148148;2.195
B6;1984;9;;
B6;1984;10;93.20833333;1.785
B6;1984;11;4.259259259;2.7
B6;1984;12;;
B6;1985;1;;
B6;1985;2;;
B6;1985;3;0.3;2.5925
B6;1985;4;58;2.701428571
B6;1985;5;340;2.475833333
B6;1985;6;;
B6;1985;7;51.35897436;3.18
B6;1985;8;22.66666667;1.656
B6;1985;9;243.7037037;2.277777778
B6;1985;10;102;1.742352941
B6;1985;11;14.19047619;3.173333333
B6;1985;12;;
B6;1986;1;;
B6;1986;2;;
B6;1986;3;1.939393939;2.577142857
B6;1986;4;13.375;2.616
B6;1986;5;113.6052632;2.557105263
B6;1986;6;;
B6;1986;7;26.375;2.417142857
B6;1986;8;107.3333333;4.131666667
B6;1986;9;66.48148148;2.781428571
B6;1986;10;23.05882353;2.8875
B6;1986;11;6.041666667;3.538333333
B6;1986;12;;
B6;1987;1;;
B6;1987;2;;
B6;1987;3;;
B6;1987;4;;
B6;1987;5;;
B6;1987;6;;
B6;1987;7;;
B6;1987;8;;
B6;1987;9;;
B6;1987;10;;
B6;1987;11;;
B6;1987;12;;
B6;1988;1;;
B6;1988;2;;
B6;1988;3;;
B6;1988;4;;
B6;1988;5;;
B6;1988;6;;
B6;1988;7;;
B6;1988;8;;
B6;1988;9;;
B6;1988;10;;
B6;1988;11;;
B6;1988;12;;
B6;1989;1;;
B6;1989;2;;
B6;1989;3;;
B6;1989;4;;
B6;1989;5;;
B6;1989;6;;
B6;1989;7;;
B6;1989;8;;
B6;1989;9;;
B6;1989;10;;
B6;1989;11;;
B6;1989;12;;
B6;1990;1;;
B6;1990;2;;
B6;1990;3;;
B6;1990;4;;
B6;1990;5;;
B6;1990;6;;
B6;1990;7;;
B6;1990;8;;
B6;1990;9;;
B6;1990;10;;
B6;1990;11;;
B6;1990;12;;
B6;1991;1;;
B6;1991;2;;
B6;1991;3;1.58974359;
B6;1991;4;;
B6;1991;5;12.61111111;2.7
B6;1991;6;1091.666667;3.09
B6;1991;7;93.03030303;2.75
B6;1991;8;37.66666667;3.01625
B6;1991;9;41.36111111;3.595454545
B6;1991;10;27.51851852;1.9275
B6;1991;11;;
B6;1991;12;;
B6;1992;1;22.48717949;2.292222222
B6;1992;2;1.904761905;2.794
B6;1992;3;0.222222222;2.69
B6;1992;4;;
B6;1992;5;143.5555556;2.71
B6;1992;6;;
B6;1992;7;145.8148148;2.5225
B6;1992;8;28.28205128;3.361666667
B6;1992;9;40.12121212;3.667272727
B6;1992;10;45.72727273;2.566363636
B6;1992;11;3.638888889;3.486363636
B6;1992;12;1.133333333;3.56
B6;1993;1;1.30952381;2.026666667
B6;1993;2;0.166666667;2.7
B6;1993;3;0.416666667;2.7
B6;1993;4;10.90909091;2.7
B6;1993;5;;
B6;1993;6;;
B6;1993;7;336.8611111;2.694166667
B6;1993;8;127.1212121;2.793809524
B6;1993;9;31.13888889;2.138333333
B6;1993;10;;
B6;1993;11;1.933333333;2.04
B6;1993;12;0.303030303;2.27
B6;1994;1;0.128205128;2.7
B6;1994;2;;
B6;1994;3;0.541666667;2.7
B6;1994;4;12.58333333;2.693333333
B6;1994;5;33.66666667;2.7
B6;1994;6;370.6111111;2.681666667
B6;1994;7;102.1818182;2.515454545
B6;1994;8;;
B6;1994;9;22.86111111;3.229
B6;1994;10;30.36111111;2.75
B6;1994;11;41.55555556;1.926666667
B6;1994;12;1.435897436;1.905
B6;1995;1;1.583333333;
B6;1995;2;;
B6;1995;3;1.590909091;2.69
B6;1995;4;38.84615385;2.713846154
B6;1995;5;100.25;2.239166667
B6;1995;6;423.0833333;1.638333333
B6;1995;7;107.5128205;1.8525
B6;1995;8;79.05555556;2.679090909
B6;1995;9;142.4615385;1.938461538
B6;1995;10;141.7916667;2.223125
B6;1995;11;16.81818182;2.718181818
B6;1995;12;4.805555556;2.626666667
B6;1996;1;2.916666667;2.27
B6;1996;2;0.861111111;
B6;1996;3;2.615384615;2.7
B6;1996;4;1.777777778;2.7
B6;1996;5;;
B6;1996;6;127.5238095;2.855714286
B6;1996;7;92.92424242;3.194
B6;1996;8;;
B6;1996;9;;
B6;1996;10;2.194444444;3.99
B6;1996;11;3.196078431;1.978333333
B6;1996;12;;
B6;1997;1;4.527777778;3.12125
B6;1997;2;;
B6;1997;3;;
B6;1997;4;;
B6;1997;5;15.61111111;2.536363636
B6;1997;6;;
B6;1997;7;67.38888889;1.894444444
B6;1997;8;62.80952381;2.696923077
B6;1997;9;35.19444444;3.325
B6;1997;10;15.44444444;2.89
B6;1997;11;2.466666667;3.775
B6;1997;12;0.090909091;
B6;1998;1;0.179487179;2.415
B6;1998;2;0.027777778;2.27
B6;1998;3;;
B6;1998;4;3.025641026;2.693333333
B6;1998;5;23.22222222;2.616666667
B6;1998;6;100.7301587;2.108928571
B6;1998;7;152.0555556;2.468
B6;1998;8;78.9047619;2.250909091
B6;1998;9;51.63888889;3.07625
B6;1998;10;206.25;1.217272727
B6;1998;11;30.63888889;1.853333333
B6;1998;12;20.54166667;1.565
B6;1999;1;1.787878788;2.313333333
B6;1999;2;1.384615385;2.7
B6;1999;3;8.692307692;2.695
B6;1999;4;48.81944444;2.69125
B6;1999;5;148.2361111;2.621666667
B6;1999;6;246.4444444;1.876666667
B6;1999;7;;
B6;1999;8;53.72222222;2.684545455
B6;1999;9;;
B6;1999;10;16.54166667;3.045384615
B6;1999;11;3.222222222;2.555
B6;1999;12;7.80952381;2.8
B6;2000;1;;
B6;2000;2;1.636363636;2.843333333
B6;2000;3;1.615384615;
B6;2000;4;2.19047619;2.7
B6;2000;5;353.36;2.5408
B6;2000;6;;
B6;2000;7;54.51515152;2.299
B6;2000;8;100.2592593;2.99
B6;2000;9;26.20833333;2.8275
B6;2000;10;3.761904762;3.011
B6;2000;11;5.888888889;2.992
B6;2000;12;1.606060606;3.13
B6;2001;1;0.222222222;3.06
B6;2001;2;1.547619048;1.835
B6;2001;3;4.944444444;2.591666667
B6;2001;4;32.47222222;2.7
B6;2001;5;25.05555556;2.756666667
B6;2001;6;863.4545455;3.821818182
B6;2001;7;139.1666667;2.008333333
B6;2001;8;131.2222222;2.46875
B6;2001;9;64.38888889;3.198333333
B6;2001;10;20.125;3.126521739
B6;2001;11;0.233333333;3.6325
B6;2001;12;4.102564103;2.261428571
B6;2002;1;1.638888889;2.27
B6;2002;2;0.333333333;2.7
B6;2002;3;1.288888889;3.13
B6;2002;4;;
B6;2002;5;3.212121212;3.031111111
B6;2002;6;;
B6;2002;7;91.96078431;2.434705882
B6;2002;8;51.43333333;2.651428571
B6;2002;9;64.72727273;3.715555556
B6;2002;10;60;2.11
B6;2002;11;6.222222222;2.974285714
B6;2002;12;;
B6;2003;1;1.583333333;2.2325
B6;2003;2;;
B6;2003;3;1.266666667;2.7
B6;2003;4;;
B6;2003;5;42.75;2.7
B6;2003;6;466.3333333;2.01
B6;2003;7;131.1666667;1.825
B6;2003;8;238.9166667;1.6275
B6;2003;9;113.8333333;3.125
B6;2003;10;69.44444444;2.7
B6;2003;11;1.2;3.925
B6;2003;12;0.541666667;2.4
B6;2004;1;;
B6;2004;2;0.151515152;2.27
B6;2004;3;1.194444444;2.731428571
B6;2004;4;;
B6;2004;5;438.6666667;2.62
B6;2004;6;42;3.82
B6;2004;7;227.5555556;1.605
B6;2004;8;;
B6;2004;9;19.08333333;3.05
B6;2004;10;27.97222222;2.323333333
B6;2004;11;3.611111111;4.5275
B6;2004;12;4.083333333;2.038
B6;2005;1;0.404761905;2.773333333
B6;2005;2;0.083333333;2.7
B6;2005;3;3.138888889;2.7
B6;2005;4;10.26666667;2.723
B6;2005;5;;
B6;2005;6;738.4166667;2.2025
B6;2005;7;84.27272727;2.265
B6;2005;8;69.21212121;1.934545455
B6;2005;9;85.27777778;1.905
B6;2005;10;;
B6;2005;11;2;2.7
B6;2005;12;0.777777778;2.88
B6;2006;1;0.121212121;
B6;2006;2;;
B6;2006;3;2.086956522;2.650833333
B6;2006;4;56.42424242;2.668181818
B6;2006;5;235.5277778;2.644166667
B6;2006;6;329.6388889;1.679166667
B6;2006;7;398.1818182;1.814
B6;2006;8;307.0909091;1.861818182
B6;2006;9;70.81481481;2.551111111
B6;2006;10;36.23076923;2.443333333
B6;2006;11;46.37037037;2.374444444
B6;2006;12;0.694444444;2.23
B6;2007;1;0.233333333;3.13
B6;2007;2;0.266666667;2.27
B6;2007;3;12.62962963;2.607142857
B6;2007;4;13.63888889;2.7775
B6;2007;5;;
B6;2007;6;;
B6;2007;7;;
B6;2007;8;;
B6;2007;9;;
B6;2007;10;;
B6;2007;11;;
B6;2007;12;;
B6;2008;1;;
B6;2008;2;;
B6;2008;3;;
B6;2008;4;;
B6;2008;5;;
B6;2008;6;235.7083333;2.595
B6;2008;7;192.6666667;2.364285714
B6;2008;8;363.375;2.53875
B6;2008;9;315.3333333;1.91625
B6;2008;10;20.45833333;2.5225
B6;2008;11;42.375;1.0325
B6;2008;12;10.45833333;0.836666667
B6;2009;1;1.041666667;2.59
B6;2009;2;0.03030303;
B6;2009;3;;
B6;2009;4;14.53333333;2.72
B6;2009;5;31.84444444;2.637692308
B6;2009;6;;
B6;2009;7;235.2222222;2.776
B6;2009;8;;
B6;2009;9;78.58333333;2.87125
B6;2009;10;8.939393939;5.535714286
B6;2009;11;23.43333333;0.7
B6;2009;12;0.142857143;2.843333333
B6;2010;1;;
B6;2010;2;1.733333333;2.27
B6;2010;3;4.816666667;2.760833333
B6;2010;4;23.05555556;2.675
B6;2010;5;63.51851852;2.651111111
B6;2010;6;277.1904762;1.794285714
B6;2010;7;56.125;3.63875
B6;2010;8;;
B6;2010;9;174.0833333;2.568571429
B6;2010;10;20.28571429;2.195
B6;2010;11;11.8;4.648
B6;2010;12;;
B6;2011;1;3.272727273;2.468
B6;2011;2;1.545454545;2.27
B6;2011;3;0.133333333;2.375
B6;2011;4;1.962962963;2.67
B6;2011;5;;
B6;2011;6;;
B6;2011;7;;
B6;2011;8;;
B6;2011;9;;
B6;2011;10;;
B6;2011;11;58;2.653333333
B6;2011;12;;
B7;1958;1;0;
B7;1958;2;0;
B7;1958;3;;
B7;1958;4;5.666666667;2.7
B7;1958;5;177.8888889;2.001111111
B7;1958;6;;
B7;1958;7;72.36666667;1.64875
B7;1958;8;;
B7;1958;9;14.51851852;2.628888889
B7;1958;10;;
B7;1958;11;;
B7;1958;12;0.083333333;
B7;1959;1;;
B7;1959;2;;
B7;1959;3;0.666666667;
B7;1959;4;;
B7;1959;5;68.83333333;2.7
B7;1959;6;;
B7;1959;7;61.01960784;1.9925
B7;1959;8;;
B7;1959;9;115.0740741;2.571111111
B7;1959;10;29.62222222;1.884
B7;1959;11;18.66666667;2.086666667
B7;1959;12;2.366666667;2.85
B7;1960;1;;
B7;1960;2;0.222222222;2.27
B7;1960;3;0.333333333;2.7
B7;1960;4;;
B7;1960;5;23.5;2.7
B7;1960;6;;
B7;1960;7;75.19047619;3.267142857
B7;1960;8;;
B7;1960;9;153.9583333;2.32625
B7;1960;10;;
B7;1960;11;51.12820513;1.707692308
B7;1960;12;4.75;3.136
B7;1961;1;0.333333333;2.27
B7;1961;2;;
B7;1961;3;4.074074074;2.0875
B7;1961;4;7;2.7
B7;1961;5;91.54545455;2.707272727
B7;1961;6;;
B7;1961;7;53.72222222;0.68
B7;1961;8;63.40740741;3.126666667
B7;1961;9;84.73333333;2.509285714
B7;1961;10;;
B7;1961;11;;
B7;1961;12;0.333333333;2.77
B7;1962;1;0.111111111;
B7;1962;2;;
B7;1962;3;0.333333333;
B7;1962;4;1.966666667;2.809
B7;1962;5;70.4057971;2.670454545
B7;1962;6;74.4375;2.5525
B7;1962;7;179.2357724;2.806470588
B7;1962;8;48.51282051;2.540769231
B7;1962;9;52.48148148;1.92
B7;1962;10;28.27927928;2.576176471
B7;1962;11;1.066666667;2.958
B7;1962;12;7.304347826;2.419166667
B7;1963;1;0.388888889;
B7;1963;2;1.461538462;2.74
B7;1963;3;6;2.696666667
B7;1963;4;41.46666667;2.654
B7;1963;5;26.08333333;2.881666667
B7;1963;6;79.92592593;2.76
B7;1963;7;169.2083333;3.25125
B7;1963;8;17.33333333;0.68
B7;1963;9;47.39393939;3.373636364
B7;1963;10;17.56666667;3.147
B7;1963;11;15.41666667;2.91
B7;1963;12;;
B7;1964;1;;
B7;1964;2;0.19047619;2.27
B7;1964;3;2.404761905;2.782
B7;1964;4;29.2;2.7
B7;1964;5;125.9166667;2.639375
B7;1964;6;;
B7;1964;7;68.88888889;1.345714286
B7;1964;8;85.69444444;1.934
B7;1964;9;58.24358974;2.213
B7;1964;10;18.46666667;2.684
B7;1964;11;;
B7;1964;12;1.431372549;2.75125
B7;1965;1;;
B7;1965;2;;
B7;1965;3;5.878787879;2.7
B7;1965;4;8.947368421;2.711176471
B7;1965;5;11.30769231;2.771153846
B7;1965;6;98.96296296;2.667222222
B7;1965;7;320.547619;2.450714286
B7;1965;8;118.8796296;1.804516129
B7;1965;9;104.1395349;2.446744186
B7;1965;10;60.66666667;1.9
B7;1965;11;9.816091954;2.701153846
B7;1965;12;0.666666667;
B7;1966;1;0.233333333;
B7;1966;2;0.666666667;2.27
B7;1966;3;6.222222222;2.525
B7;1966;4;10.36231884;2.683913043
B7;1966;5;44.79761905;2.721071429
B7;1966;6;165.7111111;2.469642857
B7;1966;7;33.66666667;2.855
B7;1966;8;276.7142857;2.952222222
B7;1966;9;;
B7;1966;10;15.66666667;3.07
B7;1966;11;15.35802469;2.714230769
B7;1966;12;2.291666667;0.68
B7;1967;1;0.166666667;
B7;1967;2;0;
B7;1967;3;0.814814815;2.27
B7;1967;4;11.75438596;2.7
B7;1967;5;111.1296296;2.874444444
B7;1967;6;114.5809524;2.955714286
B7;1967;7;68.14285714;2.385833333
B7;1967;8;60.35185185;1.838
B7;1967;9;34.2;3.161944444
B7;1967;10;16;2.796764706
B7;1967;11;15.66666667;2.332307692
B7;1967;12;2.490196078;2.341111111
B7;1968;1;16.66666667;
B7;1968;2;11.3968254;2.558571429
B7;1968;3;1.238095238;2.7
B7;1968;4;22;2.7
B7;1968;5;16.57575758;2.7
B7;1968;6;188.2745098;2.884705882
B7;1968;7;244.1;2.64
B7;1968;8;33.125;2.747857143
B7;1968;9;54.85964912;2.631176471
B7;1968;10;20.98148148;2.763333333
B7;1968;11;15.07692308;2.578461538
B7;1968;12;0.222222222;4.1
B7;1969;1;;
B7;1969;2;1.904761905;2.78
B7;1969;3;1.614035088;2.3275
B7;1969;4;18.91666667;2.707
B7;1969;5;77.27083333;2.713125
B7;1969;6;31.06666667;3.027272727
B7;1969;7;4.066666667;
B7;1969;8;17.75555556;3.38375
B7;1969;9;76.875;1.336363636
B7;1969;10;91.91954023;2.284482759
B7;1969;11;21.57471264;2.0756
B7;1969;12;0.333333333;
B7;1970;1;0.133333333;2.442
B7;1970;2;2.5;2.7
B7;1970;3;5.079365079;2.68625
B7;1970;4;40.6;2.722
B7;1970;5;44.64;2.7175
B7;1970;6;45.46153846;2.23
B7;1970;7;;
B7;1970;8;177.9027778;2.685789474
B7;1970;9;36.67647059;2.653939394
B7;1970;10;16.96;2.67875
B7;1970;11;8.769230769;2.84125
B7;1970;12;4.649122807;2.632727273
B7;1971;1;;
B7;1971;2;3.733333333;2.026666667
B7;1971;3;0.333333333;2.7
B7;1971;4;10;2.695
B7;1971;5;43.39393939;2.701818182
B7;1971;6;132.5128205;2.720769231
B7;1971;7;52.15384615;2.715625
B7;1971;8;37.51851852;2.443
B7;1971;9;15.33333333;2.865454545
B7;1971;10;46.18181818;2.004444444
B7;1971;11;14.75757576;2.53
B7;1971;12;5.098039216;3.094
B7;1972;1;0.358974359;1.73
B7;1972;2;0.333333333;
B7;1972;3;0.666666667;2.7
B7;1972;4;7.041666667;2.7
B7;1972;5;41.7037037;2.736111111
B7;1972;6;14.38888889;1.7
B7;1972;7;80.72222222;2.671875
B7;1972;8;38.53174603;2.727857143
B7;1972;9;41.31944444;2.336111111
B7;1972;10;28.6875;2.802142857
B7;1972;11;4.037037037;2.527
B7;1972;12;3.019607843;2.742
B7;1973;1;;
B7;1973;2;;
B7;1973;3;;
B7;1973;4;26.33333333;2.7
B7;1973;5;;
B7;1973;6;66.66666667;2.78
B7;1973;7;181.3174603;3.0375
B7;1973;8;10.50793651;4.04125
B7;1973;9;13;3.3065
B7;1973;10;65.77777778;2.423333333
B7;1973;11;8.476190476;2.896428571
B7;1973;12;0.333333333;2.7
B7;1974;1;;
B7;1974;2;1.111111111;
B7;1974;3;0.888888889;2.68
B7;1974;4;21.06060606;2.7
B7;1974;5;96.78571429;2.714615385
B7;1974;6;125.3508772;2.119473684
B7;1974;7;105.0444444;3.1975
B7;1974;8;122.4722222;1.786363636
B7;1974;9;33.35087719;2.527368421
B7;1974;10;1.666666667;2.7
B7;1974;11;9.760416667;3.012903226
B7;1974;12;;
B7;1975;1;1.754385965;2.628333333
B7;1975;2;1.25;2.85
B7;1975;3;25.08888889;2.707333333
B7;1975;4;27.64912281;2.711052632
B7;1975;5;;
B7;1975;6;43.23611111;2.723333333
B7;1975;7;94.05555556;1.858
B7;1975;8;74.98412698;2.064615385
B7;1975;9;93.77142857;1.491785714
B7;1975;10;56.18518519;1.795
B7;1975;11;1.25;2.903333333
B7;1975;12;1.575757576;2.628333333
B7;1976;1;0.666666667;2.27
B7;1976;2;;
B7;1976;3;;
B7;1976;4;16.9375;2.718666667
B7;1976;5;83.66666667;2.76
B7;1976;6;379.4375;2.232857143
B7;1976;7;305.547619;2.384
B7;1976;8;103.1010101;3.008571429
B7;1976;9;86.42857143;1.778888889
B7;1976;10;31.36363636;2.06
B7;1976;11;10.78571429;2.398571429
B7;1976;12;4;2.675833333
B7;1977;1;3.347826087;2.636363636
B7;1977;2;2.8125;2.52
B7;1977;3;24.85416667;2.704285714
B7;1977;4;34.59259259;2.57375
B7;1977;5;149.0512821;2.712307692
B7;1977;6;;
B7;1977;7;40.40740741;1.448888889
B7;1977;8;122.4761905;3.403846154
B7;1977;9;58.7826087;1.941578947
B7;1977;10;66.51282051;2.13
B7;1977;11;70.13333333;1.488
B7;1977;12;0.6;2.485
B7;1978;1;;
B7;1978;2;3.666666667;2.601666667
B7;1978;3;;
B7;1978;4;9.444444444;2.7
B7;1978;5;;
B7;1978;6;;
B7;1978;7;169.452381;2.437037037
B7;1978;8;28.30952381;2.486153846
B7;1978;9;37;3.26
B7;1978;10;;
B7;1978;11;11.64102564;2.284
B7;1978;12;1.666666667;1.89
B7;1979;1;1.818181818;0.925
B7;1979;2;2.066666667;2.7
B7;1979;3;;
B7;1979;4;26.18518519;2.670555556
B7;1979;5;92.23333333;2.669
B7;1979;6;251.2307692;2.195384615
B7;1979;7;65.8627451;2.054615385
B7;1979;8;56.82716049;2.9288
B7;1979;9;18.75;3.0875
B7;1979;10;19.98888889;3.09
B7;1979;11;1.133333333;2.704166667
B7;1979;12;0.333333333;7
B7;1980;1;;
B7;1980;2;0.018518519;2.7
B7;1980;3;1.19047619;2.74375
B7;1980;4;20.77777778;2.706153846
B7;1980;5;83.6;2.814
B7;1980;6;288.7333333;2.56
B7;1980;7;98.51282051;3.13
B7;1980;8;81.42857143;2.368
B7;1980;9;110.5263158;2.125263158
B7;1980;10;;
B7;1980;11;14.80392157;2.766428571
B7;1980;12;0.166666667;3.13
B7;1981;1;;
B7;1981;2;;
B7;1981;3;1.555555556;2.7
B7;1981;4;18.45238095;2.7
B7;1981;5;43.94666667;2.7104
B7;1981;6;294.8271605;2.7528
B7;1981;7;43.64444444;2.642142857
B7;1981;8;38.91666667;2.045
B7;1981;9;34.0952381;1.986153846
B7;1981;10;;
