Year,FishCountry,TaxonName,CommonName,SumCatch
1996,Spain,Katsuwonus pelamis,Skipjack tuna,62114.11727
1996,Spain,Thunnus,Tuna,12.78426774
1996,Spain,Thunnus albacares,Yellowfin tuna,55305.33122
1996,Sri Lanka,Thunnus obesus,Bigeye tuna,264.3878154
1996,Sri Lanka,Euthynnus affinis,Kawakawa,1436.480142
1996,Sri Lanka,Thunnus tonggol,Longtail tuna,445.0064403
1996,Sri Lanka,Scombridae,Mackerels  tunas and bonitos,20700.48629
1996,Sri Lanka,Katsuwonus pelamis,Skipjack tuna,35125.81204
1996,Sri Lanka,Thunnus albacares,Yellowfin tuna,17709.01367
1996,Taiwan,Thunnus alalunga,Albacore,56394.10433
1996,Taiwan,Thunnus thynnus,Atlantic bluefin tuna,100.2499999
1996,Taiwan,Thunnus obesus,Bigeye tuna,64000.7748
1996,Taiwan,Makaira nigricans,Blue marlin,659.9928897
1996,Taiwan,Euthynnus affinis,Kawakawa,1505.569182
1996,Taiwan,Thunnus tonggol,Longtail tuna,4613.199046
1996,Taiwan,Thunnus orientalis,Pacific bluefin tuna,837.2716607
1996,Taiwan,Katsuwonus pelamis,Skipjack tuna,128053.3366
1996,Taiwan,Thunnus maccoyii,Southern bluefin tuna,1610.210342
1996,Taiwan,Thunnus,Tuna,346.999998
1996,Taiwan,Thunnus albacares,Yellowfin tuna,73950.11769
1996,Tanzania,Scombridae,Mackerels  tunas and bonitos,729.3801919
1996,Thailand,Euthynnus affinis,Kawakawa,7568.673792
1996,Thailand,Thunnus tonggol,Longtail tuna,3172.200034
1996,Togo,Thunnus obesus,Bigeye tuna,32.84669356
1996,Tokelau (New Zealand),Scombridae,Mackerels  tunas and bonitos,48.91361033
1996,Tonga,Thunnus alalunga,Albacore,421.2249582
1996,Tonga,Thunnus obesus,Bigeye tuna,58.87425447
1996,Tonga,Scombridae,Mackerels  tunas and bonitos,0.965241738
1996,Tonga,Katsuwonus pelamis,Skipjack tuna,1.993073099
1996,Tonga,Thunnus albacares,Yellowfin tuna,86.18830026
1996,Trinidad & Tobago,Thunnus obesus,Bigeye tuna,144.6812304
1996,Trinidad & Tobago,Makaira nigricans,Blue marlin,115.3845638
1996,Trinidad & Tobago,Scombridae,Mackerels  tunas and bonitos,332.9120939
1996,Trinidad & Tobago,Thunnus albacares,Yellowfin tuna,541.2256258
1996,United Kingdom,Thunnus alalunga,Albacore,27.16879804
1996,United Kingdom,Thunnus thynnus,Atlantic bluefin tuna,0.17292919
1996,Uruguay,Thunnus alalunga,Albacore,72.597385
1996,Uruguay,Thunnus obesus,Bigeye tuna,124.3150333
1996,Uruguay,Scombridae,Mackerels  tunas and bonitos,1.730714902
1996,Uruguay,Thunnus albacares,Yellowfin tuna,168.4646439
1996,USA,Thunnus alalunga,Albacore,16104.94024
1996,USA,Thunnus thynnus,Atlantic bluefin tuna,290.010213
1996,USA,Thunnus obesus,Bigeye tuna,5458.282937
1996,USA,Euthynnus lineatus,Black skipjack,63.01681628
1996,USA,Thunnus atlanticus,Blackfin tuna,0.061781542
1996,USA,Euthynnus alletteratus,Little tunny,0.568679462
1996,USA,Scombridae,Mackerels  tunas and bonitos,99.13550043
1996,USA,Thunnus orientalis,Pacific bluefin tuna,4015.701433
1996,USA,Katsuwonus pelamis,Skipjack tuna,84360.50517
1996,USA,Thunnus albacares,Yellowfin tuna,33588.05613
1996,Vanuatu,Thunnus alalunga,Albacore,157.3723454
1996,Vanuatu,Thunnus obesus,Bigeye tuna,10345.80244
1996,Vanuatu,Katsuwonus pelamis,Skipjack tuna,19699.93357
1996,Vanuatu,Thunnus albacares,Yellowfin tuna,13321.71625
1996,Venezuela,Thunnus alalunga,Albacore,365.4044995
1996,Venezuela,Thunnus obesus,Bigeye tuna,677.7438183
1996,Venezuela,Euthynnus lineatus,Black skipjack,49.9999999
1996,Venezuela,Thunnus atlanticus,Blackfin tuna,3.829979471
1996,Venezuela,Makaira nigricans,Blue marlin,158.9963844
1996,Venezuela,Katsuwonus pelamis,Skipjack tuna,6896.799878
1996,Venezuela,Thunnus albacares,Yellowfin tuna,76241.83364
1996,Yemen,Euthynnus affinis,Kawakawa,3108.119907
1996,Yemen,Thunnus tonggol,Longtail tuna,2207.3623
1996,Yemen,Scombridae,Mackerels  tunas and bonitos,4193.356729
1996,Yemen,Katsuwonus pelamis,Skipjack tuna,2947.614493
1996,Yemen,Thunnus albacares,Yellowfin tuna,15988.64264
1997,American Samoa,Thunnus alalunga,Albacore,303.2234578
1997,American Samoa,Thunnus obesus,Bigeye tuna,3.897543606
1997,American Samoa,Scombridae,Mackerels  tunas and bonitos,0.242643934
1997,American Samoa,Katsuwonus pelamis,Skipjack tuna,15.88748299
1997,American Samoa,Thunnus albacares,Yellowfin tuna,21.47615704
1997,Angola,Euthynnus alletteratus,Little tunny,4.02152789
1997,Angola,Katsuwonus pelamis,Skipjack tuna,48.78803586
1997,Angola,Thunnus albacares,Yellowfin tuna,65.42865293
1997,Argentina,Thunnus alalunga,Albacore,107.1948106
1997,Australia,Thunnus alalunga,Albacore,287.9181895
1997,Australia,Thunnus obesus,Bigeye tuna,866.122918
1997,Australia,Euthynnus affinis,Kawakawa,0.507438102
1997,Australia,Thunnus tonggol,Longtail tuna,0.133705572
1997,Australia,Scombridae,Mackerels  tunas and bonitos,239.3131472
1997,Australia,Katsuwonus pelamis,Skipjack tuna,3733.258728
1997,Australia,Thunnus maccoyii,Southern bluefin tuna,4875.134646
1997,Australia,Thunnus albacares,Yellowfin tuna,1520.859743
1997,Barbados,Thunnus alalunga,Albacore,0.976783334
1997,Barbados,Thunnus obesus,Bigeye tuna,23.20124089
1997,Barbados,Makaira nigricans,Blue marlin,28.80031554
1997,Barbados,Katsuwonus pelamis,Skipjack tuna,4.801403404
1997,Barbados,Thunnus albacares,Yellowfin tuna,142.766314
1997,Belize,Thunnus obesus,Bigeye tuna,4720.00011
1997,Belize,Katsuwonus pelamis,Skipjack tuna,6260.000038
1997,Belize,Thunnus albacares,Yellowfin tuna,1870
1997,Benin,Thunnus obesus,Bigeye tuna,29.83565007
1997,Benin,Makaira nigricans,Blue marlin,4.958964946
1997,Benin,Euthynnus alletteratus,Little tunny,42.64672271
1997,Benin,Katsuwonus pelamis,Skipjack tuna,6.950415633
1997,Benin,Thunnus albacares,Yellowfin tuna,2.977103706
1997,Bermuda (UK),Thunnus alalunga,Albacore,0.119193387
1997,Bermuda (UK),Thunnus thynnus,Atlantic bluefin tuna,0.300989791
1997,Bermuda (UK),Makaira nigricans,Blue marlin,0.363771211
1997,Bermuda (UK),Thunnus albacares,Yellowfin tuna,7.209363444
1997,Brazil,Thunnus alalunga,Albacore,921.5067959
1997,Brazil,Thunnus thynnus,Atlantic bluefin tuna,0.074716669
1997,Brazil,Thunnus obesus,Bigeye tuna,1162.594037
1997,Brazil,Thunnus atlanticus,Blackfin tuna,10.67474743
1997,Brazil,Makaira nigricans,Blue marlin,105.3735585
1997,Brazil,Euthynnus alletteratus,Little tunny,3.402423425
1997,Brazil,Scombridae,Mackerels  tunas and bonitos,223.9265069
1997,Brazil,Katsuwonus pelamis,Skipjack tuna,18209.95806
1997,Brazil,Thunnus albacares,Yellowfin tuna,1954.975751
1997,Cameroon,Scombridae,Mackerels  tunas and bonitos,0.235271281
1997,Canada,Thunnus alalunga,Albacore,227.3196546
1997,Canada,Thunnus thynnus,Atlantic bluefin tuna,48.62289352
1997,Canada,Thunnus albacares,Yellowfin tuna,24.06302086
1997,Cape Verde,Thunnus obesus,Bigeye tuna,9.00298773
1997,Cape Verde,Euthynnus alletteratus,Little tunny,2.779851513
1997,Cape Verde,Scombridae,Mackerels  tunas and bonitos,206.4382066
1997,Cape Verde,Katsuwonus pelamis,Skipjack tuna,529.2842101
1997,Cape Verde,Thunnus albacares,Yellowfin tuna,1536.314242
1997,Chile,Thunnus obesus,Bigeye tuna,5.524140858
1997,Chile,Katsuwonus pelamis,Skipjack tuna,45.26271767
1997,Chile,Thunnus albacares,Yellowfin tuna,47.75544219
1997,China,Thunnus alalunga,Albacore,1.031120218
1997,China,Thunnus obesus,Bigeye tuna,3092.245431
1997,China,Makaira nigricans,Blue marlin,77.77057687
1997,China,Scombridae,Mackerels  tunas and bonitos,4309.21278
1997,China,Thunnus albacares,Yellowfin tuna,1172.694893
1997,Colombia,Thunnus obesus,Bigeye tuna,2248.198476
1997,Colombia,Scombridae,Mackerels  tunas and bonitos,17846.64476
1997,Colombia,Katsuwonus pelamis,Skipjack tuna,7936.822171
1997,Colombia,Thunnus albacares,Yellowfin tuna,5635.894848
1997,Comoros,Thunnus obesus,Bigeye tuna,29.52413011
1997,Comoros,Euthynnus affinis,Kawakawa,143.658726
1997,Comoros,Scombridae,Mackerels  tunas and bonitos,473.6702207
1997,Comoros,Katsuwonus pelamis,Skipjack tuna,2028.954669
1997,Comoros,Thunnus albacares,Yellowfin tuna,5194.508134
1997,Cook Isl. (New Zealand),Thunnus alalunga,Albacore,4.603453392
1997,Cook Isl. (New Zealand),Thunnus obesus,Bigeye tuna,2.713876396
1997,Cook Isl. (New Zealand),Thunnus albacares,Yellowfin tuna,4.540317354
1997,Costa Rica,Scombridae,Mackerels  tunas and bonitos,944.1195027
1997,Côte d'Ivoire,Makaira nigricans,Blue marlin,214.8192805
1997,Côte d'Ivoire,Euthynnus alletteratus,Little tunny,5.554263872
1997,Côte d'Ivoire,Thunnus albacares,Yellowfin tuna,1.941391176
1997,Cuba,Scombridae,Mackerels  tunas and bonitos,1.603728662
1997,Cuba,Thunnus albacares,Yellowfin tuna,268.999996
1997,Cyprus,Thunnus obesus,Bigeye tuna,1449.999997
1997,Cyprus,Katsuwonus pelamis,Skipjack tuna,5200.000029
1997,Cyprus,Thunnus albacares,Yellowfin tuna,2149.999988
1997,Denmark,Thunnus,Tuna,158.004953
1997,Ecuador,Thunnus obesus,Bigeye tuna,23074.43183
1997,Ecuador,Euthynnus lineatus,Black skipjack,23.34967726
1997,Ecuador,Katsuwonus pelamis,Skipjack tuna,50009.13229
1997,Ecuador,Thunnus albacares,Yellowfin tuna,19393.61712
1997,Egypt,Euthynnus affinis,Kawakawa,485.9967264
1997,Fiji,Thunnus alalunga,Albacore,1369.156425
1997,Fiji,Thunnus obesus,Bigeye tuna,375.2837258
1997,Fiji,Katsuwonus pelamis,Skipjack tuna,940.0747222
1997,Fiji,Thunnus albacares,Yellowfin tuna,834.5813883
1997,France,Thunnus alalunga,Albacore,1437.587412
1997,France,Thunnus thynnus,Atlantic bluefin tuna,5.849561381
1997,France,Thunnus obesus,Bigeye tuna,10531.49433
1997,France,Makaira nigricans,Blue marlin,44.1594861
1997,France,Euthynnus alletteratus,Little tunny,3.350586262
1997,France,Katsuwonus pelamis,Skipjack tuna,34998.66483
1997,France,Thunnus albacares,Yellowfin tuna,43355.63363
1997,French Polynesia,Thunnus alalunga,Albacore,2254.602456
1997,French Polynesia,Thunnus obesus,Bigeye tuna,254.526061
1997,French Polynesia,Katsuwonus pelamis,Skipjack tuna,893.5081866
1997,French Polynesia,Thunnus albacares,Yellowfin tuna,690.9111972
1997,Gabon,Scombridae,Mackerels  tunas and bonitos,6.087911331
1997,Gabon,Thunnus albacares,Yellowfin tuna,200.2902475
1997,Ghana,Thunnus obesus,Bigeye tuna,9488.318317
1997,Ghana,Makaira nigricans,Blue marlin,461.643538
1997,Ghana,Euthynnus alletteratus,Little tunny,42.44098619
1997,Ghana,Katsuwonus pelamis,Skipjack tuna,25351.06256
1997,Ghana,Thunnus albacares,Yellowfin tuna,14832.64055
1997,Greece,Thunnus thynnus,Atlantic bluefin tuna,0.69765012
1997,Grenada,Thunnus alalunga,Albacore,5.341361852
1997,Grenada,Thunnus obesus,Bigeye tuna,0.925636877
1997,Grenada,Thunnus atlanticus,Blackfin tuna,0.144137234
1997,Grenada,Makaira nigricans,Blue marlin,31.50043064
1997,Grenada,Katsuwonus pelamis,Skipjack tuna,12.7588092
1997,Grenada,Thunnus albacares,Yellowfin tuna,329.926365
1997,Guam (USA),Scombridae,Mackerels  tunas and bonitos,1.887585417
1997,Guam (USA),Katsuwonus pelamis,Skipjack tuna,22.48220288
1997,Guam (USA),Thunnus albacares,Yellowfin tuna,16.30791936
1997,Guinea-Bissau,Scombridae,Mackerels  tunas and bonitos,8.465966432
1997,Honduras,Thunnus obesus,Bigeye tuna,1229.992047
1997,Honduras,Scombridae,Mackerels  tunas and bonitos,15.00000024
1997,Honduras,Katsuwonus pelamis,Skipjack tuna,3109.872262
1997,Honduras,Thunnus albacares,Yellowfin tuna,229.9940248
1997,Hong Kong,Scombridae,Mackerels  tunas and bonitos,0.993526584
1997,Iceland,Scombridae,Mackerels  tunas and bonitos,9.796224594
1997,Indonesia,Thunnus alalunga,Albacore,1387.269327
1997,Indonesia,Thunnus obesus,Bigeye tuna,33928.17093
1997,Indonesia,Euthynnus affinis,Kawakawa,16552.52914
1997,Indonesia,Thunnus tonggol,Longtail tuna,15349.07633
1997,Indonesia,Scombridae,Mackerels  tunas and bonitos,13472.80466
1997,Indonesia,Katsuwonus pelamis,Skipjack tuna,112417.2788
1997,Indonesia,Thunnus maccoyii,Southern bluefin tuna,1997.519657
1997,Indonesia,Thunnus albacares,Yellowfin tuna,80331.89911
1997,Iran,Thunnus alalunga,Albacore,6.843860543
1997,Iran,Thunnus obesus,Bigeye tuna,190.5060692
1997,Iran,Euthynnus affinis,Kawakawa,271.632722
1997,Iran,Thunnus tonggol,Longtail tuna,5012.257151
1997,Iran,Katsuwonus pelamis,Skipjack tuna,6259.067513
1997,Iran,Thunnus albacares,Yellowfin tuna,10239.50371
1997,Ireland,Thunnus alalunga,Albacore,174.9060215
1997,Italy,Thunnus alalunga,Albacore,8.916713361
1997,Italy,Thunnus obesus,Bigeye tuna,333.5949124
1997,Italy,Scombridae,Mackerels  tunas and bonitos,0.507425635
1997,Italy,Katsuwonus pelamis,Skipjack tuna,1205.971237
1997,Italy,Thunnus albacares,Yellowfin tuna,944.7473048
1997,Japan,Thunnus alalunga,Albacore,107585.2932
1997,Japan,Thunnus thynnus,Atlantic bluefin tuna,1846.45263
1997,Japan,Thunnus obesus,Bigeye tuna,195575.5311
1997,Japan,Makaira nigricans,Blue marlin,899.3688298
1997,Japan,Scombridae,Mackerels  tunas and bonitos,5198.4673
1997,Japan,Thunnus orientalis,Pacific bluefin tuna,10492.74448
1997,Japan,Katsuwonus pelamis,Skipjack tuna,280062.219
1997,Japan,Thunnus maccoyii,Southern bluefin tuna,4300.796849
1997,Japan,Thunnus albacares,Yellowfin tuna,138743.9075
1997,Kenya,Katsuwonus pelamis,Skipjack tuna,242.2131557
1997,Kiribati,Thunnus obesus,Bigeye tuna,415.0545103
1997,Kiribati,Katsuwonus pelamis,Skipjack tuna,2823.956775
1997,Kiribati,Thunnus albacares,Yellowfin tuna,1948.890491
1997,Korea (South),Thunnus alalunga,Albacore,3967.690128
1997,Korea (South),Thunnus thynnus,Atlantic bluefin tuna,244.9574515
1997,Korea (South),Thunnus obesus,Bigeye tuna,72859.82643
1997,Korea (South),Makaira nigricans,Blue marlin,6.938693628
1997,Korea (South),Scombridae,Mackerels  tunas and bonitos,12722.72228
1997,Korea (South),Katsuwonus pelamis,Skipjack tuna,176520.4583
1997,Korea (South),Thunnus maccoyii,Southern bluefin tuna,1227.998875
1997,Korea (South),Thunnus albacares,Yellowfin tuna,108907.6862
1997,Latvia,Thunnus albacares,Yellowfin tuna,189.3475486
1997,Liberia,Thunnus obesus,Bigeye tuna,329.5172953
1997,Liberia,Makaira nigricans,Blue marlin,117.1307737
1997,Liberia,Thunnus albacares,Yellowfin tuna,178.1828566
1997,Libya,Thunnus thynnus,Atlantic bluefin tuna,305.9592443
1997,Libya,Thunnus obesus,Bigeye tuna,400.0000036
1997,Malaysia,Euthynnus affinis,Kawakawa,36122.51502
1997,Malaysia,Thunnus tonggol,Longtail tuna,1982.818771
1997,Mauritania,Scombridae,Mackerels  tunas and bonitos,1939.572994
1997,Mexico,Thunnus alalunga,Albacore,45.75158752
1997,Mexico,Thunnus thynnus,Atlantic bluefin tuna,4.763383052
1997,Mexico,Thunnus obesus,Bigeye tuna,105.2446376
1997,Mexico,Thunnus orientalis,Pacific bluefin tuna,315.5145848
1997,Mexico,Katsuwonus pelamis,Skipjack tuna,22286.49527
1997,Mexico,Thunnus albacares,Yellowfin tuna,125828.1031
1997,Micronesia,Thunnus alalunga,Albacore,0.442246391
1997,Micronesia,Thunnus obesus,Bigeye tuna,272.0756082
1997,Micronesia,Katsuwonus pelamis,Skipjack tuna,1501.658626
1997,Micronesia,Thunnus albacares,Yellowfin tuna,825.3799775
1997,Mozambique,Scombridae,Mackerels  tunas and bonitos,3221.619978
1997,Namibia,Thunnus alalunga,Albacore,1137.822219
1997,Namibia,Thunnus obesus,Bigeye tuna,44.32320524
1997,Namibia,Katsuwonus pelamis,Skipjack tuna,0.924756794
1997,Namibia,Thunnus albacares,Yellowfin tuna,64.00646887
1997,Netherlands Antilles,Thunnus alalunga,Albacore,9.000002529
1997,Netherlands Antilles,Thunnus obesus,Bigeye tuna,2890.000277
1997,Netherlands Antilles,Thunnus atlanticus,Blackfin tuna,0.141124175
1997,Netherlands Antilles,Makaira nigricans,Blue marlin,36.69113682
1997,Netherlands Antilles,Katsuwonus pelamis,Skipjack tuna,8472.340041
1997,Netherlands Antilles,Thunnus albacares,Yellowfin tuna,6204.436215
1997,New Zealand,Thunnus alalunga,Albacore,2766.009514
1997,New Zealand,Thunnus obesus,Bigeye tuna,120.912145
1997,New Zealand,Scombridae,Mackerels  tunas and bonitos,43.1637462
1997,New Zealand,Thunnus orientalis,Pacific bluefin tuna,11.9436161
1997,New Zealand,Katsuwonus pelamis,Skipjack tuna,5616.469595
1997,New Zealand,Thunnus maccoyii,Southern bluefin tuna,116.4625991
1997,New Zealand,Thunnus albacares,Yellowfin tuna,98.76650433
1997,Nigeria,Scombridae,Mackerels  tunas and bonitos,67.57372156
1997,Niue (New Zealand),Scombridae,Mackerels  tunas and bonitos,97.92795968
1997,North Marianas (USA),Scombridae,Mackerels  tunas and bonitos,6.152587499
1997,North Marianas (USA),Katsuwonus pelamis,Skipjack tuna,56.14890228
1997,North Marianas (USA),Thunnus albacares,Yellowfin tuna,10.11348592
1997,Other countries,Thunnus alalunga,Albacore,3179.138412
1997,Other countries,Thunnus obesus,Bigeye tuna,22965.92773
1997,Other countries,Makaira nigricans,Blue marlin,115.7282717
1997,Other countries,Scombridae,Mackerels  tunas and bonitos,3.991798953
1997,Other countries,Katsuwonus pelamis,Skipjack tuna,21123.5014
1997,Other countries,Thunnus albacares,Yellowfin tuna,22814.39583
1997,Pakistan,Euthynnus affinis,Kawakawa,2336.263674
1997,Pakistan,Thunnus tonggol,Longtail tuna,4457.332029
1997,Pakistan,Scombridae,Mackerels  tunas and bonitos,1360.75077
1997,Pakistan,Katsuwonus pelamis,Skipjack tuna,4408.27449
1997,Pakistan,Thunnus albacares,Yellowfin tuna,3738.196221
1997,Palau,Thunnus alalunga,Albacore,0.236291574
1997,Palau,Thunnus obesus,Bigeye tuna,5.466975567
1997,Palau,Euthynnus affinis,Kawakawa,0.758365975
1997,Palau,Scombridae,Mackerels  tunas and bonitos,0.874155372
1997,Palau,Thunnus albacares,Yellowfin tuna,0.90309654
1997,Panama,Thunnus alalunga,Albacore,58.00000275
1997,Panama,Thunnus thynnus,Atlantic bluefin tuna,254.9999995
1997,Panama,Thunnus obesus,Bigeye tuna,3416.593822
1997,Panama,Katsuwonus pelamis,Skipjack tuna,5278.898117
1997,Panama,Thunnus albacares,Yellowfin tuna,9833.338273
1997,Peru,Katsuwonus pelamis,Skipjack tuna,313.0787426
1997,Peru,Thunnus albacares,Yellowfin tuna,301.4993144
1997,Philippines,Thunnus obesus,Bigeye tuna,4536.685163
1997,Philippines,Euthynnus affinis,Kawakawa,7129.202573
1997,Philippines,Scombridae,Mackerels  tunas and bonitos,1415.024463
1997,Philippines,Katsuwonus pelamis,Skipjack tuna,51223.66981
1997,Philippines,Thunnus albacares,Yellowfin tuna,35002.63344
1997,Portugal,Thunnus alalunga,Albacore,438.3388629
1997,Portugal,Thunnus thynnus,Atlantic bluefin tuna,266.730431
1997,Portugal,Thunnus obesus,Bigeye tuna,3306.025332
1997,Portugal,Makaira nigricans,Blue marlin,1.615590955
1997,Portugal,Euthynnus alletteratus,Little tunny,0.00042284
1997,Portugal,Scombridae,Mackerels  tunas and bonitos,61.78712693
1997,Portugal,Katsuwonus pelamis,Skipjack tuna,1645.789231
1997,Portugal,Thunnus albacares,Yellowfin tuna,157.4054717
1997,Puerto Rico (USA),Thunnus obesus,Bigeye tuna,51.73889975
1997,Puerto Rico (USA),Scombridae,Mackerels  tunas and bonitos,799.2337151
1997,Réunion (France),Thunnus alalunga,Albacore,297.7602466
1997,Réunion (France),Thunnus obesus,Bigeye tuna,87.74743017
1997,Réunion (France),Euthynnus affinis,Kawakawa,20.77611896
1997,Réunion (France),Katsuwonus pelamis,Skipjack tuna,74.27327014
1997,Réunion (France),Thunnus albacares,Yellowfin tuna,614.0799906
1997,Russian Federation,Thunnus obesus,Bigeye tuna,34.34577851
1997,Russian Federation,Katsuwonus pelamis,Skipjack tuna,970.9548785
1997,Russian Federation,Thunnus albacares,Yellowfin tuna,3628.28632
1997,Saint Helena (UK),Thunnus alalunga,Albacore,17.54869244
1997,Saint Helena (UK),Thunnus obesus,Bigeye tuna,11.35140691
1997,Saint Helena (UK),Katsuwonus pelamis,Skipjack tuna,277.7910334
1997,Saint Helena (UK),Thunnus albacares,Yellowfin tuna,102.6414728
1997,Saint Vincent & the Grenadines,Thunnus obesus,Bigeye tuna,1.987896747
1997,Saint Vincent & the Grenadines,Thunnus atlanticus,Blackfin tuna,0.622076431
1997,Saint Vincent & the Grenadines,Makaira nigricans,Blue marlin,0.973642762
1997,Saint Vincent & the Grenadines,Katsuwonus pelamis,Skipjack tuna,41.48375528
1997,Saint Vincent & the Grenadines,Thunnus albacares,Yellowfin tuna,34.53499605
1997,Samoa,Thunnus alalunga,Albacore,4080.159979
1997,Samoa,Thunnus obesus,Bigeye tuna,62.47748911
1997,Samoa,Katsuwonus pelamis,Skipjack tuna,0.249573721
1997,Samoa,Thunnus albacares,Yellowfin tuna,1315.100254
1997,Saudi Arabia,Thunnus tonggol,Longtail tuna,76.88477327
1997,Saudi Arabia,Scombridae,Mackerels  tunas and bonitos,118.4617765
1997,Senegal,Thunnus obesus,Bigeye tuna,211.8250096
1997,Senegal,Euthynnus alletteratus,Little tunny,9.799155965
1997,Senegal,Katsuwonus pelamis,Skipjack tuna,410.4043704
1997,Senegal,Thunnus albacares,Yellowfin tuna,144.7560105
1997,Seychelles,Thunnus obesus,Bigeye tuna,850.1695319
1997,Seychelles,Euthynnus affinis,Kawakawa,54.68377324
1997,Seychelles,Scombridae,Mackerels  tunas and bonitos,3.972210107
1997,Seychelles,Katsuwonus pelamis,Skipjack tuna,4388.190264
1997,Seychelles,Thunnus albacares,Yellowfin tuna,2559.332562
1997,Sierra Leone,Scombridae,Mackerels  tunas and bonitos,2411.98093
1997,Singapore,Katsuwonus pelamis,Skipjack tuna,46.94487001
1997,South Africa,Thunnus alalunga,Albacore,6011.515678
1997,South Africa,Thunnus obesus,Bigeye tuna,9.843768556
1997,South Africa,Euthynnus affinis,Kawakawa,0.783869624
1997,South Africa,Scombridae,Mackerels  tunas and bonitos,5.514769084
1997,South Africa,Katsuwonus pelamis,Skipjack tuna,6.658058052
1997,South Africa,Thunnus albacares,Yellowfin tuna,137.5621652
1997,Spain,Thunnus alalunga,Albacore,4148.683901
1997,Spain,Thunnus thynnus,Atlantic bluefin tuna,4.634342524
1997,Spain,Thunnus obesus,Bigeye tuna,20545.46365
1997,Spain,Makaira nigricans,Blue marlin,30.11935048
1997,Spain,Euthynnus alletteratus,Little tunny,0.019598426
1997,Spain,Scombridae,Mackerels  tunas and bonitos,3113.134837
1997,Spain,Katsuwonus pelamis,Skipjack tuna,65664.53123
1997,Spain,Thunnus,Tuna,12.78426774
1997,Spain,Thunnus albacares,Yellowfin tuna,51725.56394
1997,Sri Lanka,Thunnus obesus,Bigeye tuna,349.12688
1997,Sri Lanka,Euthynnus affinis,Kawakawa,1721.408036
1997,Sri Lanka,Thunnus tonggol,Longtail tuna,477.7011293
1997,Sri Lanka,Scombridae,Mackerels  tunas and bonitos,21741.28106
1997,Sri Lanka,Katsuwonus pelamis,Skipjack tuna,42740.90776
1997,Sri Lanka,Thunnus albacares,Yellowfin tuna,22477.05751
1997,Taiwan,Thunnus alalunga,Albacore,53074.57086
1997,Taiwan,Thunnus thynnus,Atlantic bluefin tuna,105.9999999
1997,Taiwan,Thunnus obesus,Bigeye tuna,73412.1152
1997,Taiwan,Makaira nigricans,Blue marlin,529.9942989
1997,Taiwan,Euthynnus affinis,Kawakawa,1483.123991
1997,Taiwan,Thunnus tonggol,Longtail tuna,3504.485845
1997,Taiwan,Thunnus orientalis,Pacific bluefin tuna,1612.33639
1997,Taiwan,Katsuwonus pelamis,Skipjack tuna,88480.45931
1997,Taiwan,Thunnus maccoyii,Southern bluefin tuna,640.2387661
1997,Taiwan,Thunnus,Tuna,263.9999985
1997,Taiwan,Thunnus albacares,Yellowfin tuna,88110.44413
1997,Tanzania,Scombridae,Mackerels  tunas and bonitos,818.6122484
1997,Thailand,Euthynnus affinis,Kawakawa,6907.853437
1997,Thailand,Thunnus tonggol,Longtail tuna,2921.297828
1997,Togo,Thunnus obesus,Bigeye tuna,16.92102395
1997,Tokelau (New Zealand),Scombridae,Mackerels  tunas and bonitos,48.91361033
1997,Tonga,Thunnus alalunga,Albacore,481.8188037
1997,Tonga,Thunnus obesus,Bigeye tuna,67.70539264
1997,Tonga,Scombridae,Mackerels  tunas and bonitos,7.721933904
1997,Tonga,Katsuwonus pelamis,Skipjack tuna,3.986146197
1997,Tonga,Thunnus albacares,Yellowfin tuna,97.94125029
1997,Trinidad & Tobago,Thunnus alalunga,Albacore,90.05551335
1997,Trinidad & Tobago,Thunnus obesus,Bigeye tuna,134.5235269
1997,Trinidad & Tobago,Makaira nigricans,Blue marlin,160.1311916
1997,Trinidad & Tobago,Scombridae,Mackerels  tunas and bonitos,354.4770224
1997,Trinidad & Tobago,Katsuwonus pelamis,Skipjack tuna,209.7185688
1997,Trinidad & Tobago,Thunnus albacares,Yellowfin tuna,520.9244977
1997,United Kingdom,Thunnus alalunga,Albacore,10.60111194
1997,United Kingdom,Thunnus thynnus,Atlantic bluefin tuna,0.79251106
1997,Uruguay,Thunnus alalunga,Albacore,68.2567947
1997,Uruguay,Thunnus obesus,Bigeye tuna,80.75846382
1997,Uruguay,Scombridae,Mackerels  tunas and bonitos,47.8944516
1997,Uruguay,Thunnus albacares,Yellowfin tuna,62.32541246
1997,USA,Thunnus alalunga,Albacore,16010.88944
1997,USA,Thunnus thynnus,Atlantic bluefin tuna,325.8766712
1997,USA,Thunnus obesus,Bigeye tuna,5705.762795
1997,USA,Euthynnus lineatus,Black skipjack,33.07815596
1997,USA,Thunnus atlanticus,Blackfin tuna,0.153218224
1997,USA,Euthynnus alletteratus,Little tunny,2.061463051
1997,USA,Scombridae,Mackerels  tunas and bonitos,325.9973866
1997,USA,Thunnus orientalis,Pacific bluefin tuna,1913.178685
1997,USA,Katsuwonus pelamis,Skipjack tuna,91296.09297
1997,USA,Thunnus albacares,Yellowfin tuna,52188.68415
1997,Vanuatu,Thunnus alalunga,Albacore,77.86652507
1997,Vanuatu,Thunnus obesus,Bigeye tuna,6741.779774
1997,Vanuatu,Katsuwonus pelamis,Skipjack tuna,28934.74604
1997,Vanuatu,Thunnus albacares,Yellowfin tuna,28342.71099
1997,Venezuela,Thunnus alalunga,Albacore,126.9891178
