Year,FAO,FAO_Name,MTI (Marine Trophic Index),FiB (Fishing-in-Balance index)
1950,18,Arctic Sea,3.331566094,0
1951,18,Arctic Sea,3.331704879,0.682210402
1952,18,Arctic Sea,3.334722293,1.282465153
1953,18,Arctic Sea,3.336353002,1.916291905
1954,18,Arctic Sea,3.336999363,2.558765257
1955,18,Arctic Sea,3.337030489,2.764236328
1956,18,Arctic Sea,3.33698477,2.765072609
1957,18,Arctic Sea,3.336979103,2.765798668
1958,18,Arctic Sea,3.336933321,2.7666328
1959,18,Arctic Sea,3.336797606,2.767495536
1960,18,Arctic Sea,3.33740274,2.757582055
1961,18,Arctic Sea,3.33725619,2.75867156
1962,18,Arctic Sea,3.337220484,2.759548648
1963,18,Arctic Sea,3.33756159,2.761907399
1964,18,Arctic Sea,3.337158177,2.761081675
1965,18,Arctic Sea,3.337122668,2.761956641
1966,18,Arctic Sea,3.33708723,2.762830842
1967,18,Arctic Sea,3.337060706,2.763485963
1968,18,Arctic Sea,3.337016563,2.764576949
1969,18,Arctic Sea,3.336990147,2.765230918
1970,18,Arctic Sea,3.336954972,2.766102252
1971,18,Arctic Sea,3.33701175,2.767198053
1972,18,Arctic Sea,3.336872383,2.768542592
1973,18,Arctic Sea,3.336853332,2.768723651
1974,18,Arctic Sea,3.336876698,2.768652332
1975,18,Arctic Sea,3.336885512,2.768434909
1976,18,Arctic Sea,3.33688897,2.768446897
1977,18,Arctic Sea,3.336901489,2.771162421
1978,18,Arctic Sea,3.337176122,2.789225853
1979,18,Arctic Sea,3.33740174,2.808926536
1980,18,Arctic Sea,3.337366031,2.804769202
1981,18,Arctic Sea,3.338032417,2.813656385
1982,18,Arctic Sea,3.33707939,2.792899234
1983,18,Arctic Sea,3.336919589,2.755741318
1984,18,Arctic Sea,3.338121839,2.94377282
1985,18,Arctic Sea,3.338788115,3.106153594
1986,18,Arctic Sea,3.339899207,3.517450124
1987,18,Arctic Sea,3.337817203,3.233162497
1988,18,Arctic Sea,3.337131746,3.222220409
1989,18,Arctic Sea,3.33688668,3.388185881
1990,18,Arctic Sea,3.337141762,3.395418471
1991,18,Arctic Sea,3.336671149,3.313060716
1992,18,Arctic Sea,3.336263864,3.270539711
1993,18,Arctic Sea,3.336379507,3.27819608
1994,18,Arctic Sea,3.335763911,3.281180408
1995,18,Arctic Sea,3.335594411,3.235783077
1996,18,Arctic Sea,3.33559445,3.235782957
1997,18,Arctic Sea,3.336299342,3.287428033
1998,18,Arctic Sea,3.336700157,3.302606492
1999,18,Arctic Sea,3.336534416,3.305830761
2000,18,Arctic Sea,3.336656012,3.315182793
2001,18,Arctic Sea,3.336266791,3.285536992
2002,18,Arctic Sea,3.335587538,3.235699502
2003,18,Arctic Sea,3.335587516,3.235699568
2004,18,Arctic Sea,3.33524978,3.244520764
2005,18,Arctic Sea,3.335585355,3.235692062
2006,18,Arctic Sea,3.335587516,3.235699568
2010,18,Arctic Sea,3.099999905,-5.510798159
1950,57,Eastern Indian Ocean,3.353533247,0
1951,57,Eastern Indian Ocean,3.856790556,-0.251738593
1952,57,Eastern Indian Ocean,3.962680679,3.964051598
1953,57,Eastern Indian Ocean,4.09542302,4.455469411
1954,57,Eastern Indian Ocean,4.235013353,5.389965562
1955,57,Eastern Indian Ocean,4.202617213,5.185997794
1956,57,Eastern Indian Ocean,4.21077418,5.55128703
1957,57,Eastern Indian Ocean,4.221741845,5.569063479
1958,57,Eastern Indian Ocean,4.204546477,5.218937632
1959,57,Eastern Indian Ocean,4.103573651,5.268589708
1960,57,Eastern Indian Ocean,4.165834096,5.520995444
1961,57,Eastern Indian Ocean,4.119877372,5.426298095
1962,57,Eastern Indian Ocean,4.185177556,5.639575809
1963,57,Eastern Indian Ocean,4.105543688,5.285456392
1964,57,Eastern Indian Ocean,4.056212782,5.289415275
1965,57,Eastern Indian Ocean,4.076753418,5.472825558
1966,57,Eastern Indian Ocean,4.045822906,5.084617994
1967,57,Eastern Indian Ocean,4.049575407,5.497221821
1968,57,Eastern Indian Ocean,4.070783698,5.550503731
1969,57,Eastern Indian Ocean,4.076326303,5.259059333
1970,57,Eastern Indian Ocean,3.744569307,5.109537061
1971,57,Eastern Indian Ocean,3.687075698,5.049157112
1972,57,Eastern Indian Ocean,3.622356914,5.015912898
1973,57,Eastern Indian Ocean,3.853306422,4.748108538
1974,57,Eastern Indian Ocean,3.822801579,5.105760292
1975,57,Eastern Indian Ocean,3.948412719,5.590669082
1976,57,Eastern Indian Ocean,3.961167426,5.998806333
1977,57,Eastern Indian Ocean,3.854965119,6.161008372
1978,57,Eastern Indian Ocean,3.902200181,6.408815747
1979,57,Eastern Indian Ocean,3.934929816,6.683768411
1980,57,Eastern Indian Ocean,3.949040972,6.816752519
1981,57,Eastern Indian Ocean,3.898208806,6.610735679
1982,57,Eastern Indian Ocean,3.722673662,6.466474556
1983,57,Eastern Indian Ocean,3.694467144,6.594945254
1984,57,Eastern Indian Ocean,3.665903618,6.549667344
1985,57,Eastern Indian Ocean,3.609406349,6.576434379
1986,57,Eastern Indian Ocean,3.577409034,6.669665525
1987,57,Eastern Indian Ocean,3.587695762,6.782804099
1988,57,Eastern Indian Ocean,3.618555414,6.77126117
1989,57,Eastern Indian Ocean,3.557443143,6.769877366
1990,57,Eastern Indian Ocean,3.546497357,6.737012857
1991,57,Eastern Indian Ocean,3.586680529,6.846272386
1992,57,Eastern Indian Ocean,3.559152785,6.857665646
1993,57,Eastern Indian Ocean,3.62474107,7.081039797
1994,57,Eastern Indian Ocean,3.694286799,7.205581653
1995,57,Eastern Indian Ocean,3.751930866,7.455157031
1996,57,Eastern Indian Ocean,3.764330353,7.517957076
1997,57,Eastern Indian Ocean,3.787964474,7.637030007
1998,57,Eastern Indian Ocean,3.779471166,7.693982158
1999,57,Eastern Indian Ocean,3.746201409,7.754725098
2000,57,Eastern Indian Ocean,3.730392303,7.746612807
2001,57,Eastern Indian Ocean,3.748329275,7.644982459
2002,57,Eastern Indian Ocean,3.742518483,7.708163821
2003,57,Eastern Indian Ocean,3.702214389,7.620929883
2004,57,Eastern Indian Ocean,3.67608239,7.680324755
2005,57,Eastern Indian Ocean,3.64180546,7.441938717
2006,57,Eastern Indian Ocean,3.613630718,7.441966312
2007,57,Eastern Indian Ocean,3.696830654,7.656526911
2008,57,Eastern Indian Ocean,3.715228719,7.728822469
2009,57,Eastern Indian Ocean,3.69694362,7.776810032
2010,57,Eastern Indian Ocean,3.701451348,7.83440532
1950,58,Indian Ocean (Antarctic),3.466340667,0
1951,58,Indian Ocean (Antarctic),3.463629536,0.45159896
1952,58,Indian Ocean (Antarctic),3.460233702,0.791452947
1953,58,Indian Ocean (Antarctic),3.45683018,1.021669762
1954,58,Indian Ocean (Antarctic),3.429711144,1.374000135
1955,58,Indian Ocean (Antarctic),3.428913195,1.408504112
1956,58,Indian Ocean (Antarctic),3.428913195,1.408504112
1957,58,Indian Ocean (Antarctic),3.472428431,1.762671077
1958,58,Indian Ocean (Antarctic),3.472428431,1.762671077
1959,58,Indian Ocean (Antarctic),3.472428431,1.762671077
1960,58,Indian Ocean (Antarctic),3.477100928,1.959118625
1961,58,Indian Ocean (Antarctic),3.477100928,1.959118625
1962,58,Indian Ocean (Antarctic),3.477100928,1.959118625
1963,58,Indian Ocean (Antarctic),3.465360287,2.211327595
1964,58,Indian Ocean (Antarctic),3.453418942,2.29310356
1965,58,Indian Ocean (Antarctic),3.465360287,2.211327595
1966,58,Indian Ocean (Antarctic),3.469295883,2.340993689
1967,58,Indian Ocean (Antarctic),3.465360287,2.211327595
1968,58,Indian Ocean (Antarctic),3.469295883,2.340993689
1969,58,Indian Ocean (Antarctic),3.465360287,2.211327595
1970,58,Indian Ocean (Antarctic),3.465360287,2.211327595
1971,58,Indian Ocean (Antarctic),3.513463477,5.980969664
1972,58,Indian Ocean (Antarctic),3.468840489,6.536689102
1973,58,Indian Ocean (Antarctic),3.474642463,4.980176303
1974,58,Indian Ocean (Antarctic),3.342909961,4.898102067
1975,58,Indian Ocean (Antarctic),2.960559058,3.7377768
1976,58,Indian Ocean (Antarctic),2.684279185,3.292041938
1977,58,Indian Ocean (Antarctic),2.449355392,3.149046144
1978,58,Indian Ocean (Antarctic),2.716569414,5.462293698
1979,58,Indian Ocean (Antarctic),2.243270001,3.92081722
1980,58,Indian Ocean (Antarctic),2.355688576,4.914218115
1981,58,Indian Ocean (Antarctic),2.326177662,5.125837408
1982,58,Indian Ocean (Antarctic),2.45546227,5.503067782
1983,58,Indian Ocean (Antarctic),2.410969382,4.702319602
1984,58,Indian Ocean (Antarctic),2.746152315,4.686992076
1985,58,Indian Ocean (Antarctic),3.089217335,5.437958938
1986,58,Indian Ocean (Antarctic),2.824192213,4.765273494
1987,58,Indian Ocean (Antarctic),2.371996865,3.562827109
1988,58,Indian Ocean (Antarctic),2.781343022,3.67005449
1989,58,Indian Ocean (Antarctic),2.797709544,3.060552105
1990,58,Indian Ocean (Antarctic),2.406833077,3.648666783
1991,58,Indian Ocean (Antarctic),2.718360556,1.840261361
1992,58,Indian Ocean (Antarctic),3.8332885,3.971732541
1993,58,Indian Ocean (Antarctic),2.445766659,2.14339221
1994,58,Indian Ocean (Antarctic),3.024160161,2.217049215
1995,58,Indian Ocean (Antarctic),2.859287154,1.981649844
1996,58,Indian Ocean (Antarctic),3.851157708,4.037788722
1997,58,Indian Ocean (Antarctic),3.864029818,4.029264267
1998,58,Indian Ocean (Antarctic),3.849972754,3.895791547
1999,58,Indian Ocean (Antarctic),3.802502711,3.571224445
2000,58,Indian Ocean (Antarctic),3.805061377,3.271942029
2001,58,Indian Ocean (Antarctic),3.719091635,2.715684529
2002,58,Indian Ocean (Antarctic),3.703376705,3.078301652
2003,58,Indian Ocean (Antarctic),3.726422831,3.144222821
2004,58,Indian Ocean (Antarctic),3.816155458,3.126882129
2005,58,Indian Ocean (Antarctic),4.091107988,4.586346792
2006,58,Indian Ocean (Antarctic),4.108412956,4.570010036
2007,58,Indian Ocean (Antarctic),4.21186036,4.611567033
2008,58,Indian Ocean (Antarctic),4.142027888,4.455313178
2009,58,Indian Ocean (Antarctic),4.01090478,3.99005526
2010,58,Indian Ocean (Antarctic),3.998886941,3.783156351
1950,61,Northwest Pacific,3.690600412,0
1951,61,Northwest Pacific,3.499665093,0.48213128
1952,61,Northwest Pacific,3.52320586,1.349756448
1953,61,Northwest Pacific,3.531126548,1.864612085
1954,61,Northwest Pacific,3.507266626,2.306545348
1955,61,Northwest Pacific,3.538616317,2.433656884
1956,61,Northwest Pacific,3.482281882,2.420858196
1957,61,Northwest Pacific,3.582958925,2.710709289
1958,61,Northwest Pacific,3.582524173,2.78625386
1959,61,Northwest Pacific,3.591147436,2.880685712
1960,61,Northwest Pacific,3.572515453,2.784298433
1961,61,Northwest Pacific,3.611206402,3.020711517
1962,61,Northwest Pacific,3.602915537,3.027842939
1963,61,Northwest Pacific,3.599501724,2.9566845
1964,61,Northwest Pacific,3.459981275,2.515112132
1965,61,Northwest Pacific,3.442059315,2.427730746
1966,61,Northwest Pacific,3.505208137,2.648386016
1967,61,Northwest Pacific,3.47961407,2.567806514
1968,61,Northwest Pacific,3.429214518,2.478593125
1969,61,Northwest Pacific,3.442183643,2.504227866
1970,61,Northwest Pacific,3.41697855,2.472204603
1971,61,Northwest Pacific,3.414614899,2.567733416
1972,61,Northwest Pacific,3.414650187,2.69585473
1973,61,Northwest Pacific,3.454246222,2.83420366
1974,61,Northwest Pacific,3.396011141,2.723585957
1975,61,Northwest Pacific,3.357185364,2.743324987
1976,61,Northwest Pacific,3.376805791,2.809162174
1977,61,Northwest Pacific,3.376863219,2.809179466
1978,61,Northwest Pacific,3.50971924,3.04489779
1979,61,Northwest Pacific,3.516890133,3.085406605
1980,61,Northwest Pacific,3.531245357,3.072320013
1981,61,Northwest Pacific,3.503884635,2.951633265
1982,61,Northwest Pacific,3.497122101,2.943906064
1983,61,Northwest Pacific,3.418778435,2.872270877
1984,61,Northwest Pacific,3.466743,3.003741681
1985,61,Northwest Pacific,3.415746204,2.750778936
1986,61,Northwest Pacific,3.372311828,2.812977149
1987,61,Northwest Pacific,3.332595656,2.757672147
1988,61,Northwest Pacific,3.336631733,2.922002351
1989,61,Northwest Pacific,3.43909227,2.971269112
1990,61,Northwest Pacific,3.470028362,3.073949548
1991,61,Northwest Pacific,3.510216056,3.229091272
1992,61,Northwest Pacific,3.434379847,3.084415676
1993,61,Northwest Pacific,3.412970512,3.173516005
1994,61,Northwest Pacific,3.346750066,2.994667416
1995,61,Northwest Pacific,3.362320493,2.961122875
1996,61,Northwest Pacific,3.400396516,2.940530298
1997,61,Northwest Pacific,3.31922682,3.179074863
1998,61,Northwest Pacific,3.302171675,3.056980134
1999,61,Northwest Pacific,3.316349243,3.122592998
2000,61,Northwest Pacific,3.36112091,3.167927597
2001,61,Northwest Pacific,3.334108055,3.061731464
2002,61,Northwest Pacific,3.374940294,2.841850345
2003,61,Northwest Pacific,3.521508037,3.067953369
2004,61,Northwest Pacific,3.443847809,2.814201762
2005,61,Northwest Pacific,3.458858852,2.938973381
2006,61,Northwest Pacific,3.397371248,2.660854899
2007,61,Northwest Pacific,3.415571951,2.860219383
2008,61,Northwest Pacific,3.414780528,2.888197274
2009,61,Northwest Pacific,3.403267912,2.889953898
2010,61,Northwest Pacific,3.40389058,2.898842854
1950,67,Northeast Pacific,3.327326016,0
1951,67,Northeast Pacific,3.209000374,0.044590896
1952,67,Northeast Pacific,3.193346983,0.139552017
1953,67,Northeast Pacific,3.176157007,0.679735575
1954,67,Northeast Pacific,3.160372918,1.011661395
1955,67,Northeast Pacific,3.171823452,0.930182954
1956,67,Northeast Pacific,3.188774234,1.427504533
1957,67,Northeast Pacific,3.176917498,0.913736346
1958,67,Northeast Pacific,3.203068351,1.306917635
1959,67,Northeast Pacific,3.200159709,1.475001721
1960,67,Northeast Pacific,3.194713877,0.787116592
1961,67,Northeast Pacific,3.164151504,1.39504333
1962,67,Northeast Pacific,3.189372397,1.495674427
1963,67,Northeast Pacific,3.183669436,1.664394922
1964,67,Northeast Pacific,3.177090032,1.556104713
1965,67,Northeast Pacific,3.303230427,0.945246996
1966,67,Northeast Pacific,3.457390532,1.281680873
1967,67,Northeast Pacific,3.649553939,1.5577214
1968,67,Northeast Pacific,3.695495359,1.609162142
1969,67,Northeast Pacific,3.615861797,1.656452167
1970,67,Northeast Pacific,3.519323023,1.687023058
1971,67,Northeast Pacific,3.547818047,1.433246076
1972,67,Northeast Pacific,3.584403429,1.823863465
1973,67,Northeast Pacific,3.563896974,1.690277683
1974,67,Northeast Pacific,3.662456611,1.999356081
1975,67,Northeast Pacific,3.598969492,1.808859367
1976,67,Northeast Pacific,3.599201243,1.882129861
1977,67,Northeast Pacific,3.42659662,1.254887859
1978,67,Northeast Pacific,3.477107513,2.623285779
1979,67,Northeast Pacific,3.435296621,2.66512819
1980,67,Northeast Pacific,3.430218693,2.777396251
1981,67,Northeast Pacific,3.452365054,3.106782504
1982,67,Northeast Pacific,3.472987721,1.245474465
1983,67,Northeast Pacific,3.494162117,1.40159886
1984,67,Northeast Pacific,3.54816359,1.445527545
1985,67,Northeast Pacific,3.568759332,1.451289242
1986,67,Northeast Pacific,3.644805877,1.619256943
1987,67,Northeast Pacific,3.682604259,2.023075981
1988,67,Northeast Pacific,3.76681956,2.390896619
1989,67,Northeast Pacific,3.552994985,3.523021785
1990,67,Northeast Pacific,3.549774995,3.193009401
1991,67,Northeast Pacific,3.577072855,2.833757877
1992,67,Northeast Pacific,3.642847223,2.235095041
1993,67,Northeast Pacific,3.531249659,1.851037424
1994,67,Northeast Pacific,3.714733379,2.31061894
1995,67,Northeast Pacific,3.614957686,1.741840345
1996,67,Northeast Pacific,3.742590795,2.131037001
1997,67,Northeast Pacific,3.729231521,2.239935851
1998,67,Northeast Pacific,3.831023027,1.713977804
1999,67,Northeast Pacific,3.792471586,1.560084562
2000,67,Northeast Pacific,3.807532951,1.682411392
2001,67,Northeast Pacific,3.749183408,1.78305845
2002,67,Northeast Pacific,3.715292857,1.812244903
2003,67,Northeast Pacific,3.720359421,2.063079643
2004,67,Northeast Pacific,3.832436309,2.509328822
2005,67,Northeast Pacific,3.78982443,2.356627834
2006,67,Northeast Pacific,3.895165444,2.47790858
2007,67,Northeast Pacific,3.895963422,2.282595516
2008,67,Northeast Pacific,3.866535617,2.303540511
2009,67,Northeast Pacific,3.739665668,1.905256097
2010,67,Northeast Pacific,3.752820995,2.036861685
1950,71,Western Cenral Pacific,4.032806473,0
1951,71,Western Cenral Pacific,3.978532534,0.551621323
1952,71,Western Cenral Pacific,3.90017745,0.777724825
1953,71,Western Cenral Pacific,3.789942418,0.947431225
1954,71,Western Cenral Pacific,3.722757628,1.52111098
1955,71,Western Cenral Pacific,3.710539222,1.689963747
1956,71,Western Cenral Pacific,3.634940936,1.689516338
1957,71,Western Cenral Pacific,3.656562133,1.699516049
1958,71,Western Cenral Pacific,3.892472257,1.756607326
1959,71,Western Cenral Pacific,3.904249573,1.8245612
1960,71,Western Cenral Pacific,3.71989419,1.453428888
1961,71,Western Cenral Pacific,3.907803937,1.778200657
1962,71,Western Cenral Pacific,4.000329372,1.98808689
1963,71,Western Cenral Pacific,3.855122821,1.594931245
1964,71,Western Cenral Pacific,3.805813283,1.851344352
1965,71,Western Cenral Pacific,3.763428088,1.935770041
1966,71,Western Cenral Pacific,3.80577752,2.229137042
1967,71,Western Cenral Pacific,3.759922966,2.064149044
1968,71,Western Cenral Pacific,3.809934136,2.426638255
1969,71,Western Cenral Pacific,3.755368426,2.243165183
1970,71,Western Cenral Pacific,3.58968479,3.039668114
1971,71,Western Cenral Pacific,3.535067798,3.244687058
1972,71,Western Cenral Pacific,3.525564591,3.441244058
1973,71,Western Cenral Pacific,3.558878191,3.495438589
1974,71,Western Cenral Pacific,3.616878641,3.583464278
1975,71,Western Cenral Pacific,3.679243596,3.480206041
1976,71,Western Cenral Pacific,3.665878233,3.414149446
1977,71,Western Cenral Pacific,3.850817232,3.640588772
1978,71,Western Cenral Pacific,3.833818705,3.648883874
1979,71,Western Cenral Pacific,3.844054237,3.654452673
1980,71,Western Cenral Pacific,3.851915081,3.711187845
1981,71,Western Cenral Pacific,3.854316558,3.698514052
1982,71,Western Cenral Pacific,3.861190355,3.81331524
1983,71,Western Cenral Pacific,3.931180461,4.143975172
1984,71,Western Cenral Pacific,3.926691481,4.177167446
1985,71,Western Cenral Pacific,3.906270049,4.15306549
1986,71,Western Cenral Pacific,3.914547986,4.365858714
1987,71,Western Cenral Pacific,3.892766302,4.420097086
1988,71,Western Cenral Pacific,3.943255631,4.611470299
1989,71,Western Cenral Pacific,3.966600431,4.741257489
1990,71,Western Cenral Pacific,3.976720413,4.857527436
1991,71,Western Cenral Pacific,4.035566337,5.139770181
1992,71,Western Cenral Pacific,4.000501053,4.976136861
1993,71,Western Cenral Pacific,3.984886776,4.94799994
1994,71,Western Cenral Pacific,4.023159247,5.269294482
1995,71,Western Cenral Pacific,4.017355176,5.1998399
1996,71,Western Cenral Pacific,4.002266222,5.118696651
1997,71,Western Cenral Pacific,4.043290773,5.234539874
1998,71,Western Cenral Pacific,4.088191335,5.513391355
1999,71,Western Cenral Pacific,3.975545231,5.395707072
2000,71,Western Cenral Pacific,3.977746701,5.443171447
2001,71,Western Cenral Pacific,3.972229189,5.469087315
2002,71,Western Cenral Pacific,3.975993868,5.445670885
2003,71,Western Cenral Pacific,3.934991089,5.330857766
2004,71,Western Cenral Pacific,3.958744802,5.357832884
2005,71,Western Cenral Pacific,3.965370782,5.403702533
2006,71,Western Cenral Pacific,4.009887576,5.59973623
2007,71,Western Cenral Pacific,4.199941473,5.849523369
2008,71,Western Cenral Pacific,4.203678923,5.853603966
2009,71,Western Cenral Pacific,4.204154001,5.893500532
2010,71,Western Cenral Pacific,4.192883655,5.867736102
1950,77,Eastern Central Pacific,4.205922221,0
1951,77,Eastern Central Pacific,4.195772396,0.300692999
1952,77,Eastern Central Pacific,4.156553783,0.665928428
1953,77,Eastern Central Pacific,4.206128002,0.899511518
1954,77,Eastern Central Pacific,4.222841443,1.166078675
1955,77,Eastern Central Pacific,4.171263486,0.968204635
1956,77,Eastern Central Pacific,4.078949109,1.048632434
1957,77,Eastern Central Pacific,4.062289239,0.946601879
1958,77,Eastern Central Pacific,4.150432592,1.109040337
1959,77,Eastern Central Pacific,4.114538646,1.003271376
1960,77,Eastern Central Pacific,4.056051659,0.982978342
1961,77,Eastern Central Pacific,4.005275484,1.032485302
1962,77,Eastern Central Pacific,4.023107581,1.024998636
1963,77,Eastern Central Pacific,4.014880412,1.017863174
1964,77,Eastern Central Pacific,4.150041061,1.627619828
1965,77,Eastern Central Pacific,4.153479337,1.55304205
1966,77,Eastern Central Pacific,4.116441971,1.309508197
1967,77,Eastern Central Pacific,4.106353295,1.455003264
1968,77,Eastern Central Pacific,4.081387083,1.228884328
1969,77,Eastern Central Pacific,4.105740798,1.3857894
1970,77,Eastern Central Pacific,4.118471173,1.473114027
1971,77,Eastern Central Pacific,4.082389576,1.417391455
1972,77,Eastern Central Pacific,4.155544561,1.517542307
1973,77,Eastern Central Pacific,4.157613508,1.558254335
1974,77,Eastern Central Pacific,4.241340796,1.685493606
1975,77,Eastern Central Pacific,4.225306837,1.679016949
1976,77,Eastern Central Pacific,4.257528767,2.130886361
1977,77,Eastern Central Pacific,4.245688907,2.118712193
1978,77,Eastern Central Pacific,4.171747333,2.253368228
1979,77,Eastern Central Pacific,4.132250219,2.205003118
1980,77,Eastern Central Pacific,4.10957703,2.146809233
1981,77,Eastern Central Pacific,4.032931289,2.130510104
1982,77,Eastern Central Pacific,4.1663641,2.20632368
1983,77,Eastern Central Pacific,4.126563728,1.987453682
1984,77,Eastern Central Pacific,4.089525436,2.077825599
1985,77,Eastern Central Pacific,4.150516657,2.616469427
1986,77,Eastern Central Pacific,4.146467577,2.619598228
1987,77,Eastern Central Pacific,4.163553051,2.632054769
1988,77,Eastern Central Pacific,4.159962828,2.709013611
1989,77,Eastern Central Pacific,4.156588592,2.727235823
1990,77,Eastern Central Pacific,4.063704341,2.646253516
1991,77,Eastern Central Pacific,4.068344522,2.674165514
1992,77,Eastern Central Pacific,4.147345032,2.703306412
1993,77,Eastern Central Pacific,4.168286588,2.633355752
1994,77,Eastern Central Pacific,4.154962308,2.680363776
1995,77,Eastern Central Pacific,4.103959087,2.656084299
1996,77,Eastern Central Pacific,4.107899917,2.585646443
1997,77,Eastern Central Pacific,4.132603475,2.663633385
1998,77,Eastern Central Pacific,4.162287382,2.661982278
1999,77,Eastern Central Pacific,4.143952948,2.588257974
2000,77,Eastern Central Pacific,4.148066813,2.641540196
2001,77,Eastern Central Pacific,4.188462266,2.810139122
2002,77,Eastern Central Pacific,4.208061628,2.910875535
2003,77,Eastern Central Pacific,4.210869223,2.801085847
2004,77,Eastern Central Pacific,4.198684855,2.711842143
2005,77,Eastern Central Pacific,4.198607272,2.603319575
2006,77,Eastern Central Pacific,4.19486212,2.566186951
2007,77,Eastern Central Pacific,4.153210719,2.256595142
2008,77,Eastern Central Pacific,4.15515789,2.276811191
2009,77,Eastern Central Pacific,4.188554936,2.463332092
2010,77,Eastern Central Pacific,4.183202475,2.470020872
1950,81,Southwest Pacific,3.489267199,0
1951,81,Southwest Pacific,3.484577778,0.592850688
1952,81,Southwest Pacific,3.484113277,0.995992787
1953,81,Southwest Pacific,3.493678995,1.795637212
1954,81,Southwest Pacific,3.47427171,2.041464302
1955,81,Southwest Pacific,3.480376679,2.14315688
1956,81,Southwest Pacific,3.787154991,4.272577093
1957,81,Southwest Pacific,3.758463734,4.284698593
1958,81,Southwest Pacific,3.72988129,3.682640886
1959,81,Southwest Pacific,3.857772462,4.302010733
1960,81,Southwest Pacific,3.83300995,4.953731275
1961,81,Southwest Pacific,3.819499012,4.940815346
1962,81,Southwest Pacific,3.790561465,4.282436021
1963,81,Southwest Pacific,3.816497597,4.945757418
1964,81,Southwest Pacific,4.150427757,6.944517875
1965,81,Southwest Pacific,4.175579166,6.892924806
1966,81,Southwest Pacific,4.183158204,7.174722444
1967,81,Southwest Pacific,4.161012992,6.947533935
1968,81,Southwest Pacific,4.075970341,6.803321248
1969,81,Southwest Pacific,3.973231448,6.557155205
1970,81,Southwest Pacific,4.038334688,5.9280881
1971,81,Southwest Pacific,3.995733122,6.446779689
1972,81,Southwest Pacific,4.034782311,6.645275944
1973,81,Southwest Pacific,4.036093223,6.709442396
1974,81,Southwest Pacific,4.008259753,6.768148537
1975,81,Southwest Pacific,4.143563899,6.988831137
1976,81,Southwest Pacific,3.969986187,6.614540269
1977,81,Southwest Pacific,3.787281697,6.617639368
1978,81,Southwest Pacific,3.947087811,7.43888476
1979,81,Southwest Pacific,3.939608096,7.875738256
1980,81,Southwest Pacific,4.041415634,8.37532147
1981,81,Southwest Pacific,3.880469955,7.805971905
1982,81,Southwest Pacific,3.864768235,7.722400934
1983,81,Southwest Pacific,3.800743617,7.610058919
1984,81,Southwest Pacific,3.758891488,7.495182591
1985,81,Southwest Pacific,3.737893125,7.393213411
1986,81,Southwest Pacific,3.882048568,8.13948236
1987,81,Southwest Pacific,3.91153269,8.362993752
1988,81,Southwest Pacific,3.970700443,8.484240837
1989,81,Southwest Pacific,3.910490745,8.480038791
1990,81,Southwest Pacific,4.076944633,8.559116025
1991,81,Southwest Pacific,4.029315804,8.514149436
1992,81,Southwest Pacific,4.030926857,8.542360023
1993,81,Southwest Pacific,4.012132684,8.282048587
1994,81,Southwest Pacific,4.000679347,8.328538528
1995,81,Southwest Pacific,3.944018705,8.053501629
1996,81,Southwest Pacific,3.905220656,7.889387722
1997,81,Southwest Pacific,3.943385416,8.053847485
1998,81,Southwest Pacific,3.992060152,8.211343839
1999,81,Southwest Pacific,3.998884038,8.116753433
2000,81,Southwest Pacific,4.026629863,8.04609449
2001,81,Southwest Pacific,3.908185299,7.867198585
2002,81,Southwest Pacific,3.873748481,7.872712485
2003,81,Southwest Pacific,3.927705087,7.954560796
2004,81,Southwest Pacific,3.845645551,7.821295208
2005,81,Southwest Pacific,3.744647116,7.49930333
2006,81,Southwest Pacific,3.853791546,7.611396623
2007,81,Southwest Pacific,3.755637611,7.448309025
2008,81,Southwest Pacific,3.717042518,7.282993461
2009,81,Southwest Pacific,3.724584401,7.285743504
2010,81,Southwest Pacific,3.784088146,7.440097303
1950,87,Southeast Pacific,3.566426018,0
1951,87,Southeast Pacific,4.041574184,0.532072761
1952,87,Southeast Pacific,4.029414928,1.380308159
1953,87,Southeast Pacific,3.926781668,1.764336412
1954,87,Southeast Pacific,3.800530501,2.065742784
1955,87,Southeast Pacific,3.961692421,2.925270383
1956,87,Southeast Pacific,3.790001277,2.556320784
1957,87,Southeast Pacific,3.797670068,2.679678298
1958,87,Southeast Pacific,3.734893982,2.516188314
1959,87,Southeast Pacific,3.842216016,2.720545445
1960,87,Southeast Pacific,3.953080236,3.264238777
1961,87,Southeast Pacific,3.97105535,3.409258002
1962,87,Southeast Pacific,3.845344281,3.158418628
1963,87,Southeast Pacific,3.933246999,3.405516184
1964,87,Southeast Pacific,3.929517695,3.484478521
1965,87,Southeast Pacific,3.854732468,3.405738363
1966,87,Southeast Pacific,3.830224169,3.532317398
1967,87,Southeast Pacific,3.757365007,3.352481499
1968,87,Southeast Pacific,3.879245686,3.807490129
1969,87,Southeast Pacific,3.904977822,3.845060445
1970,87,Southeast Pacific,3.674603945,3.860592371
1971,87,Southeast Pacific,3.590318093,3.695256715
1972,87,Southeast Pacific,3.697492575,3.86040825
1973,87,Southeast Pacific,3.630983568,4.031184269
1974,87,Southeast Pacific,3.613134158,4.19634947
1975,87,Southeast Pacific,3.6734293,4.604631641
1976,87,Southeast Pacific,3.525034391,4.505932922
