IYear;LME;Catch (tonnes/year);Landed value (USD/year);;;
1960;46;38409.32998;41384019.74;;;
1960;47;1392786.128;1959636948;;;
1960;48;685259.298;1347721320;;;
1960;49;650128.6252;340642238.2;;;
1960;50;880005.5697;762559052.9;;;
1960;51;293592.1732;139880951.2;;;
1960;52;1120578.568;778778467.5;;;
1960;53;707289.733;597703140.7;;;
1960;54;1100.462057;2177189.014;;;
1960;55;260.6455595;513139.5518;;;
1960;56;2200.00001;1733832.659;;;
1960;57;3713.000007;2896845.284;;;
1960;58;12416.81931;9392125.83;;;
1960;59;139976.1073;255647046.7;;;
1960;60;159386.8531;212641119.5;;;
1960;61;385.6253524;684681.3947;;;
1960;62;105117.0277;118608734.2;;;
1960;63;4580.015573;9365509.477;;;
1960;64;499.3635297;784454.3173;;;
1960;65;2214.851476;3803884.802;;;
1960;66;260952.7694;317133909.5;;;
1961;1;542941.4368;631730722.8;;;
1961;2;398843.4552;342784720;;;
1961;3;175629.3517;153805209.7;;;
1961;4;41761.55772;30967159.47;;;
1961;5;688762.2406;582004983.5;;;
1961;6;68283.43004;130563113.8;;;
1961;7;944725.3192;2615371291;;;
1961;8;377135.469;390486081.6;;;
1961;9;913160.6237;1034226173;;;
1961;10;32647.57407;42727755.25;;;
1961;11;162335.1837;43197118.79;;;
1961;12;146391.9361;225126535.2;;;
1961;13;4427769.353;526601477;;;
1961;14;77567.8624;128708097.9;;;
1961;15;50857.48468;56512119.42;;;
1961;16;68141.70376;53950316.89;;;
1961;17;89678.43902;128249560;;;
1961;18;211524.0636;311969065.3;;;
1961;19;1050787.46;1300528870;;;
1961;20;1201121.574;1452154641;;;
1961;21;818565.9434;696930733.6;;;
1961;22;1906240.316;2120637918;;;
1961;23;430513.1509;472297447;;;
1961;24;558985.5201;1064486797;;;
1961;25;625760.1556;673243387.5;;;
1961;26;621654.0493;717850353.3;;;
1961;27;301852.7176;227245008.6;;;
1961;28;237194.046;176491067.4;;;
1961;29;739266.6882;594267959.5;;;
1961;30;305146.4396;123289415.5;;;
1961;31;24649.90233;25431562.65;;;
1961;32;632359.015;402540754.6;;;
1961;33;25749.33745;17477296.78;;;
1961;34;616772.4572;493568212.1;;;
1961;35;236100.1569;215773877.3;;;
1961;36;1705429.134;2131050555;;;
1961;37;188129.5933;87733589.84;;;
1961;38;254400.7144;134948470.1;;;
1961;39;15840.48724;16128404.17;;;
1961;40;15670.84914;15468197.79;;;
1961;41;9138.057431;11220047.61;;;
1961;42;12093.33954;23958010.95;;;
1961;43;10431.52719;15285992.83;;;
1961;44;7743.182659;20436112.71;;;
1961;45;7616.186437;11760834.48;;;
1961;46;38292.61922;47727533.58;;;
1961;47;1452488.705;1983723607;;;
1961;48;719751.3991;1273381709;;;
1961;49;681305.76;385971978.5;;;
1961;50;886671.0092;754148081.6;;;
1961;51;358574.2066;166024972.2;;;
1961;52;1214439.248;839473522.7;;;
1961;53;876569.8846;673317019.4;;;
1961;54;1156.54113;2147122.572;;;
1961;55;267.5042659;491623.4562;;;
1961;56;2200.00001;1715763.974;;;
1961;57;3713.000007;2939602.825;;;
1961;58;12120.50498;9365584.523;;;
1961;59;121194.894;170130925.9;;;
1961;60;59563.79587;77141994.06;;;
1961;61;385.6253524;688529.1385;;;
1961;62;115407.3729;113005836.6;;;
1961;63;4766.121987;8698462.969;;;
1961;64;293.7348848;310160.6592;;;
1961;65;2323.984113;3593083.604;;;
1961;66;279232.9564;302212621;;;
1962;1;598759.9806;742894377.1;;;
1962;2;485789.4463;447922352.5;;;
1962;3;166344.5509;224364230.8;;;
1962;4;40297.00904;108243120.9;;;
1962;5;676714.4613;862376755.7;;;
1962;6;71426.68734;214676433.3;;;
1962;7;1091408.641;2533899400;;;
1962;8;429764.6827;443567387.7;;;
1962;9;839562.4333;980631413.6;;;
1962;10;31060.25185;45608422.61;;;
1962;11;197447.7065;118727063.4;;;
1962;12;181420.0596;314495578.8;;;
1962;13;5921949.992;820143161;;;
1962;14;81237.99056;133246983.4;;;
1962;15;79335.02104;219074269.3;;;
1962;16;98999.3686;140652972.4;;;
1962;17;120279.6046;234495081.7;;;
1962;18;218260.3248;323869614.1;;;
1962;19;1254402.906;1480908481;;;
1962;20;1182417.086;1519217797;;;
1962;21;714037.2136;659328243.7;;;
1962;22;2066738.171;2401301641;;;
1962;23;457008.0478;530437645.1;;;
1962;24;479822.6643;768948945.9;;;
1962;25;591204.6095;558074539.2;;;
1962;26;582236.8417;743133518.2;;;
1962;27;373162.7306;318818185.8;;;
1962;28;287542.7226;244880021.1;;;
1962;29;802263.5625;584369521.6;;;
1962;30;320995.8169;135511894.3;;;
1962;31;25642.92011;26424279.79;;;
1962;32;623542.4431;706397355;;;
1962;33;28127.37392;23994055.67;;;
1962;34;641577.145;640249498.2;;;
1962;35;275655.3369;303620534.6;;;
1962;36;1839832.24;2790868872;;;
1962;37;217543.2283;85678326.75;;;
1962;38;262460.5477;165191591.5;;;
1962;39;18267.7891;26972373.8;;;
1962;40;18026.04447;22584544.51;;;
1962;41;8373.380125;15363649;;;
1962;42;13057.25483;30131470.81;;;
1962;43;12225.11884;21037044.19;;;
1962;44;8700.881997;25873472.35;;;
1962;45;10013.40447;18910676.76;;;
1962;46;36242.35296;46085127.13;;;
1962;47;1477049.641;2758601780;;;
1962;48;719823.6809;1473046334;;;
1962;49;673803.6486;652531169.1;;;
1962;50;873228.0156;1197923775;;;
1962;51;370321.6121;314583111.8;;;
1962;52;1204683.827;1353663026;;;
1962;53;868680.8242;779101437.5;;;
1962;54;1413.50543;2672850.743;;;
1962;55;294.8617693;543570.0771;;;
1962;56;2200.00001;1789587.818;;;
1962;57;3713.000007;3168287.264;;;
1962;58;11900.22239;10117792.78;;;
1962;59;123062.9344;175386037.8;;;
1962;60;63046.30815;81476351.23;;;
1962;61;385.6253524;721850.2684;;;
1962;62;106920.402;127492045.8;;;
1962;63;4922.478926;9055133.454;;;
1962;64;258.8188894;392793.5628;;;
1962;65;2440.806001;3802781.813;;;
1962;66;296508.2067;331125205;;;
1963;1;630507.9425;728580856.9;;;
1963;2;535393.9305;496934348.2;;;
1963;3;178686.6541;220524776.6;;;
1963;4;42611.84711;84188504.07;;;
1963;5;707537.9967;903402872.4;;;
1963;6;80123.34749;220749214.4;;;
1963;7;1222416.335;2340354614;;;
1963;8;565371.1407;392522043.1;;;
1963;9;751967.3632;788844757.5;;;
1963;10;32143.5009;56232326.74;;;
1963;11;201296.7947;136624012.8;;;
1963;12;179002.7535;319211313.7;;;
1963;13;5970915.173;2235735211;;;
1963;14;106030.4678;141198689.1;;;
1963;15;68701.03569;178535827.1;;;
1963;16;86280.83815;135286134.1;;;
1963;17;106719.8461;196745927.8;;;
1963;18;409527.9724;670186046.1;;;
1963;19;1149607.585;1517460843;;;
1963;20;1096784.587;1383965566;;;
1963;21;802453.2647;695389002.2;;;
1963;22;2448109.68;2560196444;;;
1963;23;478909.1554;496119232;;;
1963;24;472763.1769;771869906.7;;;
1963;25;592865.0793;657651030.1;;;
1963;26;664838.7343;876973993.9;;;
1963;27;378663.9016;323995769.5;;;
1963;28;298449.5638;286031778.6;;;
1963;29;877044.4505;747187796.4;;;
1963;30;376634.8118;279488283.5;;;
1963;31;20064.40057;23543090.37;;;
1963;32;638135.6173;622744292.7;;;
1963;33;27438.00767;25544042.39;;;
1963;34;654746.2063;681429508.4;;;
1963;35;330835.2962;367661376.1;;;
1963;36;1953610.543;2975161676;;;
1963;37;281213.5324;115763204.4;;;
1963;38;262098.3804;192256249;;;
1963;39;18437.13222;36341529;;;
1963;40;17183.52103;38201599.41;;;
1963;41;10321.56605;20764959.77;;;
1963;42;12913.61296;37569205.55;;;
1963;43;11048.67595;25988444.37;;;
1963;44;8615.969512;29865648.19;;;
1963;45;9324.82738;19893001.21;;;
1963;46;36803.36144;59001056.97;;;
1963;47;1503423.391;2831542326;;;
1963;48;819085.2201;1530060889;;;
1963;49;668685.4189;816020837.6;;;
1963;50;826881.1787;1143082425;;;
1963;51;369325.9028;376177388.2;;;
1963;52;1331907.666;1515342841;;;
1963;53;855614.435;852665933.5;;;
1963;54;932.2955472;3182457.138;;;
1963;55;243.0885539;663948.1441;;;
1963;56;2200.00001;1944186.989;;;
1963;57;3713.000007;3119607.238;;;
1963;58;11572.04681;9955004.638;;;
1963;59;110542.7952;175322996;;;
1963;60;75818.0659;93986148.01;;;
1963;61;477.4074209;1012159.322;;;
1963;62;150577.9965;158116318.2;;;
1963;63;2059.932975;5772850.036;;;
1963;64;218.1486478;348054.5134;;;
1963;65;737.2602499;1870496.425;;;
1963;66;24337.47559;38198456.34;;;
1964;1;760116.3077;847475451.1;;;
1964;2;661887.9971;629423860.8;;;
1964;3;203411.504;247979692.1;;;
1964;4;37334.43939;76477127.75;;;
1964;5;684726.7229;940458243.8;;;
1964;6;72669.40326;209405648;;;
1964;7;1302177.609;2466102175;;;
1964;8;524450.3525;451564864.1;;;
1964;9;882353.9115;1045534417;;;
1964;10;31547.90764;55178785.56;;;
1964;11;260446.279;181918015.1;;;
1964;12;192589.702;332652525.3;;;
1964;13;8072533.5;3138040025;;;
1964;14;139808.8568;240911793.5;;;
1964;15;69204.07834;156123941.9;;;
1964;16;88378.75742;129674608.2;;;
1964;17;113046.2658;192468699;;;
1964;18;332897.7675;574528126.9;;;
1964;19;1285366.246;1885269435;;;
1964;20;752207.2786;978586065.4;;;
1964;21;985515.6906;869711374.5;;;
1964;22;2784065.541;3242825656;;;
1964;23;508982.7724;548509928.5;;;
1964;24;521113.8655;949027053.9;;;
1964;25;637029.4136;813474457.6;;;
1964;26;690532.072;1025096725;;;
1964;27;448373.2894;414162594.4;;;
1964;28;380287.2623;375816082.8;;;
1964;29;1293140.165;1412490715;;;
1964;30;266178.4447;253844081.6;;;
1964;31;29723.40776;38088306.69;;;
1964;32;788778.5168;742224515.5;;;
1964;33;30539.32185;26847541;;;
1964;34;721057.0027;739663452.6;;;
1964;35;488732.6938;550706038.7;;;
1964;36;1983454.262;2988134159;;;
1964;37;310938.4443;127468801;;;
1964;38;263174.7895;181430535.7;;;
1964;39;14377.76714;26621979.18;;;
1964;40;9603.419585;17917983.22;;;
1964;41;13816.23821;28457699.77;;;
1964;42;15327.93505;44148355.66;;;
1964;43;12465.21891;30485482.07;;;
1964;44;8530.177916;30939537.67;;;
1964;45;10320.53876;22981463.18;;;
1964;46;39664.80392;56525409.01;;;
1964;47;1472411.702;2642204531;;;
1964;48;816144.3834;1465939142;;;
1964;49;551487.7817;634203357.9;;;
1964;50;712503.9305;931399880.2;;;
1964;51;298912.302;290074609.8;;;
1964;52;1262875.879;1332530438;;;
1964;53;789657.1382;840474047.3;;;
1964;54;1076.073056;3013794.97;;;
1964;55;252.1660906;605896.4698;;;
1964;56;2200.00001;1983039.324;;;
1964;57;3713.000007;3219618.856;;;
1964;58;11237.66835;9510039.575;;;
1964;59;118615.9825;200453103.9;;;
1964;60;72339.43056;95929308.58;;;
1964;61;495.7286686;1103944.85;;;
1964;62;174748.585;209090592;;;
1964;63;1987.104764;5709458.914;;;
1964;64;261.0634811;451567.5609;;;
1964;65;711.4685771;1852933.219;;;
1964;66;25994.73986;42916534.81;;;
1965;1;871911.1842;1071627118;;;
1965;2;580424.6796;530947505.2;;;
1965;3;208679.5737;253500629.3;;;
1965;4;36344.81877;74738163.35;;;
1965;5;745242.8766;1010968718;;;
1965;6;79171.16908;215764715.2;;;
1965;7;1465504.255;2686504164;;;
1965;8;571957.7785;510358047.7;;;
1965;9;913944.4564;1309468520;;;
1965;10;31440.17647;57418567.17;;;
1965;11;237140.5533;176320772.8;;;
1965;12;201016.3006;366681758;;;
1965;13;6367645.14;2552909434;;;
1965;14;167312.7555;284812109.3;;;
1965;15;74178.16359;172603305.3;;;
1965;16;106590.534;142605565.4;;;
1965;17;116711.3055;196870226.4;;;
1965;18;337836.9653;697703142.8;;;
1965;19;1331694.53;1937649239;;;
1965;20;987616.7843;789276700.6;;;
1965;21;1227006.161;696526985.5;;;
1965;22;3183827.881;3004514797;;;
1965;23;510502.8713;555464919.4;;;
1965;24;551185.8669;1059471473;;;
1965;25;630858.1896;777280695.8;;;
1965;26;675083.9058;1033345977;;;
1965;27;472105.1923;506233349.5;;;
1965;28;396271.7361;511084767.7;;;
1965;29;1413583.552;1617858979;;;
1965;30;362747.6921;354137627.4;;;
1965;31;33020.04078;43720539.9;;;
1965;32;796610.567;772642012.4;;;
1965;33;38813.50097;31818638.53;;;
1965;34;721172.3949;781641938.6;;;
1965;35;428227.3334;491967427.4;;;
1965;36;2191820.499;3397876050;;;
1965;37;346226.587;149098667.6;;;
1965;38;289244.1918;210070949.2;;;
1965;39;14858.59507;30425126.14;;;
1965;40;8799.38399;18468543.89;;;
1965;41;15029.40837;30614769.82;;;
1965;42;15945.93319;49113439.04;;;
1965;43;14128.13582;36775146.97;;;
1965;44;9194.664737;37786829.33;;;
1965;45;12406.65238;31918872.12;;;
1965;46;42571.25461;65906026.63;;;
1965;47;1542710.353;2944307662;;;
1965;48;892404.6255;1713885413;;;
1965;49;651215.0017;792035850.3;;;
1965;50;843974.134;1177111073;;;
1965;51;353502.5324;364134828.9;;;
1965;52;1451414.511;1673403193;;;
1965;53;855252.5175;940273536.4;;;
1965;54;940.35983;3136044.955;;;
1965;55;237.1742597;649643.3224;;;
1965;56;2200.00001;2051972.002;;;
1965;57;3713.000007;3084911.802;;;
1965;58;10968.49685;8906203.949;;;
1965;59;104102.583;176340088.3;;;
1965;60;87689.2382;119287304.9;;;
1965;61;477.4074209;1119806.739;;;
1965;62;197158.8188;207966715;;;
1965;63;1945.222385;5658846.749;;;
1965;64;209.0643408;379345.3412;;;
1965;65;696.6704423;1840445.587;;;
1965;66;35387.86586;69407019.69;;;
1966;1;644942.7865;997422513.4;;;
1966;2;487880.9928;518593881.1;;;
1966;3;323144.0983;303270200.5;;;
1966;4;39094.84496;89370043.51;;;
1966;5;650603.9283;998786782.3;;;
1966;6;71939.97352;211171510.5;;;
1966;7;1508582.553;2750282846;;;
1966;8;531816.8177;473745838.3;;;
1966;9;898701.3072;1109973351;;;
1966;10;33400.45561;67622174.82;;;
1966;11;292867.9154;198332346.3;;;
1966;12;212958.2016;379184146.6;;;
1966;13;7990087.529;2628166446;;;
1966;14;242878.7181;330520085.3;;;
1966;15;85485.83448;218049747.7;;;
1966;16;120845.1949;193213722.2;;;
1966;17;122935.9581;238202815.4;;;
1966;18;333510.7799;586494416.4;;;
1966;19;1160459.958;1691126867;;;
1966;20;1249270.01;1150766704;;;
1966;21;1563827.715;1306129437;;;
1966;22;3311847.134;3636934103;;;
1966;23;570793.8361;600811587.8;;;
1966;24;596956.8585;1185433312;;;
1966;25;588297.5607;954449247;;;
1966;26;711452.5611;931724294.1;;;
1966;27;558654.924;552894366.2;;;
1966;28;408750.186;514471644.9;;;
1966;29;1524684.497;1863142200;;;
1966;30;401272.6728;375968288.2;;;
1966;31;41963.40804;59040742.56;;;
1966;32;882816.3322;839081750.3;;;
1966;33;43999.03929;37666671.55;;;
1966;34;757251.5162;788926133;;;
1966;35;429999.8685;529941843.7;;;
1966;36;2340049.46;3606910566;;;
1966;37;367617.4266;197498034.8;;;
1966;38;317140.4941;175552168;;;
1966;39;17231.37807;33511098.42;;;
1966;40;12143.23595;24528265.24;;;
1966;41;15297.39081;34808601.12;;;
1966;42;17999.26891;54682790.93;;;
1966;43;15564.29461;42028950.87;;;
1966;44;9402.037385;36075144.95;;;
1966;45;12472.68238;29392933.81;;;
1966;46;49687.07457;74906280.32;;;
1966;47;1553785.72;2960906478;;;
1966;48;888773.7377;1644406565;;;
1966;49;686649.2912;859212733.7;;;
1966;50;900898.0918;1212036029;;;
1966;51;394023.3713;393766028.5;;;
1966;52;1685466.823;1849263403;;;
1966;53;862247.3408;948090421;;;
1966;54;953.1114599;3154759.286;;;
1966;55;233.710479;634559.0838;;;
1966;56;2200.00001;2046268.168;;;
1966;57;3713.000007;3214706.918;;;
1966;58;10838.71525;9434236.289;;;
1966;59;92737.00948;136591582.4;;;
1966;60;67628.66462;95199903.31;;;
1966;61;1021.743438;1541003.856;;;
1966;62;203766.6586;175861864.6;;;
1966;63;1847.052574;5280062.934;;;
1966;64;188.2897746;316882.2286;;;
1966;65;661.762905;1714547.929;;;
1966;66;40124.76199;70089698.44;;;
1967;1;569295.0804;861764842.2;;;
1967;2;450276.4299;426294994.9;;;
1967;3;367873.9929;300316927.1;;;
1967;4;47972.25902;96222896.08;;;
1967;5;630348.0631;1032522543;;;
1967;6;79428.00109;230343951.2;;;
1967;7;1232966.82;2739150301;;;
1967;8;489035.3946;427672184.5;;;
1967;9;1152501.279;1197640857;;;
1967;10;37691.36089;74368312.29;;;
1967;11;340332.5242;240959885.3;;;
1967;12;214300.0871;393406437.3;;;
1967;13;8775647.517;3054548084;;;
1967;14;490090.3473;466996070;;;
1967;15;252750.9629;229165405.2;;;
1967;16;151819.871;190764101.6;;;
1967;17;143892.0782;246205557.6;;;
1967;18;386714.4552;560711894.9;;;
1967;19;829057.7379;557636471.5;;;
1967;20;1568577.748;951469066.2;;;
1967;21;1357894.409;772439151.9;;;
1967;22;3488869.237;3525968143;;;
1967;23;629803.3038;613200575.5;;;
1967;24;548229.0137;909866342.4;;;
1967;25;581768.3374;921270223.5;;;
1967;26;751526.8649;996480390.9;;;
1967;27;617596.593;674392629.6;;;
1967;28;487740.9627;604056351.8;;;
1967;29;1647780.801;2067896826;;;
1967;30;509518.9122;468950202.8;;;
1967;31;41199.87555;64126270.98;;;
1967;32;865459.4367;818532195.7;;;
1967;33;41086.05616;45809278.27;;;
1967;34;822719.3457;927922300.1;;;
1967;35;432417.6536;534935311.5;;;
1967;36;2548875.625;3789379349;;;
1967;37;394859.873;233106170.4;;;
1967;38;296935.7363;210381306.8;;;
1967;39;16313.86368;34436909.64;;;
1967;40;9675.839995;21153526.54;;;
1967;41;13648.19782;30094678.5;;;
1967;42;19816.89835;65379557.38;;;
1967;43;18998.81567;57129256.39;;;
1967;44;10554.3535;46092894.57;;;
1967;45;14260.19964;38400099.54;;;
1967;46;51746.47798;87704721.8;;;
1967;47;1537998.479;2819298755;;;
1967;48;905483.7814;1549137717;;;
1967;49;739536.2834;983492028.6;;;
1967;50;993268.1747;1358556723;;;
1967;51;447512.6342;445904752.1;;;
1967;52;2082195.864;2166900995;;;
1967;53;964936.0316;1091624660;;;
1967;54;923.2895496;3594806.65;;;
1967;55;225.0687263;683090.2966;;;
1967;56;2200.00001;2256745.463;;;
1967;57;3713.000007;3571611.777;;;
1967;58;10571.33119;10118087.9;;;
1967;59;101761.1993;124212658.5;;;
1967;60;75506.6572;74708599.98;;;
1967;61;5999.489261;3266081.083;;;
1967;62;226749.3909;217224895.4;;;
1967;63;1750.500604;4951251.307;;;
1967;64;249.2811308;367465.9004;;;
1967;65;627.4044586;1613911.784;;;
1967;66;21557.47355;28807459.9;;;
1968;1;603727.8683;999024175;;;
1968;2;432096.8426;474877849.8;;;
1968;3;307280.4428;324030653.9;;;
1968;4;52355.04647;102586110;;;
1968;5;700267.1983;1227620909;;;
1968;6;81367.09214;250799461.5;;;
1968;7;1396832.439;2901223550;;;
1968;8;676693.4888;490141442.5;;;
1968;9;1327248.104;1272392256;;;
1968;10;51821.9316;97826218.57;;;
1968;11;361426.5231;316044047.6;;;
1968;12;219284.2375;409580013.9;;;
1968;13;9344526.104;4685401160;;;
1968;14;267465.9833;367177532.1;;;
1968;15;113426.2845;206528315.5;;;
1968;16;150081.49;228035355.6;;;
1968;17;158170.4039;295434825.6;;;
1968;18;340243.647;467155516.8;;;
1968;19;742969.6534;493704802.4;;;
1968;20;2008368.417;1415760284;;;
1968;21;604266.4939;525922799.9;;;
1968;22;3868487.219;3960142992;;;
1968;23;727103.3169;714267525.6;;;
1968;24;596876.1321;1027265465;;;
1968;25;564746.7272;849511049.4;;;
1968;26;752917.1756;1093688532;;;
1968;27;702605.4896;730256758.4;;;
1968;28;524484.2811;635422171.1;;;
1968;29;2100755.474;2334838189;;;
1968;30;602636.9087;652297016.6;;;
1968;31;42471.24629;67415359.58;;;
1968;32;887355.1424;882409068.5;;;
1968;33;35711.74899;45192372.26;;;
1968;34;904573.6192;991794539.2;;;
1968;35;446918.317;550704101.2;;;
1968;36;2847145.776;3585662835;;;
1968;37;438950.1853;293354852.5;;;
1968;38;315097.4527;240095996.9;;;
1968;39;17660.68821;44010846.06;;;
1968;40;10062.7962;24227901.72;;;
1968;41;15182.32666;41184063.85;;;
1968;42;20382.70913;131387082.9;;;
1968;43;21146.56048;91421534.61;;;
1968;44;11166.02885;55970849.92;;;
1968;45;14532.337;47709668.74;;;
1968;46;53116.9377;186356012.6;;;
1968;47;1642404.877;2254953541;;;
1968;48;964950.8496;1452961785;;;
1968;49;784301.7805;1039588205;;;
1968;50;1164292.299;1618336285;;;
1968;51;508737.8359;512470200.3;;;
1968;52;2463237.708;2525111994;;;
1968;53;1038259.214;1170796089;;;
1968;54;833.9893652;2579032.368;;;
1968;55;209.5689709;526189.4016;;;
1968;56;2200.00001;1941415.244;;;
1968;57;3713.000007;3137677.968;;;
1968;58;10778.34679;9113814.659;;;
1968;59;120062.9189;139798564;;;
1968;60;73120.9648;83609626.39;;;
1968;61;2862.437384;2182759.828;;;
1968;62;181471.356;207845411.4;;;
1968;63;1881.984711;4730230.62;;;
1968;64;469.6132198;1367672.888;;;
1968;65;589.4183703;1419927.042;;;
1968;66;34174.17374;48754501.54;;;
1969;1;565084.0934;1012131118;;;
1969;2;466234.8017;535013026.7;;;
1969;3;432882.8869;399455392.2;;;
1969;4;56427.24282;105986446.5;;;
1969;5;813073.7786;1155102790;;;
1969;6;84179.03621;230532797.4;;;
1969;7;1441267.521;3096071097;;;
1969;8;785439.0209;565900622.5;;;
1969;9;1218888.279;1187188234;;;
1969;10;50783.85453;99498390.64;;;
1969;11;294067.283;205228672.1;;;
1969;12;213617.1382;412175323.4;;;
1969;13;8081195.399;2093001843;;;
1969;14;179853.8049;319189533.5;;;
1969;15;67679.42715;171344292.7;;;
1969;16;151047.8775;198673945.5;;;
1969;17;143014.6803;283733481.6;;;
1969;18;184955.235;257105216.4;;;
1969;19;866869.2878;501710777;;;
1969;20;1813918.496;1414050486;;;
1969;21;617884.2074;681495910.8;;;
1969;22;3612899.158;3822642120;;;
1969;23;698781.7088;705866836;;;
1969;24;682680.5395;1159587606;;;
1969;25;559557.7976;881048097.8;;;
1969;26;705058.6618;995548353.4;;;
1969;27;890210.5264;976537116.7;;;
1969;28;608075.5206;897392952.7;;;
1969;29;1890159.382;2415153326;;;
1969;30;583866.6346;532877235.4;;;
1969;31;39279.24275;61873637.47;;;
1969;32;903887.658;876239316.2;;;
1969;33;35750.8473;46088385.39;;;
1969;34;914447.3091;957626834.6;;;
1969;35;393647.2667;403099388.5;;;
1969;36;3118987.028;3633360489;;;
1969;37;441441.0109;253092881.7;;;
1969;38;341513.4919;260804654.9;;;
1969;39;17298.6099;42170809.32;;;
1969;40;10009.2691;25608468.14;;;
1969;41;15963.5393;47304219.31;;;
1969;42;17413.58258;66770733.75;;;
1969;43;16793.67777;65144722.46;;;
1969;44;9173.558479;43733841.81;;;
1969;45;11846.69296;32687018.52;;;
1969;46;49736.49535;93617696.05;;;
1969;47;1654304.082;2102757077;;;
1969;48;1010545.368;1403814328;;;
1969;49;758420.5417;904432665.1;;;
1969;50;1158375.264;1385981707;;;
1969;51;502701.9492;467993594.9;;;
1969;52;2628041.561;2515870730;;;
1969;53;1053311.044;1221789754;;;
1969;54;855.5126977;3424647.57;;;
1969;55;203.4211407;651295.6318;;;
1969;56;2200.00001;2129558.932;;;
1969;57;3713.000007;3293829.504;;;
1969;58;10472.77068;9647828.875;;;
1969;59;156034.3406;144762509;;;
1969;60;79536.08272;97192340.8;;;
1969;61;38618.29827;13642320.09;;;
1969;62;145873.2207;188183843.3;;;
1969;63;1647.630839;4504484.039;;;
1969;64;376.1425345;575260.7746;;;
1969;65;552.1389521;1425463.083;;;
1969;66;16034.51311;22274418.9;;;
1970;1;697799.3692;1277333308;;;
1970;2;732360.5533;815156656.1;;;
1970;3;540156.4589;478835022.2;;;
1970;4;61435.58137;97672073.44;;;
1970;5;781750.7642;1020934775;;;
1970;6;77354.36929;212408108.5;;;
1970;7;1401673.206;3159317502;;;
1970;8;942467.6509;860506201.4;;;
1970;9;978142.2137;1221493973;;;
1970;10;51230.85431;102800424.9;;;
1970;11;381349.6716;259633091.9;;;
1970;12;253843.5825;526220555.1;;;
1970;13;10766518.79;3182235229;;;
1970;14;170152.5708;203643372;;;
1970;15;106362.2378;274815638.5;;;
1970;16;193602.5141;273131533;;;
1970;17;174602.5994;346384211.9;;;
1970;18;105583.6719;195018237.2;;;
1970;19;947706.7497;631815993.3;;;
1970;20;2178266.182;1439870567;;;
1970;21;825519.0527;648523857.2;;;
1970;22;3508575.086;3977892629;;;
1970;23;741885.215;829962817.1;;;
1970;24;794981.185;1278039663;;;
1970;25;586178.5379;927362464.9;;;
1970;26;602037.8957;1041453990;;;
1970;27;1601123.77;1562206526;;;
1970;28;445192.9512;505297750.9;;;
1970;29;1469138.91;1874835870;;;
1970;30;510932.3738;422501712.9;;;
1970;31;24447.441;40428973.13;;;
1970;32;1108623.326;1024797795;;;
1970;33;38665.03778;47386121.17;;;
1970;34;962880.1217;975743187.9;;;
1970;35;362741.7365;348249845.1;;;
1970;36;2766507.284;4059333677;;;
1970;37;513758.3023;222749007.6;;;
1970;38;347277.2817;265740307.7;;;
1970;39;21251.5402;57512481.29;;;
1970;40;13801.19931;41972938.41;;;
1970;41;14212.89781;46601862.67;;;
1970;42;17200.32077;112680972.3;;;
1970;43;17630.75026;70394872.37;;;
1970;44;8988.050774;36349857.17;;;
1970;45;12914.67698;33085344.5;;;
1970;46;59228.2786;142188595.7;;;
1970;47;1653218.291;3104776225;;;
1970;48;979743.7317;1385397837;;;
1970;49;800210.0909;986611068.6;;;
1970;50;1184568.723;1443679845;;;
1970;51;540092.5061;496420508.9;;;
1970;52;2775525.491;2614135787;;;
1970;53;1132421.755;1302988783;;;
1970;54;1222.090257;5257379.506;;;
1970;55;255.2620685;903217.5126;;;
1970;56;2200.00001;2163926.423;;;
1970;57;3713.000007;3176372.896;;;
1970;58;10251.61261;8974241.421;;;
1970;59;164159.1108;140192777;;;
1970;60;69870.85791;98390548;;;
1970;61;477.4074209;1042112.01;;;
1970;62;379583.2623;153570735.4;;;
1970;63;1423.755377;4241886.287;;;
1970;64;488.5731425;849312.755;;;
1970;65;501.5593294;1368785.81;;;
1970;66;9123.696012;21677692.13;;;
1971;1;684448.4417;1099111760;;;
1971;2;628773.1517;666280358.5;;;
1971;3;431136.6845;412862182.4;;;
1971;4;57124.1676;111434177.3;;;
1971;5;952291.3687;1191082779;;;
1971;6;73411.40019;242490567.7;;;
1971;7;1672203.914;3445879967;;;
1971;8;852459.6448;700920441.4;;;
1971;9;911266.6242;885214481.5;;;
1971;10;51663.60976;112402003.6;;;
1971;11;366301.9493;273373701.5;;;
1971;12;271977.0317;639914203.1;;;
1971;13;9433634.846;2942718139;;;
1971;14;181567.1794;157536097;;;
1971;15;100682.5006;266026735.7;;;
1971;16;218964.0697;299241449.2;;;
1971;17;192292.5836;376520545.3;;;
1971;18;116074.1638;162244570.5;;;
1971;19;945278.5129;717089249.7;;;
1971;20;1711034.716;1007567820;;;
1971;21;1203908.947;886651891.6;;;
1971;22;3296813.495;3815200247;;;
1971;23;763401.6934;781372810.9;;;
1971;24;921906.2129;1561527128;;;
1971;25;514234.1401;943749829;;;
1971;26;613818.9182;1148960139;;;
1971;27;1742377.485;2003408766;;;
1971;28;571602.3686;676333256.5;;;
1971;29;1380289.787;1481920046;;;
1971;30;506431.5977;361425128.4;;;
