IYear;LME;Catch (tonnes/year);Landed value (USD/year);;;
1952;28;107429.697;71896513.01;;;
1952;29;415762.7873;297128785.6;;;
1952;30;237235.8401;127085531.7;;;
1952;31;14692.65089;14774704.6;;;
1952;32;449073.434;342045807.1;;;
1952;33;18750.27629;19161095.74;;;
1952;34;312586.5188;294120933.9;;;
1952;35;123479.0482;129065973.5;;;
1952;36;845944.5831;1300927708;;;
1952;37;115778.437;104400056.7;;;
1952;38;176622.8172;104603258.6;;;
1952;39;8844.332746;9162130.265;;;
1952;40;6085.186133;6344324.356;;;
1952;41;7222.429518;6995764.014;;;
1952;42;4953.609518;5693325.501;;;
1952;43;6162.032782;7181971.631;;;
1952;44;5336.476122;13625762.81;;;
1952;45;5166.068337;7468856.962;;;
1952;46;25568.24213;28549021.88;;;
1952;47;1296956.814;1350246729;;;
1952;48;523147.5199;818385596;;;
1952;49;857684.8386;410824576.4;;;
1952;50;839343.4963;503473047.6;;;
1952;51;255417.7691;103462372.6;;;
1952;52;598586.0397;370947063.6;;;
1952;53;324319.1462;214063431;;;
1952;54;1130.878453;1819713.381;;;
1952;55;225.609639;335867.7179;;;
1952;56;2199.999959;1681383.551;;;
1952;57;3713.000007;2939261.395;;;
1952;58;14579.8296;11041787.53;;;
1952;59;101471.8823;108943656.6;;;
1952;60;98392.328;100194539.6;;;
1952;61;113.3161119;264745.0351;;;
1952;62;258572.0756;144291759.1;;;
1952;63;3161.101599;4245900.697;;;
1952;64;3381.35428;5447487.05;;;
1952;65;1569.215641;1721987.286;;;
1952;66;187302.3901;144712222.7;;;
1953;1;266318.1858;332467465.4;;;
1953;2;295507.4063;239625636.7;;;
1953;3;136220.7541;148163711.5;;;
1953;4;18819.8611;27004539.11;;;
1953;5;414424.9419;503571828.9;;;
1953;6;57871.4979;131474053.8;;;
1953;7;1045259.454;3104346535;;;
1953;8;251258.9584;210848126.6;;;
1953;9;439876.6548;396790120.3;;;
1953;10;25423.37129;48124828.03;;;
1953;11;23852.52957;27791180.35;;;
1953;12;70886.81245;130176731.2;;;
1953;13;150515.803;313274884.3;;;
1953;14;64116.62849;210681813.7;;;
1953;15;28331.70876;148043371.6;;;
1953;16;45344.26901;156523289.7;;;
1953;17;48403.03606;184561330.9;;;
1953;18;146375.5968;211009433.5;;;
1953;19;1214897.501;1511686185;;;
1953;20;680777.8943;663608696.8;;;
1953;21;626903.9615;455423621.4;;;
1953;22;2182461.308;1910261877;;;
1953;23;220573.6362;141298869.4;;;
1953;24;555625.2371;630606015.4;;;
1953;25;377273.4457;248700704.3;;;
1953;26;436834.1713;501573233.2;;;
1953;27;171307.9795;152858141.9;;;
1953;28;115637.5615;80481419.35;;;
1953;29;439668.0862;329482120;;;
1953;30;212286.2953;137075589.7;;;
1953;31;19956.14657;22514669.15;;;
1953;32;514805.3201;396217978.5;;;
1953;33;18256.26649;19701082.11;;;
1953;34;323718.9417;330015948.2;;;
1953;35;132600.7705;164437077.1;;;
1953;36;861157.0718;1391479288;;;
1953;37;107983.21;95403623.39;;;
1953;38;182346.0851;112200754.3;;;
1953;39;10557.51724;11308288.31;;;
1953;40;8097.757247;9112503.692;;;
1953;41;8419.170962;8469185.874;;;
1953;42;5244.021392;5749434.733;;;
1953;43;6533.896288;7242190.363;;;
1953;44;5847.049417;12282499.87;;;
1953;45;6112.165925;8016237.949;;;
1953;46;25863.83757;29718228.81;;;
1953;47;1169062.239;1393959707;;;
1953;48;524915.1859;882127513.4;;;
1953;49;684743.2304;380618883.7;;;
1953;50;724534.92;526772756.6;;;
1953;51;244837.9903;113259101.7;;;
1953;52;725920.4715;475716916.4;;;
1953;53;420115.3018;298877730.9;;;
1953;54;1133.464203;1737130.385;;;
1953;55;229.9867672;319041.6867;;;
1953;56;2200.000019;1620407.581;;;
1953;57;3713.000007;2792259.409;;;
1953;58;14285.36996;9922288.627;;;
1953;59;119441.4785;123534081.7;;;
1953;60;167273.1284;162683328.9;;;
1953;61;140.8543498;350593.4405;;;
1953;62;250419.0059;130969209.2;;;
1953;63;3204.654741;4155517.724;;;
1953;64;4166.753276;7110351.202;;;
1953;65;1569.45757;1648449.203;;;
1953;66;184931.9515;153564288.5;;;
1954;1;298757.7543;420363218.1;;;
1954;2;299073.566;280525318.7;;;
1954;3;149677.9613;135470743.9;;;
1954;4;20864.20195;20626557.12;;;
1954;5;405672.5254;465371177;;;
1954;6;56257.75981;116918572.4;;;
1954;7;1019729.078;3065601345;;;
1954;8;301307.7588;255657848.5;;;
1954;9;574944.4691;528809216;;;
1954;10;21397.61594;34885373.82;;;
1954;11;35318.71683;30566292.52;;;
1954;12;69104.7501;122633504.3;;;
1954;13;189976.6694;440161052.3;;;
1954;14;67296.43863;189352870;;;
1954;15;29450.75721;113130583.9;;;
1954;16;47548.7218;122594862;;;
1954;17;51120.89449;141183077.3;;;
1954;18;175845.8168;267473350.5;;;
1954;19;1077474.486;1554861996;;;
1954;20;800554.8142;810593007.3;;;
1954;21;1039656.045;652516558.6;;;
1954;22;2287629.427;1831042515;;;
1954;23;249200.5257;174028327.9;;;
1954;24;560803.9404;672726065.8;;;
1954;25;386271.1036;289953941.9;;;
1954;26;449262.4777;515141025.8;;;
1954;27;142371.8309;124695467.1;;;
1954;28;130299.1528;92295199.15;;;
1954;29;436288.2926;302888592.4;;;
1954;30;167577.2278;95494264.89;;;
1954;31;19519.42655;23115609.38;;;
1954;32;522081.5544;388160473;;;
1954;33;19550.9434;19158688.3;;;
1954;34;403412.7835;397783976.2;;;
1954;35;151386.9863;174107596;;;
1954;36;1041851.692;1580013099;;;
1954;37;117076.6257;106325357.6;;;
1954;38;196584.5189;125049833.1;;;
1954;39;11880.78504;14110444.26;;;
1954;40;9861.656277;11824751.21;;;
1954;41;7127.32794;7208145.67;;;
1954;42;5792.625157;7275013.834;;;
1954;43;7624.235729;9777740.632;;;
1954;44;6986.779676;16103789.31;;;
1954;45;8006.950483;12374360.44;;;
1954;46;25634.02591;31530905.57;;;
1954;47;1124661.219;1444754494;;;
1954;48;604029.8247;1074828852;;;
1954;49;542986.6172;282575652.1;;;
1954;50;700955.5726;616041528.7;;;
1954;51;235355.5461;108838537.6;;;
1954;52;751383.1591;561465671.7;;;
1954;53;496325.0645;437554816.2;;;
1954;54;1138.240518;1870090.913;;;
1954;55;236.1009555;349438.0529;;;
1954;56;2199.999963;1697616.991;;;
1954;57;3713.000007;2925980.368;;;
1954;58;13986.41457;10269242.39;;;
1954;59;167211.1886;272665702.9;;;
1954;60;130738.8232;130633481.8;;;
1954;61;178.0489124;460336.3703;;;
1954;62;244162.7527;162388676.7;;;
1954;63;3740.672296;5028266.704;;;
1954;64;2358.390473;4268233.868;;;
1954;65;1869.52045;2049385.174;;;
1954;66;232850.7956;211171570.3;;;
1955;1;297015.6041;444329454.1;;;
1955;2;255639.5111;240641153.3;;;
1955;3;155537.2388;131702160.6;;;
1955;4;24582.64704;28832729.9;;;
1955;5;443279.1392;442908850.9;;;
1955;6;55417.08443;105023049.3;;;
1955;7;1005908.319;2929408574;;;
1955;8;296092.9477;317464564.8;;;
1955;9;589589.7725;705734513.5;;;
1955;10;20852.75856;29354774.91;;;
1955;11;42046.30031;36142440.48;;;
1955;12;85435.80823;147472536.5;;;
1955;13;259401.3238;603356542.8;;;
1955;14;68737.06732;236158272.4;;;
1955;15;32246.98302;97452224.31;;;
1955;16;48568.62218;91666472.07;;;
1955;17;60867.71544;133382773.5;;;
1955;18;180790.6089;360984140.1;;;
1955;19;854057.5394;2012314807;;;
1955;20;1378857.326;1892111554;;;
1955;21;870086.4625;435697432.3;;;
1955;22;2306769.773;2005758027;;;
1955;23;421648.0897;429003496.3;;;
1955;24;446351.9207;610528224.6;;;
1955;25;440394.0477;376844017.6;;;
1955;26;432057.6093;579024146.2;;;
1955;27;147347.5395;153740569.3;;;
1955;28;139646.7928;94394126.11;;;
1955;29;466948.1883;531099845.3;;;
1955;30;171139.2604;102899235.8;;;
1955;31;23335.63536;22502265.62;;;
1955;32;554159.6318;413954454.1;;;
1955;33;23987.48399;20846473.08;;;
1955;34;400672.0953;391386754.7;;;
1955;35;143229.2755;139088206.8;;;
1955;36;1192839.743;1579103017;;;
1955;37;118345.5867;111057955;;;
1955;38;202401.64;118552504;;;
1955;39;12132.01569;14911758.3;;;
1955;40;10828.30349;11939117.51;;;
1955;41;6639.215869;9130938.57;;;
1955;42;5694.133987;8652254.279;;;
1955;43;7440.794514;11146643.25;;;
1955;44;7324.795876;18951048.68;;;
1955;45;7105.600046;13131450.7;;;
1955;46;27966.33753;34404839.54;;;
1955;47;1132001.596;1502085532;;;
1955;48;671300.6106;1315590443;;;
1955;49;552795.7859;262152035.9;;;
1955;50;754286.6081;623484221.2;;;
1955;51;289798.4094;131528643.5;;;
1955;52;891647.176;747524169.8;;;
1955;53;633731.2905;504553769.3;;;
1955;54;1139.958534;1969095.843;;;
1955;55;241.0330119;394993.0633;;;
1955;56;2200.000014;1572376.046;;;
1955;57;3713.000007;2573881.041;;;
1955;58;14288.27;10567741.52;;;
1955;59;96967.28352;305681059.5;;;
1955;60;72078.93562;87144711.64;;;
1955;61;183.5641372;392179.9447;;;
1955;62;208426.3481;195843144;;;
1955;63;3755.480838;6192798.14;;;
1955;64;1467.118779;2528337.003;;;
1955;65;1817.213395;2616262.534;;;
1955;66;225450.7925;282402533.6;;;
1956;1;347736.9343;502931361.6;;;
1956;2;284110.6845;257721314.9;;;
1956;3;163065.064;145610843.3;;;
1956;4;30223.32565;37720280.07;;;
1956;5;514669.3732;474157552.5;;;
1956;6;58935.61878;109787481;;;
1956;7;1019928.608;2872524662;;;
1956;8;312222.4741;284371997.8;;;
1956;9;621114.3921;636822790.1;;;
1956;10;25384.93944;33093158;;;
1956;11;47828.31544;44438381.46;;;
1956;12;89023.30355;153363035;;;
1956;13;305446.4428;385845868.2;;;
1956;14;64455.90903;98193809.8;;;
1956;15;36145.73126;108220054.8;;;
1956;16;52692.84051;100293805.9;;;
1956;17;66145.67687;145080136.4;;;
1956;18;193120.2796;293733821.3;;;
1956;19;937013.2866;1762858744;;;
1956;20;1598486.738;1945380960;;;
1956;21;1069052.972;762848275.1;;;
1956;22;2367068.423;2060481798;;;
1956;23;440419.4293;375888795.5;;;
1956;24;481895.0161;674172683.8;;;
1956;25;417598.8034;344409253.4;;;
1956;26;480024.728;606041820.9;;;
1956;27;165604.1113;170610525;;;
1956;28;153865.3738;100697975.9;;;
1956;29;586252.6267;929489354.9;;;
1956;30;159379.2402;90099002.19;;;
1956;31;24480.35786;21870811.65;;;
1956;32;631719.389;501692220.9;;;
1956;33;20397.63919;16368812.3;;;
1956;34;544028.7395;543667505.2;;;
1956;35;146154.6441;126290679.2;;;
1956;36;1323446.766;1699997287;;;
1956;37;116796.8898;111240474.1;;;
1956;38;205967.8666;114650590.3;;;
1956;39;13159.55579;15514657.62;;;
1956;40;12224.17642;12534914.88;;;
1956;41;6817.238985;8200084.997;;;
1956;42;5956.334458;7962866.945;;;
1956;43;7549.797092;10169786.45;;;
1956;44;7309.126032;19207145.95;;;
1956;45;7595.770321;13079367.62;;;
1956;46;28363.42443;37572145.77;;;
1956;47;1237665.919;1521661851;;;
1956;48;755199.7086;1322406880;;;
1956;49;526041.3801;259095774.8;;;
1956;50;724737.9351;595961671.4;;;
1956;51;249030.8768;121590641.2;;;
1956;52;878915.1715;736920602.5;;;
1956;53;578243.4423;491956326.8;;;
1956;54;1140.632088;1985277.94;;;
1956;55;245.7969868;418093.1946;;;
1956;56;2200.000014;1501249.524;;;
1956;57;3713.000007;2489198.66;;;
1956;58;14312.24763;10418529.94;;;
1956;59;120805.2345;295368590.8;;;
1956;60;110170.5278;110885171.7;;;
1956;61;183.5641372;369839.2906;;;
1956;62;216881.1492;219175911.8;;;
1956;63;3989.656997;6678028.748;;;
1956;64;1880.319198;2997099.191;;;
1956;65;1944.698322;2656426.82;;;
1956;66;240023.4871;224580332.6;;;
1957;1;361873.7131;483425463.3;;;
1957;2;263642.4187;259495137.7;;;
1957;3;148946.1233;135016174.7;;;
1957;4;27226.9639;32961195.75;;;
1957;5;384078.7854;448352591.5;;;
1957;6;54052.81401;110062722.1;;;
1957;7;1003521.112;2737029497;;;
1957;8;307947.2618;279365023;;;
1957;9;617938.8369;626290884.5;;;
1957;10;28149.25827;37491175.61;;;
1957;11;40203.68969;29641069.7;;;
1957;12;109068.7121;168221120;;;
1957;13;470111.9216;342294026.7;;;
1957;14;69876.82746;92478755.4;;;
1957;15;39539.04192;120840597.4;;;
1957;16;54548.3109;103082736.1;;;
1957;17;70688.72535;192954600.5;;;
1957;18;199411.9763;329134976.6;;;
1957;19;903274.8242;1682488924;;;
1957;20;1116299.61;1322318065;;;
1957;21;1010982.467;676054215.5;;;
1957;22;2206739.293;2165066790;;;
1957;23;448173.9789;434517234.4;;;
1957;24;450672.6533;675990771.1;;;
1957;25;431414.0614;369488463.2;;;
1957;26;482909.2677;634441907.4;;;
1957;27;205287.0178;217303998;;;
1957;28;177171.9818;130151955.2;;;
1957;29;610747.9487;521806390.9;;;
1957;30;159837.881;102895649.3;;;
1957;31;23749.57724;22380541.92;;;
1957;32;719332.1122;472262644;;;
1957;33;21120.433;15114897.98;;;
1957;34;585370.4345;562172404.2;;;
1957;35;159079.608;147105684.6;;;
1957;36;1342104.204;1717637383;;;
1957;37;118925.1252;106268248.5;;;
1957;38;201651.2917;110911798.3;;;
1957;39;14015.6401;15779171.64;;;
1957;40;13702.03553;13356099.87;;;
1957;41;6335.545761;7615614.052;;;
1957;42;6546.631324;8384716.207;;;
1957;43;8568.948546;10811206.07;;;
1957;44;7680.559287;19553142.49;;;
1957;45;8216.641439;13636363.29;;;
1957;46;29020.17716;34729635.48;;;
1957;47;1263151.725;1574127243;;;
1957;48;732789.7817;1213101993;;;
1957;49;584304.0928;294603191;;;
1957;50;798150.0177;658370337.5;;;
1957;51;309074.0284;152551665.9;;;
1957;52;1039990.906;836306676.6;;;
1957;53;684767.4243;551291759.1;;;
1957;54;1146.888981;1890287.714;;;
1957;55;251.9206023;400452.8359;;;
1957;56;2200.000014;1711331.16;;;
1957;57;3713.000007;2870880.151;;;
1957;58;13663.8011;10793522.3;;;
1957;59;109644.1551;273482229;;;
1957;60;125020.1478;125662301.6;;;
1957;61;312.1645314;661627.4578;;;
1957;62;209279.4967;224389828.2;;;
1957;63;4103.282836;6371550.738;;;
1957;64;1996.899603;3285183.3;;;
1957;65;1991.913232;2537257.227;;;
1957;66;245847.5037;239225837.8;;;
1958;1;375936.3474;523517669.3;;;
1958;2;314930.7038;311663534.9;;;
1958;3;194185.3174;152659894.9;;;
1958;4;34134.83689;36125191.6;;;
1958;5;437420.0392;347202226.3;;;
1958;6;57711.67578;78313456.55;;;
1958;7;896375.1524;2756929661;;;
1958;8;302698.3185;301468438.2;;;
1958;9;629152.3615;1018688879;;;
1958;10;26558.6986;36111609.5;;;
1958;11;58985.21136;31888489.02;;;
1958;12;120153.3342;173741222.6;;;
1958;13;837224.3589;309931332.3;;;
1958;14;68107.60924;94284931.65;;;
1958;15;38327.61662;63785709.66;;;
1958;16;53848.83648;70670550.9;;;
1958;17;68859.25516;136002770.6;;;
1958;18;203433.2374;317199440;;;
1958;19;1104577.439;2157919306;;;
1958;20;1012977.449;1157066932;;;
1958;21;975788.4392;733158940.4;;;
1958;22;2020525.316;2085507763;;;
1958;23;417675.4832;385828779.5;;;
1958;24;498472.2012;771330872.5;;;
1958;25;467464.6082;512120584.8;;;
1958;26;585881.8433;750009454.1;;;
1958;27;227876.903;225464566.6;;;
1958;28;181832.9866;136740836.6;;;
1958;29;552996.5485;386598212.1;;;
1958;30;188584.8194;101800175.3;;;
1958;31;23096.90673;22213515.56;;;
1958;32;639445.8296;408886551.6;;;
1958;33;21100.17784;15641617.34;;;
1958;34;567838.7316;541404786.5;;;
1958;35;147619.3148;133299083.6;;;
1958;36;1404444.167;1837359049;;;
1958;37;156996.9229;72043527.83;;;
1958;38;210346.8364;114204486.4;;;
1958;39;14377.46127;13869425.52;;;
1958;40;15082.0434;13733689.61;;;
1958;41;6034.277408;7091148.405;;;
1958;42;7691.526727;13301338.43;;;
1958;43;7498.350826;9654504.763;;;
1958;44;6212.084445;15460725.4;;;
1958;45;6819.758079;9772479.663;;;
1958;46;28832.69174;33929438.15;;;
1958;47;1265579.676;1719370139;;;
1958;48;742421.4073;1307070269;;;
1958;49;598717.278;310229468.4;;;
1958;50;784842.6887;657883696;;;
1958;51;334080.425;161272296.1;;;
1958;52;1009742.38;819714836.2;;;
1958;53;769720.6351;585201962.7;;;
1958;54;1127.468472;1989192.334;;;
1958;55;254.404344;434036.3476;;;
1958;56;2200.000014;1694710.33;;;
1958;57;3713.000007;2821915.783;;;
1958;58;12708.24376;9405032.646;;;
1958;59;116716.5888;249983223.8;;;
1958;60;161007.954;196228363.9;;;
1958;61;312.1645314;635075.2952;;;
1958;62;117610.4878;215759985.7;;;
1958;63;4124.325464;7200938.281;;;
1958;64;1014.391716;1661406.017;;;
1958;65;1957.17921;2852561.885;;;
1958;66;237107.3362;238009066.9;;;
1959;1;413954.1583;547729235.4;;;
1959;2;321814.6773;329500337.6;;;
1959;3;152535.6933;133525216.8;;;
1959;4;36433.2358;26143084.66;;;
1959;5;615909.4825;442973690.3;;;
1959;6;66996.28167;95077087.06;;;
1959;7;972713.7915;2698995918;;;
1959;8;331788.1737;326626733;;;
1959;9;675524.8178;1015273296;;;
1959;10;28071.10291;35862242.77;;;
1959;11;92814.58919;31047976.37;;;
1959;12;132155.7816;168633353;;;
1959;13;1849787.54;385055090.3;;;
1959;14;73073.73147;94909644.4;;;
1959;15;42129.80356;76689145.35;;;
1959;16;60909.37044;78373076.79;;;
1959;17;78395.47977;164547676.8;;;
1959;18;204421.8156;327532558.8;;;
1959;19;979816.9093;2136145432;;;
1959;20;1049301.769;1236375782;;;
1959;21;1166646.218;918351173.6;;;
1959;22;2235786.512;2293261418;;;
1959;23;437705.3196;404391980.3;;;
1959;24;467911.349;671855937;;;
1959;25;464886.4334;429047439;;;
1959;26;574149.4342;683540439.2;;;
1959;27;235310.1189;175587580.9;;;
1959;28;197425.8476;140579887.5;;;
1959;29;592909.4621;485762017;;;
1959;30;223260.1482;98479709.54;;;
1959;31;20996.92757;20116143.2;;;
1959;32;547963.0168;382711360.6;;;
1959;33;25120.91009;18374132.34;;;
1959;34;544689.0322;489649585.9;;;
1959;35;148748.4197;128073717.3;;;
1959;36;1486415.354;1882180199;;;
1959;37;162819.2022;73146826.96;;;
1959;38;201119.6968;108272138.2;;;
1959;39;14515.2014;14715887.8;;;
1959;40;15010.61004;13475603.34;;;
1959;41;8665.968475;11151763.55;;;
1959;42;11576.94602;21728363.5;;;
1959;43;10242.11309;13918592.12;;;
1959;44;7143.151678;17402846.91;;;
1959;45;7224.962121;11010852.55;;;
1959;46;30808.39933;32151798.2;;;
1959;47;1316508.625;1747174442;;;
1959;48;690767.1259;1251834361;;;
1959;49;623636.1151;311216121.9;;;
1959;50;877780.9725;852299378.5;;;
1959;51;339915.287;165035898;;;
1959;52;1099506.874;892581841.8;;;
1959;53;768694.9561;615929209.3;;;
1959;54;1108.253912;2151803.022;;;
1959;55;257.6206388;480549.2005;;;
1959;56;2200.000014;1764414.612;;;
1959;57;3713.000007;2948104.022;;;
1959;58;12416.72007;9646683.948;;;
1959;59;134468.3412;272242983;;;
1959;60;108773.0486;127876061.5;;;
1959;61;312.1645314;540425.3355;;;
1959;62;111139.6491;181511462.7;;;
1959;63;4470.884219;7792204.222;;;
1959;64;1365.065175;2053322.147;;;
1959;65;2130.59715;3063065.424;;;
1959;66;264560.8321;265895737.5;;;
1960;1;501063.5105;580742281.7;;;
1960;2;310401.8883;289003472;;;
1960;3;157910.8892;131214152.5;;;
1960;4;37728.41398;25634943.25;;;
1960;5;625048.9804;508392770.6;;;
1960;6;71336.36936;115967426.1;;;
1960;7;864408.0759;2448468393;;;
1960;8;353320.0463;393525149.7;;;
1960;9;861954.0463;1050851621;;;
1960;10;29357.95843;38135940.21;;;
1960;11;121393.8113;34375397.99;;;
1960;12;144356.4087;223296578.3;;;
1960;13;2997897.584;439974576.5;;;
1960;14;84869.93641;147245210.1;;;
1960;15;42806.58022;55472116.53;;;
1960;16;64631.32732;58318099.83;;;
1960;17;81698.82429;139994507.7;;;
1960;18;208367.027;372938681.2;;;
1960;19;1122498.05;1854713914;;;
1960;20;1182615.057;1420246310;;;
1960;21;1080215.817;571394003;;;
1960;22;1971327.257;1769948782;;;
1960;23;448730.9782;556985834.2;;;
1960;24;580551.6377;1026045258;;;
1960;25;505619.3159;483918240.9;;;
1960;26;552062.6078;683916788.5;;;
1960;27;255979.9315;203932268.2;;;
1960;28;216859.2754;158422065.8;;;
1960;29;645365.9079;485389894.3;;;
1960;30;249136.1329;112558143.8;;;
1960;31;22474.64163;21493064.57;;;
1960;32;754138.0501;407317296.6;;;
1960;33;22578.11409;16570488.06;;;
1960;34;626826.389;484289210.7;;;
1960;35;157272.6849;121640065.7;;;
1960;36;1617654.182;1997490385;;;
1960;37;179590.68;86807391.36;;;
1960;38;200837.085;102881077;;;
1960;39;13637.40825;13621088.93;;;
1960;40;12259.69752;11120814.2;;;
1960;41;9349.80143;11642433.03;;;
1960;42;11910.84834;25288878.83;;;
1960;43;10406.66691;15351395.13;;;
1960;44;7897.247743;23047675.87;;;
1960;45;8024.177622;12275175.33;;;
