Year,LME,LME_name,Effective Effort (kilowatt)
1971,23,Baltic Sea,161 791 889.89
1971,24,Celtic-Biscay Shelf,230 158 881.01
1971,25,Iberian Coastal,80 884 818.85
1971,26,Mediterranean Sea,268 507 509.79
1971,27,Canary Current,34 588 064.03
1971,28,Guinea Current,107 893 711.83
1971,29,Benguela Current,10 322 399.75
1971,30,Agulhas Current,36 952 169.00
1971,31,Somali Coastal Current,13 601 484.73
1971,32,Arabian Sea,69 470 744.01
1971,33,Red Sea,10 837 888.65
1971,34,Bay of Bengal,37 992 534.27
1971,35,Gulf of Thailand,21 148 814.11
1971,36,South China Sea,38 137 294.70
1971,37,Sulu-Celebes Sea,103 522 317.19
1971,38,Indonesian Sea,42 180 206.54
1971,39,North Australian Shelf,2 151 201.02
1971,40,Northeast Australian Shelf,10 054 338.11
1971,41,East Central Australian Shelf,1 204 509.82
1971,42,Southeast Australian Shelf,17 257 053.79
1971,43,Southwest Australian Shelf,11 372 436.24
1971,44,West Central Australian Shelf,1 510 406.41
1971,45,Northwest Australian Shelf,6 379 836.54
1971,46,New Zealand Shelf,13 002 689.43
1971,47,East China Sea,20 225 294.95
1971,48,Yellow Sea,9 431 471.84
1971,49,Kuroshio Current,41 645 781.96
1971,50,Sea of Japan,30 959 311.56
1971,51,Oyashio Current,2 283 317.92
1971,52,Okhotsk Sea,9 630 861.44
1971,53,West Bering Sea,1 606 574.96
1971,54,Nrothern Bering - Chukchi Sea,6 412 370.08
1971,59,Greenland Sea,16 684 317.09
1971,61,Antarctic,16 800.05
1971,62,Black Sea,53 819 929.11
1971,65,Aleutian,3 375 218.11
1972,1,East Bering Sea,20 777 126.54
1972,2,Gulf of Alaska,93 633 133.76
1972,3,California Current,71 610 135.74
1972,4,Gulf of California,7 943 297.45
1972,5,Gulf of Mexico,59 433 047.41
1972,6,Southeast U.S. Continental Shelf,9 906 178.57
1972,7,Northeast U.S. Continental Shelf,116 831 640.23
1972,8,Scotian Shelf,61 676 035.65
1972,9,Newfoundland-Labrador Shelf,65 104 291.51
1972,10,Insular Pacific-Hawaiian,14 609 646.23
1972,11,Pacific Central-American Coastal,72 276 911.84
1972,12,Caribbean Sea,133 432 379.79
1972,13,Humboldt Current,31 497 679.55
1972,14,Patagonian Shelf,11 403 409.32
1972,15,South Brazil Shelf,15 670 605.56
1972,16,East Brazil Shelf,30 364 493.52
1972,17,North Brazil Shelf,29 199 820.40
1972,18,Canadian Eastern Arctic -West Greenland,21 844 702.59
1972,19,Iceland Shelf/Sea,2 348 953.06
1972,20,Barents Sea,51 034 918.38
1972,21,Norwegian Sea,2 276 848.66
1972,22,North Sea,205 786 528.56
1972,23,Baltic Sea,147 226 285.98
1972,24,Celtic-Biscay Shelf,247 548 501.70
1972,25,Iberian Coastal,58 349 608.00
1972,26,Mediterranean Sea,275 879 362.82
1972,27,Canary Current,38 580 381.50
1972,28,Guinea Current,122 498 083.38
1972,29,Benguela Current,18 771 347.16
1972,30,Agulhas Current,34 472 386.18
1972,31,Somali Coastal Current,14 754 043.67
1972,32,Arabian Sea,73 298 015.23
1972,33,Red Sea,11 123 224.45
1972,34,Bay of Bengal,39 771 193.31
1972,35,Gulf of Thailand,20 964 369.24
1972,36,South China Sea,39 571 678.83
1972,37,Sulu-Celebes Sea,106 720 241.36
1972,38,Indonesian Sea,43 694 163.53
1972,39,North Australian Shelf,2 377 334.03
1972,40,Northeast Australian Shelf,10 393 811.76
1972,41,East Central Australian Shelf,1 192 297.92
1972,42,Southeast Australian Shelf,17 665 506.13
1972,43,Southwest Australian Shelf,12 055 629.10
1972,44,West Central Australian Shelf,1 471 999.54
1972,45,Northwest Australian Shelf,6 795 698.09
1972,46,New Zealand Shelf,13 581 371.04
1972,47,East China Sea,23 988 104.49
1972,48,Yellow Sea,10 159 540.95
1972,49,Kuroshio Current,55 020 391.90
1972,50,Sea of Japan,32 790 799.51
1972,51,Oyashio Current,3 507 876.51
1972,52,Okhotsk Sea,11 221 675.98
1972,53,West Bering Sea,1 781 110.63
1972,54,Nrothern Bering - Chukchi Sea,7 000 812.84
1972,59,Greenland Sea,31 757 673.45
1972,61,Antarctic,20 712.69
1972,62,Black Sea,50 770 551.10
1972,65,Aleutian,3 650 813.36
1973,1,East Bering Sea,24 437 547.98
1973,2,Gulf of Alaska,105 095 859.64
1973,3,California Current,76 267 217.63
1973,4,Gulf of California,7 984 613.72
1973,5,Gulf of Mexico,57 855 338.57
1973,6,Southeast U.S. Continental Shelf,9 469 774.83
1973,7,Northeast U.S. Continental Shelf,119 177 759.30
1973,8,Scotian Shelf,48 887 785.48
1973,9,Newfoundland-Labrador Shelf,57 303 225.62
1973,10,Insular Pacific-Hawaiian,16 111 473.12
1973,11,Pacific Central-American Coastal,82 377 063.89
1973,12,Caribbean Sea,110 455 695.82
1973,13,Humboldt Current,35 192 397.20
1973,14,Patagonian Shelf,10 405 693.81
1973,15,South Brazil Shelf,14 730 507.65
1973,16,East Brazil Shelf,29 296 501.74
1973,17,North Brazil Shelf,24 696 089.14
1973,18,Canadian Eastern Arctic -West Greenland,22 183 839.45
1973,19,Iceland Shelf/Sea,2 932 780.97
1973,20,Barents Sea,38 830 792.15
1973,21,Norwegian Sea,2 077 725.81
1973,22,North Sea,202 595 288.64
1973,23,Baltic Sea,170 335 293.26
1973,24,Celtic-Biscay Shelf,249 254 834.33
1973,25,Iberian Coastal,32 741 010.21
1973,26,Mediterranean Sea,270 301 710.55
1973,27,Canary Current,37 431 335.65
1973,28,Guinea Current,113 784 455.20
1973,29,Benguela Current,21 344 891.36
1973,30,Agulhas Current,33 977 618.95
1973,31,Somali Coastal Current,13 870 541.76
1973,32,Arabian Sea,77 309 168.35
1973,33,Red Sea,11 248 408.08
1973,34,Bay of Bengal,41 667 203.91
1973,35,Gulf of Thailand,25 440 171.79
1973,36,South China Sea,45 109 819.18
1973,37,Sulu-Celebes Sea,117 281 133.95
1973,38,Indonesian Sea,45 128 108.54
1973,39,North Australian Shelf,2 840 299.02
1973,40,Northeast Australian Shelf,10 623 086.04
1973,41,East Central Australian Shelf,1 687 800.71
1973,42,Southeast Australian Shelf,17 590 039.78
1973,43,Southwest Australian Shelf,12 647 660.20
1973,44,West Central Australian Shelf,896 218.23
1973,45,Northwest Australian Shelf,6 349 425.17
1973,46,New Zealand Shelf,13 827 031.49
1973,47,East China Sea,23 807 685.46
1973,48,Yellow Sea,10 661 378.74
1973,49,Kuroshio Current,50 819 672.45
1973,50,Sea of Japan,31 728 447.55
1973,51,Oyashio Current,3 367 372.14
1973,52,Okhotsk Sea,11 223 252.31
1973,53,West Bering Sea,1 742 268.50
1973,54,Nrothern Bering - Chukchi Sea,7 484 314.91
1973,59,Greenland Sea,15 634 656.29
1973,61,Antarctic,28 963.68
1973,62,Black Sea,28 734 244.82
1973,65,Aleutian,3 728 641.54
1974,1,East Bering Sea,24 123 858.07
1974,2,Gulf of Alaska,105 092 266.56
1974,3,California Current,74 239 838.73
1974,4,Gulf of California,10 125 178.93
1974,5,Gulf of Mexico,60 914 513.38
1974,6,Southeast U.S. Continental Shelf,10 096 035.52
1974,7,Northeast U.S. Continental Shelf,125 508 186.66
1974,8,Scotian Shelf,62 490 310.36
1974,9,Newfoundland-Labrador Shelf,54 412 725.07
1974,10,Insular Pacific-Hawaiian,16 032 578.64
1974,11,Pacific Central-American Coastal,86 537 934.81
1974,12,Caribbean Sea,130 367 752.44
1974,13,Humboldt Current,32 277 662.88
1974,14,Patagonian Shelf,11 371 994.60
1974,15,South Brazil Shelf,15 588 933.96
1974,16,East Brazil Shelf,30 791 739.68
1974,17,North Brazil Shelf,29 621 028.08
1974,18,Canadian Eastern Arctic -West Greenland,23 644 680.87
1974,19,Iceland Shelf/Sea,3 043 978.07
1974,20,Barents Sea,45 026 967.84
1974,21,Norwegian Sea,2 707 852.81
1974,22,North Sea,224 760 527.00
1974,23,Baltic Sea,182 712 678.37
1974,24,Celtic-Biscay Shelf,239 924 165.82
1974,25,Iberian Coastal,29 373 197.91
1974,26,Mediterranean Sea,284 259 644.49
1974,27,Canary Current,38 728 755.83
1974,28,Guinea Current,121 259 324.32
1974,29,Benguela Current,21 451 354.93
1974,30,Agulhas Current,40 175 404.95
1974,31,Somali Coastal Current,14 977 094.21
1974,32,Arabian Sea,86 582 652.72
1974,33,Red Sea,15 582 084.71
1974,34,Bay of Bengal,46 383 814.06
1974,35,Gulf of Thailand,25 682 903.88
1974,36,South China Sea,48 849 850.29
1974,37,Sulu-Celebes Sea,118 205 887.76
1974,38,Indonesian Sea,46 773 370.98
1974,39,North Australian Shelf,4 347 181.88
1974,40,Northeast Australian Shelf,10 756 050.93
1974,41,East Central Australian Shelf,2 232 667.56
1974,42,Southeast Australian Shelf,16 613 323.11
1974,43,Southwest Australian Shelf,12 129 982.47
1974,44,West Central Australian Shelf,1 044 170.99
1974,45,Northwest Australian Shelf,6 735 781.85
1974,46,New Zealand Shelf,14 372 196.58
1974,47,East China Sea,24 111 892.93
1974,48,Yellow Sea,10 797 344.36
1974,49,Kuroshio Current,51 069 387.72
1974,50,Sea of Japan,34 875 131.81
1974,51,Oyashio Current,3 594 862.89
1974,52,Okhotsk Sea,11 732 510.15
1974,53,West Bering Sea,1 952 081.50
1974,54,Nrothern Bering - Chukchi Sea,7 843 633.41
1974,59,Greenland Sea,14 901 766.49
1974,60,Faroe Plateau,31.95
1974,61,Antarctic,25 414.58
1974,62,Black Sea,33 729 396.95
1974,65,Aleutian,4 038 244.37
1975,1,East Bering Sea,18 831 595.18
1975,2,Gulf of Alaska,103 349 655.67
1975,3,California Current,76 459 516.06
1975,4,Gulf of California,11 960 180.73
1975,5,Gulf of Mexico,62 933 509.01
1975,6,Southeast U.S. Continental Shelf,10 620 412.49
1975,7,Northeast U.S. Continental Shelf,138 132 339.56
1975,8,Scotian Shelf,84 705 525.84
1975,9,Newfoundland-Labrador Shelf,56 117 753.42
1975,10,Insular Pacific-Hawaiian,17 030 815.35
1975,11,Pacific Central-American Coastal,88 348 242.33
1975,12,Caribbean Sea,142 735 245.24
1975,13,Humboldt Current,32 495 142.57
1975,14,Patagonian Shelf,12 494 925.56
1975,15,South Brazil Shelf,16 323 246.54
1975,16,East Brazil Shelf,32 791 060.47
1975,17,North Brazil Shelf,31 667 743.19
1975,18,Canadian Eastern Arctic -West Greenland,22 797 947.85
1975,19,Iceland Shelf/Sea,3 024 359.35
1975,20,Barents Sea,52 293 690.25
1975,21,Norwegian Sea,20 587 936.05
1975,22,North Sea,204 628 376.83
1975,23,Baltic Sea,201 265 635.28
1975,24,Celtic-Biscay Shelf,241 330 827.15
1975,25,Iberian Coastal,30 797 919.04
1975,26,Mediterranean Sea,247 877 929.15
1975,27,Canary Current,52 861 381.33
1975,28,Guinea Current,114 216 582.84
1975,29,Benguela Current,24 093 996.10
1975,30,Agulhas Current,48 524 615.56
1975,31,Somali Coastal Current,15 516 531.39
1975,32,Arabian Sea,89 805 782.33
1975,33,Red Sea,14 994 899.64
1975,34,Bay of Bengal,52 753 395.37
1975,35,Gulf of Thailand,24 924 675.52
1975,36,South China Sea,54 648 610.86
1975,37,Sulu-Celebes Sea,115 821 305.02
1975,38,Indonesian Sea,40 554 976.27
1975,39,North Australian Shelf,5 602 466.02
1975,40,Northeast Australian Shelf,9 669 849.65
1975,41,East Central Australian Shelf,1 670 842.71
1975,42,Southeast Australian Shelf,17 716 771.29
1975,43,Southwest Australian Shelf,14 210 519.59
1975,44,West Central Australian Shelf,1 369 040.40
1975,45,Northwest Australian Shelf,7 371 643.72
1975,46,New Zealand Shelf,14 640 288.22
1975,47,East China Sea,25 843 156.62
1975,48,Yellow Sea,11 116 437.83
1975,49,Kuroshio Current,56 381 048.97
1975,50,Sea of Japan,32 237 724.16
1975,51,Oyashio Current,3 452 999.11
1975,52,Okhotsk Sea,11 023 625.35
1975,53,West Bering Sea,1 848 089.89
1975,54,Nrothern Bering - Chukchi Sea,7 876 346.72
1975,59,Greenland Sea,17 411 673.42
1975,61,Antarctic,33 079.51
1975,62,Black Sea,35 302 616.99
1975,65,Aleutian,3 962 050.13
1976,1,East Bering Sea,18 784 291.08
1976,2,Gulf of Alaska,107 851 859.04
1976,3,California Current,84 045 492.39
1976,4,Gulf of California,9 759 291.99
1976,5,Gulf of Mexico,67 480 421.71
1976,6,Southeast U.S. Continental Shelf,11 041 874.57
1976,7,Northeast U.S. Continental Shelf,146 543 938.35
1976,8,Scotian Shelf,90 949 168.79
1976,9,Newfoundland-Labrador Shelf,59 885 640.09
1976,10,Insular Pacific-Hawaiian,18 883 006.17
1976,11,Pacific Central-American Coastal,89 124 745.45
1976,12,Caribbean Sea,132 998 504.02
1976,13,Humboldt Current,38 791 130.87
1976,14,Patagonian Shelf,14 228 880.48
1976,15,South Brazil Shelf,16 349 206.66
1976,16,East Brazil Shelf,32 226 197.97
1976,17,North Brazil Shelf,30 463 534.11
1976,18,Canadian Eastern Arctic -West Greenland,23 560 004.76
1976,19,Iceland Shelf/Sea,53 080 062.10
1976,20,Barents Sea,22 833 755.85
1976,22,North Sea,207 075 279.86
1976,23,Baltic Sea,178 641 898.10
1976,24,Celtic-Biscay Shelf,277 024 379.46
1976,25,Iberian Coastal,29 774 348.10
1976,26,Mediterranean Sea,272 144 211.84
1976,27,Canary Current,54 277 413.73
1976,28,Guinea Current,119 438 772.77
1976,29,Benguela Current,18 164 002.00
1976,30,Agulhas Current,46 671 830.14
1976,31,Somali Coastal Current,17 594 282.94
1976,32,Arabian Sea,92 733 053.20
1976,33,Red Sea,15 989 674.75
1976,34,Bay of Bengal,53 349 730.19
1976,35,Gulf of Thailand,32 213 038.13
1976,36,South China Sea,63 498 668.70
1976,37,Sulu-Celebes Sea,123 169 523.38
1976,38,Indonesian Sea,47 406 410.27
1976,39,North Australian Shelf,6 253 877.48
1976,40,Northeast Australian Shelf,10 971 889.13
1976,41,East Central Australian Shelf,1 794 069.17
1976,42,Southeast Australian Shelf,19 726 901.43
1976,43,Southwest Australian Shelf,15 313 314.86
1976,44,West Central Australian Shelf,1 140 183.52
1976,45,Northwest Australian Shelf,7 591 406.06
1976,46,New Zealand Shelf,16 218 865.45
1976,47,East China Sea,28 880 020.45
1976,48,Yellow Sea,12 553 745.60
1976,49,Kuroshio Current,57 435 046.13
1976,50,Sea of Japan,30 457 214.38
1976,51,Oyashio Current,3 796 178.97
1976,52,Okhotsk Sea,14 201 843.03
1976,53,West Bering Sea,1 871 692.42
1976,54,Nrothern Bering - Chukchi Sea,8 151 510.83
1976,59,Greenland Sea,5 935 357.00
1976,61,Antarctic,130 313.17
1976,62,Black Sea,35 099 744.84
1976,64,Central Arctic Ocean,9 561.92
1976,65,Aleutian,4 168 821.81
1977,1,East Bering Sea,20 386 696.20
1977,2,Gulf of Alaska,117 932 476.42
1977,3,California Current,84 477 557.65
1977,4,Gulf of California,8 586 295.97
1977,5,Gulf of Mexico,72 556 052.50
1977,6,Southeast U.S. Continental Shelf,11 603 291.28
1977,7,Northeast U.S. Continental Shelf,157 220 533.49
1977,8,Scotian Shelf,100 057 934.34
1977,9,Newfoundland-Labrador Shelf,67 821 141.28
1977,10,Insular Pacific-Hawaiian,19 863 247.39
1977,11,Pacific Central-American Coastal,67 859 430.52
1977,12,Caribbean Sea,113 465 170.48
1977,13,Humboldt Current,45 611 309.64
1977,14,Patagonian Shelf,15 207 918.34
1977,15,South Brazil Shelf,18 722 119.55
1977,16,East Brazil Shelf,35 658 131.79
1977,17,North Brazil Shelf,27 235 151.34
1977,18,Canadian Eastern Arctic -West Greenland,30 302 177.97
1977,19,Iceland Shelf/Sea,3 926 321.12
1977,20,Barents Sea,29 906 629.80
1977,21,Norwegian Sea,3 129 702.83
1977,22,North Sea,260 595 129.85
1977,23,Baltic Sea,170 149 432.59
1977,24,Celtic-Biscay Shelf,276 436 903.12
1977,25,Iberian Coastal,29 517 577.49
1977,26,Mediterranean Sea,268 204 792.73
1977,27,Canary Current,62 230 082.92
1977,28,Guinea Current,134 161 089.63
1977,29,Benguela Current,12 411 293.44
1977,30,Agulhas Current,54 705 100.58
1977,31,Somali Coastal Current,17 865 001.93
1977,32,Arabian Sea,98 165 239.12
1977,33,Red Sea,17 777 587.48
1977,34,Bay of Bengal,64 949 730.89
1977,35,Gulf of Thailand,21 650 776.86
1977,36,South China Sea,73 266 707.86
1977,37,Sulu-Celebes Sea,141 380 667.93
1977,38,Indonesian Sea,61 644 108.24
1977,39,North Australian Shelf,3 881 310.18
1977,40,Northeast Australian Shelf,12 675 050.62
1977,41,East Central Australian Shelf,2 309 986.23
1977,42,Southeast Australian Shelf,24 833 132.78
1977,43,Southwest Australian Shelf,18 300 474.75
1977,44,West Central Australian Shelf,1 896 956.85
1977,45,Northwest Australian Shelf,9 458 836.14
1977,46,New Zealand Shelf,15 813 686.46
1977,47,East China Sea,33 621 382.95
1977,48,Yellow Sea,14 207 576.16
1977,49,Kuroshio Current,61 760 792.87
1977,50,Sea of Japan,39 968 157.93
1977,51,Oyashio Current,3 820 640.08
1977,52,Okhotsk Sea,16 088 525.39
1977,53,West Bering Sea,1 723 580.05
1977,54,Nrothern Bering - Chukchi Sea,8 465 492.16
1977,59,Greenland Sea,24 596 120.64
1977,61,Antarctic,139 739.93
1977,62,Black Sea,52 656 904.26
1977,65,Aleutian,4 416 333.52
1978,1,East Bering Sea,19 580 311.84
1978,2,Gulf of Alaska,120 184 182.52
1978,3,California Current,86 675 766.28
1978,4,Gulf of California,11 928 319.86
1978,5,Gulf of Mexico,74 253 699.25
1978,6,Southeast U.S. Continental Shelf,10 971 066.06
1978,7,Northeast U.S. Continental Shelf,156 925 589.92
1978,8,Scotian Shelf,107 817 674.99
1978,9,Newfoundland-Labrador Shelf,54 488 261.17
1978,10,Insular Pacific-Hawaiian,19 511 045.21
1978,11,Pacific Central-American Coastal,89 925 305.27
1978,12,Caribbean Sea,118 662 081.91
1978,13,Humboldt Current,50 669 597.55
1978,14,Patagonian Shelf,10 935 723.27
1978,15,South Brazil Shelf,18 081 157.54
1978,16,East Brazil Shelf,35 610 165.53
1978,17,North Brazil Shelf,24 680 515.93
1978,18,Canadian Eastern Arctic -West Greenland,27 940 579.07
1978,19,Iceland Shelf/Sea,3 691 187.49
1978,20,Barents Sea,29 716 559.45
1978,21,Norwegian Sea,3 164 376.21
1978,22,North Sea,241 844 079.04
1978,23,Baltic Sea,187 139 110.39
1978,24,Celtic-Biscay Shelf,283 409 996.96
1978,25,Iberian Coastal,38 326 297.24
1978,26,Mediterranean Sea,251 833 785.51
1978,27,Canary Current,58 280 279.62
1978,28,Guinea Current,129 993 915.81
1978,29,Benguela Current,39 493 378.30
1978,30,Agulhas Current,58 614 486.39
1978,31,Somali Coastal Current,21 107 203.16
1978,32,Arabian Sea,103 050 770.42
1978,33,Red Sea,17 192 876.59
1978,34,Bay of Bengal,63 671 854.08
1978,35,Gulf of Thailand,22 704 042.35
1978,36,South China Sea,67 445 221.65
1978,37,Sulu-Celebes Sea,152 011 006.57
1978,38,Indonesian Sea,70 730 265.74
1978,39,North Australian Shelf,4 369 686.29
1978,40,Northeast Australian Shelf,14 088 994.15
1978,41,East Central Australian Shelf,1 800 911.11
1978,42,Southeast Australian Shelf,27 518 542.42
1978,43,Southwest Australian Shelf,19 032 924.55
1978,44,West Central Australian Shelf,1 763 566.47
1978,45,Northwest Australian Shelf,9 738 412.56
1978,46,New Zealand Shelf,14 683 426.11
1978,47,East China Sea,33 387 611.56
1978,48,Yellow Sea,16 305 810.06
1978,49,Kuroshio Current,68 129 539.06
1978,50,Sea of Japan,38 450 406.57
1978,51,Oyashio Current,4 318 604.67
1978,52,Okhotsk Sea,16 914 629.60
1978,53,West Bering Sea,1 752 510.23
1978,54,Nrothern Bering - Chukchi Sea,8 921 019.86
1978,59,Greenland Sea,16 030 340.56
1978,61,Antarctic,1 274 512.55
1978,62,Black Sea,49 938 003.59
1978,65,Aleutian,4 695 028.83
1979,1,East Bering Sea,18 038 217.63
1979,2,Gulf of Alaska,124 271 673.29
1979,3,California Current,76 935 197.03
1979,4,Gulf of California,12 943 276.13
1979,5,Gulf of Mexico,74 403 758.54
1979,6,Southeast U.S. Continental Shelf,11 477 854.97
1979,7,Northeast U.S. Continental Shelf,158 229 081.03
1979,8,Scotian Shelf,82 164 048.93
1979,9,Newfoundland-Labrador Shelf,67 186 953.85
1979,10,Insular Pacific-Hawaiian,20 017 824.82
1979,11,Pacific Central-American Coastal,84 988 914.52
1979,12,Caribbean Sea,127 921 749.30
1979,13,Humboldt Current,56 467 598.99
1979,14,Patagonian Shelf,14 937 931.00
1979,15,South Brazil Shelf,19 872 643.87
1979,16,East Brazil Shelf,40 153 714.44
1979,17,North Brazil Shelf,22 433 870.73
1979,18,Canadian Eastern Arctic -West Greenland,23 919 089.62
1979,19,Iceland Shelf/Sea,3 250 179.70
1979,20,Barents Sea,64 041 085.98
1979,21,Norwegian Sea,3 227 637.21
1979,22,North Sea,234 339 411.82
1979,23,Baltic Sea,148 172 303.65
1979,24,Celtic-Biscay Shelf,287 177 534.31
1979,25,Iberian Coastal,39 699 021.31
1979,26,Mediterranean Sea,232 073 717.76
1979,27,Canary Current,50 092 012.11
1979,28,Guinea Current,122 374 550.73
1979,29,Benguela Current,39 767 512.90
1979,30,Agulhas Current,57 470 207.21
1979,31,Somali Coastal Current,21 117 320.63
1979,32,Arabian Sea,109 200 961.38
1979,33,Red Sea,17 407 218.02
1979,34,Bay of Bengal,78 413 021.53
1979,35,Gulf of Thailand,23 159 080.34
1979,36,South China Sea,68 276 095.27
1979,37,Sulu-Celebes Sea,180 555 468.53
1979,38,Indonesian Sea,93 484 419.97
1979,39,North Australian Shelf,5 146 179.83
1979,40,Northeast Australian Shelf,15 024 355.62
1979,41,East Central Australian Shelf,2 007 460.12
1979,42,Southeast Australian Shelf,25 228 093.47
1979,43,Southwest Australian Shelf,18 754 786.98
1979,44,West Central Australian Shelf,1 704 616.68
1979,45,Northwest Australian Shelf,9 772 063.16
1979,46,New Zealand Shelf,15 069 763.62
1979,47,East China Sea,34 557 435.29
1979,48,Yellow Sea,19 103 714.02
1979,49,Kuroshio Current,77 909 196.11
1979,50,Sea of Japan,38 447 187.49
1979,51,Oyashio Current,4 647 715.29
1979,52,Okhotsk Sea,19 226 488.82
1979,53,West Bering Sea,1 456 264.94
1979,54,Nrothern Bering - Chukchi Sea,8 878 661.36
1979,59,Greenland Sea,22 109 907.16
1979,61,Antarctic,11 653 457.57
1979,62,Black Sea,31 183 462.34
1979,65,Aleutian,4 454 693.98
1980,1,East Bering Sea,24 139 887.87
1980,2,Gulf of Alaska,159 477 025.03
1980,3,California Current,79 973 134.07
1980,4,Gulf of California,10 716 246.42
1980,5,Gulf of Mexico,81 478 249.50
1980,6,Southeast U.S. Continental Shelf,12 593 346.09
1980,7,Northeast U.S. Continental Shelf,153 546 197.85
1980,8,Scotian Shelf,71 956 672.85
1980,9,Newfoundland-Labrador Shelf,71 961 836.38
1980,10,Insular Pacific-Hawaiian,23 602 438.99
1980,11,Pacific Central-American Coastal,61 342 375.92
1980,12,Caribbean Sea,127 461 842.62
1980,13,Humboldt Current,61 807 586.88
1980,14,Patagonian Shelf,17 397 387.98
1980,15,South Brazil Shelf,19 704 543.57
1980,16,East Brazil Shelf,39 024 286.23
1980,17,North Brazil Shelf,21 683 817.23
1980,18,Canadian Eastern Arctic -West Greenland,27 406 928.27
1980,19,Iceland Shelf/Sea,3 841 528.93
1980,20,Barents Sea,64 558 760.71
1980,21,Norwegian Sea,3 273 291.53
1980,22,North Sea,249 489 324.92
1980,23,Baltic Sea,153 726 957.49
1980,24,Celtic-Biscay Shelf,303 061 683.41
1980,25,Iberian Coastal,47 708 966.97
1980,26,Mediterranean Sea,226 768 412.79
1980,27,Canary Current,44 609 238.49
1980,28,Guinea Current,156 951 865.28
1980,29,Benguela Current,43 424 990.62
1980,30,Agulhas Current,59 759 023.14
1980,31,Somali Coastal Current,22 176 563.37
1980,32,Arabian Sea,111 099 505.51
1980,33,Red Sea,16 894 271.85
1980,34,Bay of Bengal,75 986 394.92
1980,35,Gulf of Thailand,23 717 314.78
1980,36,South China Sea,74 793 976.37
1980,37,Sulu-Celebes Sea,169 471 689.92
1980,38,Indonesian Sea,107 579 092.83
1980,39,North Australian Shelf,5 787 762.64
1980,40,Northeast Australian Shelf,16 277 047.69
1980,41,East Central Australian Shelf,1 701 694.22
1980,42,Southeast Australian Shelf,26 132 714.61
1980,43,Southwest Australian Shelf,18 920 600.68
1980,44,West Central Australian Shelf,1 639 147.79
1980,45,Northwest Australian Shelf,10 379 492.43
1980,46,New Zealand Shelf,16 031 729.36
1980,47,East China Sea,37 905 072.50
1980,48,Yellow Sea,20 922 168.50
1980,49,Kuroshio Current,77 318 976.63
1980,50,Sea of Japan,42 192 846.16
1980,51,Oyashio Current,6 171 355.53
1980,52,Okhotsk Sea,19 128 824.98
1980,53,West Bering Sea,1 530 327.95
1980,54,Nrothern Bering - Chukchi Sea,9 794 175.47
1980,59,Greenland Sea,22 069 438.14
1980,61,Antarctic,1 951 410.90
1980,62,Black Sea,34 209 789.03
1980,65,Aleutian,4 974 753.99
1981,1,East Bering Sea,33 315 657.37
1981,2,Gulf of Alaska,151 836 757.72
1981,3,California Current,86 431 568.56
1981,4,Gulf of California,14 426 752.56
1981,5,Gulf of Mexico,85 684 067.68
1981,6,Southeast U.S. Continental Shelf,12 736 237.99
1981,7,Northeast U.S. Continental Shelf,155 529 346.39
1981,8,Scotian Shelf,64 433 912.91
1981,9,Newfoundland-Labrador Shelf,72 227 637.82
1981,10,Insular Pacific-Hawaiian,22 063 077.35
1981,11,Pacific Central-American Coastal,82 923 567.18
1981,12,Caribbean Sea,113 838 971.21
1981,13,Humboldt Current,63 670 906.09
1981,14,Patagonian Shelf,17 123 473.62
1981,15,South Brazil Shelf,23 387 858.11
1981,16,East Brazil Shelf,45 670 208.85
1981,17,North Brazil Shelf,25 810 602.74
1981,18,Canadian Eastern Arctic -West Greenland,31 265 560.06
1981,19,Iceland Shelf/Sea,3 197 295.33
1981,20,Barents Sea,60 283 021.96
1981,21,Norwegian Sea,2 948 094.39
1981,22,North Sea,257 468 014.70
1981,23,Baltic Sea,154 380 379.09
1981,24,Celtic-Biscay Shelf,282 388 274.90
1981,25,Iberian Coastal,54 691 386.02
1981,26,Mediterranean Sea,213 428 119.82
1981,27,Canary Current,54 364 256.24
1981,28,Guinea Current,151 628 014.13
1981,29,Benguela Current,41 670 397.09
1981,30,Agulhas Current,50 050 787.54
1981,31,Somali Coastal Current,20 523 118.57
1981,32,Arabian Sea,122 472 189.96
1981,33,Red Sea,16 788 258.96
1981,34,Bay of Bengal,78 071 856.02
1981,35,Gulf of Thailand,24 023 076.33
1981,36,South China Sea,64 427 698.75
1981,37,Sulu-Celebes Sea,173 821 124.79
1981,38,Indonesian Sea,100 833 813.37
1981,39,North Australian Shelf,3 595 246.11
1981,40,Northeast Australian Shelf,12 909 452.86
1981,41,East Central Australian Shelf,3 679 532.52
1981,42,Southeast Australian Shelf,26 965 947.82
1981,43,Southwest Australian Shelf,17 740 776.41
1981,44,West Central Australian Shelf,1 819 445.02
1981,45,Northwest Australian Shelf,9 656 052.40
1981,46,New Zealand Shelf,18 556 735.52
1981,47,East China Sea,34 722 203.33
1981,48,Yellow Sea,19 763 650.06
1981,49,Kuroshio Current,72 092 461.36
1981,50,Sea of Japan,37 784 943.04
1981,51,Oyashio Current,4 742 175.26
1981,52,Okhotsk Sea,19 224 271.10
1981,53,West Bering Sea,1 709 218.53
1981,54,Nrothern Bering - Chukchi Sea,9 347 228.08
1981,59,Greenland Sea,20 079 832.51
1981,61,Antarctic,743 013.03
1981,62,Black Sea,31 174 707.94
