IYear;LME;Catch (Tonnes/year);;;
1981;53;61050.46412;;;
1981;54;48.34281411;;;
1981;55;12.95944209;;;
1981;56;37.46618279;;;
1981;57;82.50775576;;;
1981;58;1029.702066;;;
1981;59;23502.15383;;;
1981;60;32215.93452;;;
1981;61;6240.479871;;;
1981;62;57686.96375;;;
1981;63;50.88055694;;;
1981;64;894.7514056;;;
1981;65;63.56011728;;;
1981;66;13448.18624;;;
1982;1;105061.5264;;;
1982;2;92969.56229;;;
1982;3;90898.8737;;;
1982;4;79131.25192;;;
1982;5;272215.9753;;;
1982;6;64633.18372;;;
1982;7;665146.0008;;;
1982;8;153761.3701;;;
1982;9;66684.02581;;;
1982;10;7254.695467;;;
1982;11;56987.39912;;;
1982;12;70763.92316;;;
1982;13;118696.9465;;;
1982;14;413509.7376;;;
1982;15;49512.2808;;;
1982;16;25002.08414;;;
1982;17;89308.16577;;;
1982;18;30725.20475;;;
1982;19;188214.2043;;;
1982;20;180825.7343;;;
1982;21;187677.8413;;;
1982;22;1234566.041;;;
1982;23;30246.70378;;;
1982;24;433859.5517;;;
1982;25;124867.0394;;;
1982;26;155509.7469;;;
1982;27;245308.0784;;;
1982;28;89798.0343;;;
1982;29;160223.154;;;
1982;30;33177.47654;;;
1982;31;3699.086812;;;
1982;32;516377.3411;;;
1982;33;19013.2201;;;
1982;34;214109.9227;;;
1982;35;60110.89576;;;
1982;36;402037.8069;;;
1982;37;117115.8749;;;
1982;38;217575.0927;;;
1982;39;16230.17859;;;
1982;40;6488.302532;;;
1982;41;12133.63782;;;
1982;42;6084.907708;;;
1982;43;6917.105554;;;
1982;44;3196.932747;;;
1982;45;10208.35026;;;
1982;46;74914.16595;;;
1982;47;319373.2392;;;
1982;48;221531.4429;;;
1982;49;86300.99284;;;
1982;50;103127.2832;;;
1982;51;24169.67532;;;
1982;52;141562.0963;;;
1982;53;62785.00173;;;
1982;54;56.39367747;;;
1982;55;13.62689744;;;
1982;56;60.25976005;;;
1982;57;118.8489183;;;
1982;58;1001.147588;;;
1982;59;29563.87115;;;
1982;60;32336.35283;;;
1982;61;23764.30044;;;
1982;62;66863.12903;;;
1982;63;11.61300519;;;
1982;64;786.0725619;;;
1982;65;11.44468967;;;
1982;66;10674.7928;;;
1983;1;100441.6657;;;
1983;2;95977.75695;;;
1983;3;59136.50529;;;
1983;4;36471.53093;;;
1983;5;278040.7024;;;
1983;6;68089.45387;;;
1983;7;645643.0053;;;
1983;8;118325.3156;;;
1983;9;52085.97834;;;
1983;10;5303.413811;;;
1983;11;34418.63833;;;
1983;12;65012.96457;;;
1983;13;115109.6062;;;
1983;14;481400.7826;;;
1983;15;51725.18918;;;
1983;16;25627.76428;;;
1983;17;93412.97044;;;
1983;18;28524.54618;;;
1983;19;182236.9568;;;
1983;20;161237.8579;;;
1983;21;176314.0805;;;
1983;22;1152777.6;;;
1983;23;29028.06669;;;
1983;24;388756.2768;;;
1983;25;93634.46002;;;
1983;26;169958.7613;;;
1983;27;234094.8698;;;
1983;28;89246.91082;;;
1983;29;139239.5833;;;
1983;30;26711.61866;;;
1983;31;2377.920818;;;
1983;32;536003.9918;;;
1983;33;14065.63506;;;
1983;34;222028.6771;;;
1983;35;55187.98839;;;
1983;36;415940.0267;;;
1983;37;139079.615;;;
1983;38;211587.4389;;;
1983;39;15787.66141;;;
1983;40;6028.029325;;;
1983;41;9371.416029;;;
1983;42;6634.152736;;;
1983;43;7835.714028;;;
1983;44;3652.163572;;;
1983;45;11817.02153;;;
1983;46;87122.18033;;;
1983;47;321783.1625;;;
1983;48;196727.8689;;;
1983;49;86105.39275;;;
1983;50;97781.64876;;;
1983;51;23493.70222;;;
1983;52;133980.1382;;;
1983;53;60285.70656;;;
1983;54;49.16979416;;;
1983;55;13.75347007;;;
1983;56;35.90023609;;;
1983;57;139.6654207;;;
1983;58;1307.080195;;;
1983;59;24100.50886;;;
1983;60;38976.93469;;;
1983;61;12021.9234;;;
1983;62;78432.60925;;;
1983;63;23.47594818;;;
1983;64;485.4315995;;;
1983;65;35.45863878;;;
1983;66;13250.70707;;;
1984;1;140650.3313;;;
1984;2;105889.9726;;;
1984;3;58938.09061;;;
1984;4;38206.405;;;
1984;5;464801.81;;;
1984;6;125472.3176;;;
1984;7;646880.7476;;;
1984;8;159335.845;;;
1984;9;65723.58589;;;
1984;10;6428.451468;;;
1984;11;41315.56649;;;
1984;12;83658.06289;;;
1984;13;128203.8325;;;
1984;14;344111.8821;;;
1984;15;56987.33065;;;
1984;16;28206.62674;;;
1984;17;96891.88343;;;
1984;18;28389.27276;;;
1984;19;174089.6104;;;
1984;20;180333.096;;;
1984;21;175030.0915;;;
1984;22;1291042.432;;;
1984;23;23617.40037;;;
1984;24;376384.6452;;;
1984;25;95145.12586;;;
1984;26;182769.762;;;
1984;27;219251.5573;;;
1984;28;83547.56232;;;
1984;29;141484.5241;;;
1984;30;24922.919;;;
1984;31;2204.789344;;;
1984;32;560961.977;;;
1984;33;10943.77054;;;
1984;34;229518.5597;;;
1984;35;55945.65761;;;
1984;36;445553.759;;;
1984;37;157846.0595;;;
1984;38;212751.7653;;;
1984;39;16294.81979;;;
1984;40;6335.904151;;;
1984;41;8654.72024;;;
1984;42;6964.938792;;;
1984;43;8353.11796;;;
1984;44;3903.489837;;;
1984;45;12692.35092;;;
1984;46;90005.62343;;;
1984;47;336672.1447;;;
1984;48;236964.0191;;;
1984;49;102959.4655;;;
1984;50;116095.3246;;;
1984;51;24837.56164;;;
1984;52;148967.7107;;;
1984;53;66231.70391;;;
1984;54;49.57708794;;;
1984;55;13.87301417;;;
1984;56;41.10402342;;;
1984;57;92.48489402;;;
1984;58;1330.262788;;;
1984;59;29459.70161;;;
1984;60;48527.40294;;;
1984;61;2405.448635;;;
1984;62;94907.82929;;;
1984;63;9.998342699;;;
1984;64;988.6615136;;;
1984;65;20.5271151;;;
1984;66;10420.16086;;;
1985;1;214690.312;;;
1985;2;161164.6126;;;
1985;3;69591.51212;;;
1985;4;42846.2588;;;
1985;5;297851.443;;;
1985;6;71765.08665;;;
1985;7;622574.1468;;;
1985;8;167695.6158;;;
1985;9;94630.62769;;;
1985;10;15107.87139;;;
1985;11;46754.77507;;;
1985;12;71648.10543;;;
1985;13;157560.2884;;;
1985;14;401751.2618;;;
1985;15;79786.44528;;;
1985;16;29962.17201;;;
1985;17;89527.70788;;;
1985;18;36965.01201;;;
1985;19;168219.8995;;;
1985;20;181720.815;;;
1985;21;130319.6386;;;
1985;22;1266100.569;;;
1985;23;25035.74067;;;
1985;24;402389.6226;;;
1985;25;84956.36015;;;
1985;26;193818.5018;;;
1985;27;220576.9581;;;
1985;28;79901.60166;;;
1985;29;160850.3044;;;
1985;30;32856.1681;;;
1985;31;2632.449416;;;
1985;32;449285.3182;;;
1985;33;11882.24199;;;
1985;34;211190.1254;;;
1985;35;59643.92946;;;
1985;36;474295.9438;;;
1985;37;140774.1173;;;
1985;38;222846.2225;;;
1985;39;14094.53585;;;
1985;40;5976.84744;;;
1985;41;9313.498668;;;
1985;42;5247.054493;;;
1985;43;6141.79012;;;
1985;44;3135.155425;;;
1985;45;8717.221783;;;
1985;46;92078.50736;;;
1985;47;353029.5777;;;
1985;48;240799.6886;;;
1985;49;93631.78076;;;
1985;50;116130.357;;;
1985;51;23583.44986;;;
1985;52;154678.1406;;;
1985;53;141014.4896;;;
1985;54;49.71215991;;;
1985;55;13.79401937;;;
1985;56;114.1104572;;;
1985;57;130.5440613;;;
1985;58;975.620931;;;
1985;59;41957.37263;;;
1985;60;45369.5048;;;
1985;61;18960.02117;;;
1985;62;124231.1123;;;
1985;63;4.008083891;;;
1985;64;579.5711158;;;
1985;65;11.45381138;;;
1985;66;14453.76671;;;
1986;1;226570.421;;;
1986;2;182475.4306;;;
1986;3;67200.50387;;;
1986;4;39124.53705;;;
1986;5;218068.3727;;;
1986;6;48766.02786;;;
1986;7;599838.3272;;;
1986;8;186946.6489;;;
1986;9;117407.8637;;;
1986;10;14219.47958;;;
1986;11;45288.38819;;;
1986;12;62918.14687;;;
1986;13;150844.5428;;;
1986;14;499947.8113;;;
1986;15;65418.98414;;;
1986;16;23233.27839;;;
1986;17;72115.81555;;;
1986;18;43707.57313;;;
1986;19;185894.7974;;;
1986;20;164445.5859;;;
1986;21;110700.6817;;;
1986;22;1477435.301;;;
1986;23;28446.25363;;;
1986;24;407867.4019;;;
1986;25;72520.52664;;;
1986;26;198379.0457;;;
1986;27;237395.1576;;;
1986;28;78166.51957;;;
1986;29;163347.126;;;
1986;30;38362.40607;;;
1986;31;2518.026458;;;
1986;32;524493.4043;;;
1986;33;10585.45236;;;
1986;34;236149.4265;;;
1986;35;64829.98065;;;
1986;36;512122.7185;;;
1986;37;149334.346;;;
1986;38;248189.7561;;;
1986;39;13779.04494;;;
1986;40;5553.905571;;;
1986;41;11546.31946;;;
1986;42;5050.76376;;;
1986;43;5759.204907;;;
1986;44;2733.462676;;;
1986;45;8793.257849;;;
1986;46;87162.13577;;;
1986;47;369762.9753;;;
1986;48;262959.3047;;;
1986;49;84681.98736;;;
1986;50;106896.0728;;;
1986;51;21228.10121;;;
1986;52;145612.2038;;;
1986;53;143025.9666;;;
1986;54;46.06188214;;;
1986;55;13.11255499;;;
1986;56;122.6672767;;;
1986;57;112.3528193;;;
1986;58;446.1252586;;;
1986;59;41974.6782;;;
1986;60;44186.21008;;;
1986;61;3673.839469;;;
1986;62;121043.1602;;;
1986;63;4.028250791;;;
1986;64;329.6231138;;;
1986;65;31.89749981;;;
1986;66;15420.68927;;;
1987;1;239996.4327;;;
1987;2;205091.047;;;
1987;3;91260.25685;;;
1987;4;48907.28961;;;
1987;5;242414.9141;;;
1987;6;58799.48974;;;
1987;7;582026.2786;;;
1987;8;163464.2247;;;
1987;9;121881.1364;;;
1987;10;20562.4224;;;
1987;11;39362.08454;;;
1987;12;68938.29512;;;
1987;13;163483.9634;;;
1987;14;652396.4901;;;
1987;15;66517.73827;;;
1987;16;22280.98057;;;
1987;17;75159.20112;;;
1987;18;44048.0836;;;
1987;19;188089.8545;;;
1987;20;235168.8037;;;
1987;21;123779.4781;;;
1987;22;1391735.097;;;
1987;23;28377.00148;;;
1987;24;421785.4061;;;
1987;25;79097.22189;;;
1987;26;205686.5639;;;
1987;27;197103.2151;;;
1987;28;79174.12229;;;
1987;29;150899.2059;;;
1987;30;37654.25162;;;
1987;31;3287.046209;;;
1987;32;551715.8888;;;
1987;33;13679.84973;;;
1987;34;253163.2034;;;
1987;35;72116.7088;;;
1987;36;580256.5743;;;
1987;37;149000.8179;;;
1987;38;270952.3722;;;
1987;39;13997.6449;;;
1987;40;6521.688805;;;
1987;41;13712.33084;;;
1987;42;4980.719503;;;
1987;43;5451.643238;;;
1987;44;2615.683694;;;
1987;45;8234.716284;;;
1987;46;96006.0219;;;
1987;47;398220.7275;;;
1987;48;327199.1644;;;
1987;49;78072.47023;;;
1987;50;97481.20769;;;
1987;51;20291.41267;;;
1987;52;148520.731;;;
1987;53;144455.1221;;;
1987;54;68.02918839;;;
1987;55;19.44570338;;;
1987;56;87.37119762;;;
1987;57;125.7317606;;;
1987;58;424.3093293;;;
1987;59;35117.51358;;;
1987;60;42593.1901;;;
1987;61;993.7517397;;;
1987;62;116090.8362;;;
1987;63;14.38973394;;;
1987;64;145.7778861;;;
1987;65;90.56464134;;;
1987;66;17362.60545;;;
1988;1;273810.4323;;;
1988;2;269538.6557;;;
1988;3;82945.26613;;;
1988;4;41832.28422;;;
1988;5;243870.7506;;;
1988;6;57288.28163;;;
1988;7;626876.1365;;;
1988;8;167568.0672;;;
1988;9;99624.46659;;;
1988;10;19853.86116;;;
1988;11;39316.96535;;;
1988;12;73882.05009;;;
1988;13;215135.2351;;;
1988;14;743866.5645;;;
1988;15;58326.81846;;;
1988;16;19406.8774;;;
1988;17;65057.3166;;;
1988;18;31330.64305;;;
1988;19;195040.8853;;;
1988;20;166751.0183;;;
1988;21;155376.7091;;;
1988;22;1581435.164;;;
1988;23;30250.45904;;;
1988;24;451393.9388;;;
1988;25;77074.52365;;;
1988;26;196828.5814;;;
1988;27;182206.8958;;;
1988;28;60940.44311;;;
1988;29;129028.1004;;;
1988;30;40499.17482;;;
1988;31;3603.05411;;;
1988;32;549777.5895;;;
1988;33;14321.668;;;
1988;34;250517.1898;;;
1988;35;72623.77414;;;
1988;36;616347.7843;;;
1988;37;152931.9416;;;
1988;38;275010.8248;;;
1988;39;14149.95922;;;
1988;40;6927.408352;;;
1988;41;15350.31048;;;
1988;42;5147.083382;;;
1988;43;5526.252314;;;
1988;44;2656.848233;;;
1988;45;8367.510494;;;
1988;46;111338.3175;;;
1988;47;423620.4329;;;
1988;48;328156.4664;;;
1988;49;79958.95082;;;
1988;50;100332.5705;;;
1988;51;20743.69416;;;
1988;52;143038.3284;;;
1988;53;153257.4076;;;
1988;54;70.15876515;;;
1988;55;20.00984988;;;
1988;56;68.48774327;;;
1988;57;156.6727161;;;
1988;58;580.6746853;;;
1988;59;34610.75414;;;
1988;60;44330.86624;;;
1988;61;1546.986877;;;
1988;62;125643.214;;;
1988;63;51.06021175;;;
1988;64;242.4692434;;;
1988;65;116.7332299;;;
1988;66;18430.44811;;;
1989;1;178768.6472;;;
1989;2;194765.9539;;;
1989;3;71743.75026;;;
1989;4;42105.5454;;;
1989;5;213428.8586;;;
1989;6;44350.41999;;;
1989;7;630309.7322;;;
1989;8;194264.218;;;
1989;9;87491.75386;;;
1989;10;5524.194793;;;
1989;11;43724.00354;;;
1989;12;80728.529;;;
1989;13;193068.2221;;;
1989;14;781694.5558;;;
1989;15;59851.06148;;;
1989;16;19759.66833;;;
1989;17;70748.80648;;;
1989;18;38951.25746;;;
1989;19;195142.9017;;;
1989;20;130710.2084;;;
1989;21;141347.2589;;;
1989;22;1635569.838;;;
1989;23;20291.49015;;;
1989;24;448401.3536;;;
1989;25;60234.0764;;;
1989;26;195092.0375;;;
1989;27;215671.2829;;;
1989;28;92718.77977;;;
1989;29;122691.4201;;;
1989;30;44226.20386;;;
1989;31;1398.095076;;;
1989;32;620276.4489;;;
1989;33;12200.59459;;;
1989;34;292089.1759;;;
1989;35;69799.6652;;;
1989;36;555047.2581;;;
1989;37;149324.4915;;;
1989;38;273662.8828;;;
1989;39;18427.6104;;;
1989;40;5431.642786;;;
1989;41;14983.2771;;;
1989;42;6322.028892;;;
1989;43;5395.852582;;;
1989;44;1788.301084;;;
1989;45;5718.689957;;;
1989;46;133069.2833;;;
1989;47;381965.5424;;;
1989;48;322726.3661;;;
1989;49;87434.41516;;;
1989;50;150585.9879;;;
1989;51;56291.61575;;;
1989;52;237197.3507;;;
1989;53;148310.4847;;;
1989;54;78.03899772;;;
1989;55;21.54512457;;;
1989;56;103.5447275;;;
1989;57;149.3872133;;;
1989;58;768.8666911;;;
1989;59;20410.11611;;;
1989;60;45529.88274;;;
1989;61;273.8823999;;;
1989;62;119898.4827;;;
1989;63;41.25275876;;;
1989;64;430.6132666;;;
1989;65;146.3269915;;;
1989;66;23298.40119;;;
1990;1;205093.6561;;;
1990;2;224352.2243;;;
1990;3;63965.5394;;;
1990;4;25724.48993;;;
1990;5;195592.9804;;;
1990;6;36336.75749;;;
1990;7;671835.6865;;;
1990;8;170098.5722;;;
1990;9;90571.27224;;;
1990;10;5808.595206;;;
1990;11;42733.21834;;;
1990;12;81283.96717;;;
1990;13;202235.8446;;;
1990;14;642148.2235;;;
1990;15;60087.18701;;;
1990;16;20565.86177;;;
1990;17;71825.10306;;;
1990;18;42041.39568;;;
1990;19;220377.6417;;;
1990;20;127913.0832;;;
1990;21;118822.7765;;;
1990;22;1247910.46;;;
1990;23;19854.03784;;;
1990;24;447313.8673;;;
1990;25;59270.81311;;;
1990;26;195121.2191;;;
1990;27;174681.9286;;;
1990;28;80645.08805;;;
1990;29;77513.81052;;;
1990;30;43714.77544;;;
1990;31;1588.583997;;;
1990;32;638101.0265;;;
1990;33;13733.90807;;;
1990;34;291115.169;;;
1990;35;73965.13622;;;
1990;36;590119.6624;;;
1990;37;150044.8893;;;
1990;38;271113.7909;;;
1990;39;17013.01464;;;
1990;40;5148.435779;;;
1990;41;24970.28443;;;
1990;42;6629.529544;;;
1990;43;5108.452411;;;
1990;44;1788.071313;;;
1990;45;5782.047598;;;
1990;46;146381.6388;;;
1990;47;444729.2834;;;
1990;48;344663.9666;;;
1990;49;110940.401;;;
1990;50;167373.906;;;
1990;51;57794.30242;;;
1990;52;243168.2507;;;
1990;53;145116.3489;;;
1990;54;74.80750268;;;
1990;55;20.97697276;;;
1990;56;85.0971209;;;
1990;57;149.0607489;;;
1990;58;922.0988351;;;
1990;59;19267.88229;;;
1990;60;60219.83904;;;
1990;61;2817.105921;;;
1990;62;86412.41195;;;
1990;63;25.27784244;;;
1990;64;512.0466956;;;
1990;65;128.5591936;;;
1990;66;22800.41511;;;
1991;1;141569.1265;;;
1991;2;149011.0769;;;
1991;3;51400.77566;;;
1991;4;25807.79721;;;
1991;5;173665.7827;;;
1991;6;31084.30256;;;
1991;7;690050.8321;;;
1991;8;156145.4378;;;
1991;9;86220.1488;;;
1991;10;6019.411248;;;
1991;11;38342.27567;;;
1991;12;69048.04458;;;
1991;13;154716.0877;;;
1991;14;709326.7935;;;
1991;15;56969.45343;;;
1991;16;18880.0317;;;
1991;17;67649.34044;;;
1991;18;43211.88692;;;
1991;19;218805.4884;;;
1991;20;122118.9298;;;
1991;21;117853.6358;;;
1991;22;1461292.97;;;
1991;23;34295.19121;;;
1991;24;458534.7961;;;
1991;25;56888.19504;;;
1991;26;198442.429;;;
1991;27;239971.4956;;;
1991;28;86957.69644;;;
1991;29;51398.48936;;;
1991;30;46421.78434;;;
1991;31;2445.64695;;;
1991;32;695270.9139;;;
1991;33;14767.87596;;;
1991;34;316220.9755;;;
1991;35;79395.94241;;;
1991;36;659449.777;;;
1991;37;156230.8281;;;
1991;38;285938.7255;;;
1991;39;22288.86642;;;
1991;40;5862.602314;;;
1991;41;20421.37606;;;
1991;42;8568.523442;;;
1991;43;6284.120652;;;
1991;44;2371.87543;;;
1991;45;8121.829841;;;
1991;46;168471.1121;;;
1991;47;528453.8714;;;
1991;48;372733.0713;;;
1991;49;149554.8146;;;
1991;50;185851.3231;;;
1991;51;57931.07002;;;
1991;52;175921.0988;;;
1991;53;133724.1585;;;
1991;54;95.4642305;;;
1991;55;27.12598052;;;
1991;56;85.71313755;;;
1991;57;154.2130596;;;
1991;58;700.0908511;;;
1991;59;25947.09228;;;
1991;60;53761.8512;;;
1991;61;0.047238355;;;
1991;62;38057.41442;;;
1991;63;20.7283306;;;
1991;64;509.8438372;;;
1991;65;135.2327891;;;
1991;66;24074.94799;;;
1992;1;232853.0822;;;
1992;2;213605.4745;;;
1992;3;56234.1776;;;
1992;4;23422.94045;;;
1992;5;171487.3629;;;
1992;6;31805.29869;;;
1992;7;704528.2505;;;
1992;8;109284.2214;;;
1992;9;64075.34541;;;
1992;10;4688.757025;;;
1992;11;34522.39223;;;
1992;12;59427.60295;;;
1992;13;143174.8679;;;
1992;14;782871.7522;;;
1992;15;62118.08646;;;
1992;16;19068.01894;;;
1992;17;67245.42788;;;
1992;18;48000.11371;;;
1992;19;200649.6551;;;
1992;20;144540.1163;;;
1992;21;145214.5505;;;
1992;22;1554865.08;;;
1992;23;24237.24118;;;
1992;24;458877.371;;;
1992;25;67996.33474;;;
1992;26;209266.9152;;;
1992;27;208805.946;;;
1992;28;96494.1814;;;
1992;29;79443.30692;;;
1992;30;38557.00342;;;
1992;31;2287.124179;;;
1992;32;747040.6725;;;
1992;33;11384.2415;;;
1992;34;355225.6489;;;
1992;35;82310.70586;;;
1992;36;710486.5514;;;
1992;37;168325.0694;;;
1992;38;300688.3346;;;
1992;39;19548.49056;;;
1992;40;4634.088154;;;
1992;41;13761.92281;;;
1992;42;10757.88446;;;
1992;43;10137.0492;;;
1992;44;3840.693427;;;
1992;45;12769.26179;;;
1992;46;204993.5507;;;
1992;47;526370.7698;;;
1992;48;369752.684;;;
1992;49;134986.3347;;;
1992;50;193863.0597;;;
1992;51;66952.25614;;;
1992;52;224361.2287;;;
1992;53;160457.138;;;
1992;54;78.8961422;;;
1992;55;21.81597529;;;
1992;56;85.71313755;;;
1992;57;153.2336666;;;
1992;58;761.3500859;;;
1992;59;25919.03603;;;
1992;60;44156.93356;;;
1992;62;40698.38142;;;
1992;63;19.07994158;;;
1992;64;559.3064407;;;
1992;65;136.5275735;;;
1992;66;25189.60502;;;
1993;1;223038.1455;;;
1993;2;190773.0998;;;
1993;3;51637.33652;;;
1993;4;23004.56904;;;
1993;5;183191.7139;;;
1993;6;35828.94095;;;
1993;7;646706.03;;;
1993;8;83504.72295;;;
1993;9;73806.36975;;;
1993;10;5335.099343;;;
1993;11;38747.66035;;;
1993;12;73566.19401;;;
1993;13;154171.4042;;;
1993;14;830370.441;;;
1993;15;57155.70556;;;
1993;16;17184.08817;;;
1993;17;72192.99941;;;
1993;18;45896.45376;;;
1993;19;200385.5396;;;
1993;20;176269.7891;;;
1993;21;155869.3985;;;
1993;22;1281565.887;;;
1993;23;23413.12069;;;
1993;24;501630.5102;;;
1993;25;60871.56902;;;
1993;26;204916.2657;;;
1993;27;209982.4736;;;
1993;28;97911.93285;;;
1993;29;96020.73648;;;
1993;30;36341.59354;;;
1993;31;1903.543481;;;
1993;32;739478.1409;;;
1993;33;11288.86762;;;
1993;34;353252.7561;;;
1993;35;83147.49964;;;
1993;36;863303.8744;;;
1993;37;161238.6586;;;
1993;38;310209.0489;;;
1993;39;22272.98228;;;
1993;40;5166.719285;;;
1993;41;10018.04372;;;
1993;42;10231.84978;;;
1993;43;10227.51766;;;
1993;44;3952.528123;;;
1993;45;13161.98965;;;
1993;46;192056.7444;;;
1993;47;645245.7452;;;
1993;48;472405.6828;;;
1993;49;106218.3136;;;
1993;50;214937.5721;;;
1993;51;89644.46935;;;
1993;52;280571.7834;;;
1993;53;220607.3029;;;
1993;54;78.92032961;;;
1993;55;22.09666799;;;
1993;56;85.71313755;;;
1993;57;153.2336666;;;
1993;58;901.2276214;;;
1993;59;23141.51471;;;
1993;60;36647.24618;;;
1993;62;32094.11815;;;
1993;63;5.058535707;;;
1993;64;415.8236743;;;
1993;65;123.5745492;;;
1993;66;21279.46754;;;
1994;1;197357.4314;;;
1994;2;123936.7491;;;
1994;3;50258.07362;;;
1994;4;23415.78775;;;
1994;5;230625.4934;;;
1994;6;50167.41141;;;
1994;7;408905.264;;;
1994;8;66654.87128;;;
1994;9;142129.2771;;;
1994;10;1980.054897;;;
1994;11;41693.92593;;;
1994;12;85328.94871;;;
1994;13;156159.462;;;
1994;14;770492.1863;;;
1994;15;43928.24898;;;
1994;16;16594.85274;;;
1994;17;73625.38092;;;
1994;18;79079.77934;;;
1994;19;216649.1517;;;
1994;20;165134.2437;;;
1994;21;168091.2828;;;
1994;22;1528875.206;;;
1994;23;25779.83023;;;
1994;24;513402.8678;;;
1994;25;52042.82561;;;
1994;26;207297.6904;;;
1994;27;201589.0139;;;
1994;28;96722.84358;;;
1994;29;87245.08788;;;
1994;30;39568.96075;;;
1994;31;2016.221898;;;
1994;32;807668.3918;;;
1994;33;13790.87179;;;
1994;34;383672.621;;;
1994;35;85379.80122;;;
1994;36;981550.9481;;;
1994;37;159036.319;;;
1994;38;322513.7125;;;
1994;39;20762.56211;;;
1994;40;5045.553492;;;
1994;41;7464.800516;;;
1994;42;8849.843709;;;
1994;43;9162.18708;;;
1994;44;3615.165889;;;
1994;45;11372.31696;;;
1994;46;200831.6262;;;
1994;47;706639.8746;;;
1994;48;494132.5759;;;
1994;49;111520.9054;;;
1994;50;204774.0017;;;
1994;51;91493.94417;;;
1994;52;286344.9775;;;
1994;53;220741.2617;;;
1994;54;77.71716361;;;
1994;55;22.14669529;;;
1994;56;85.71313755;;;
1994;57;153.2336666;;;
1994;58;428.7111483;;;
1994;59;26289.55765;;;
1994;60;32451.24542;;;
1994;62;38966.84833;;;
1994;63;11.51349238;;;
1994;64;285.3180482;;;
1994;65;104.3402173;;;
1994;66;23412.52823;;;
1995;1;207749.5855;;;
1995;2;127325.4747;;;
1995;3;55605.29619;;;
1995;4;28497.50698;;;
1995;5;224522.5193;;;
1995;6;47017.31617;;;
1995;7;414047.1008;;;
1995;8;70610.49021;;;
1995;9;136018.3404;;;
1995;10;1975.25981;;;
1995;11;42765.44454;;;
1995;12;86385.92268;;;
1995;13;187475.9684;;;
1995;14;876606.8096;;;
1995;15;50725.37698;;;
1995;16;18484.99399;;;
1995;17;84415.81743;;;
1995;18;82219.82057;;;
1995;19;209739.9448;;;
1995;20;176984.3516;;;
1995;21;196375.1307;;;
1995;22;1634553.993;;;
1995;23;29725.05632;;;
1995;24;634482.1896;;;
1995;25;57770.49532;;;
1995;26;205993.7656;;;
1995;27;219527.3698;;;
1995;28;108563.3108;;;
1995;29;98524.28016;;;
1995;30;38835.49792;;;
1995;31;2445.292569;;;
1995;32;768578.8215;;;
1995;33;12880.27184;;;
1995;34;399429.7182;;;
1995;35;92948.68684;;;
1995;36;1066082.981;;;
1995;37;168249.5066;;;
1995;38;343782.6892;;;
1995;39;22288.94577;;;
1995;40;5539.238614;;;
1995;41;6774.925355;;;
1995;42;7503.858393;;;
1995;43;7368.850733;;;
1995;44;2912.611313;;;
1995;45;9088.026773;;;
1995;46;247232.3164;;;
1995;47;779857.5906;;;
1995;48;472249.6148;;;
1995;49;142889.979;;;
1995;50;216321.334;;;
1995;51;89405.16562;;;
1995;52;275771.7044;;;
1995;53;208959.6654;;;
1995;54;83.07691108;;;
1995;55;22.59200788;;;
1995;56;85.71313755;;;
1995;57;153.2336666;;;
1995;58;401.0159036;;;
1995;59;24376.64866;;;
1995;60;32376.48133;;;
1995;62;28354.92111;;;
1995;63;54.47019019;;;
1995;64;313.3677169;;;
1995;65;54.74174726;;;
1995;66;24589.75674;;;
1996;1;240222.8334;;;
1996;2;139216.1254;;;
1996;3;65077.4343;;;
1996;4;28167.16825;;;
1996;5;187976.8124;;;
1996;6;35350.25675;;;
1996;7;395704.696;;;
1996;8;84535.23975;;;
1996;9;129674.894;;;
1996;10;7534.161463;;;
1996;11;47958.05472;;;
1996;12;75592.20185;;;
1996;13;206124.9;;;
1996;14;956704.1635;;;
1996;15;38843.68611;;;
1996;16;16201.46921;;;
1996;17;87255.70789;;;
1996;18;73986.25472;;;
1996;19;198694.4748;;;
1996;20;210055.3476;;;
1996;21;201309.304;;;
1996;22;1240175.059;;;
1996;23;21846.49915;;;
1996;24;636365.0023;;;
1996;25;55278.36591;;;
1996;26;200183.8197;;;
1996;27;220549.243;;;
1996;28;111826.0135;;;
1996;29;95258.25349;;;
1996;30;42188.99561;;;
1996;31;2746.576218;;;
1996;32;782469.2508;;;
1996;33;12811.76603;;;
1996;34;424517.5722;;;
1996;35;96812.98094;;;
1996;36;1009470.699;;;
1996;37;162455.1744;;;
1996;38;359893.2454;;;
1996;39;23573.70295;;;
1996;40;6171.089421;;;
1996;41;6279.370181;;;
1996;42;6834.939132;;;
1996;43;7097.826612;;;
1996;44;2885.69006;;;
1996;45;9060.502816;;;
1996;46;191199.2718;;;
1996;47;844834.5813;;;
1996;48;462857.6849;;;
1996;49;193405.0738;;;
1996;50;231548.8396;;;
1996;51;77580.12573;;;
1996;52;228998.2526;;;
1996;53;168508.2809;;;
1996;54;82.35237282;;;
1996;55;22.86047154;;;
1996;56;85.71313755;;;
1996;57;153.2336666;;;
1996;58;418.8764655;;;
1996;59;33434.73775;;;
1996;60;33718.90638;;;
1996;62;29601.13657;;;
1996;63;67.38980216;;;
1996;64;107.3812463;;;
1996;65;60.50663023;;;
1996;66;23925.86778;;;
1997;1;243488.9565;;;
1997;2;158479.4071;;;
